1: 卧槽看着评论我都不敢玩了。
1466: 看来大家在里面都是高手啊

1467: 招募一个小楠，不知道干嘛的，给个柱间多好

1468: 小伙伴们，让我们一起奋战到底吧，哈哈

1469: 都跟朋友一起打通宵的说

1470: 无聊的游戏

1471: 每天晚上的打九尾狐真的挺不错的哦

1472: 在里面一起跟玩家们交流学习吧

1473: 战斗后额外的奖励，真是挺好的

1474: 现在我的排名就是比较靠前的呢

1475: 还是实力比较重要啊，要获得更加的名望

1476: 大家一起加入我们的战斗中来吧

1477: 鸣人在里面这男的太酷了

1478: 不光80后的喜欢玩，90后的我们更是大爱

1479: 火影这款是我们80后们经典的回忆呢

1480: 给五星。。。不错

1481: 我要成为游戏里面最强悍的忍者呢

1482: 现在就是在努力的提高自己的战斗力呢

1483: 隔壁的少年三国志，强这个十倍，算了，无力吐槽，谁让我是火影迷呢。求放过火影吧，赶紧上交给国家。

1484: 游戏的画面很精美的说，很是吸引呢

1485: 里面的游戏人物都很精美的说

1486: 同学都玩的不亦乐乎呢，真是太赞了

1487: 游戏已经上手了，太好玩了

1488: 年薪30万，玩儿不玩儿的起这个游戏啊！

1489: 就两个主角么？小樱呢

1490: 求送大蛇丸，我是脑残粉

1491: 这和腾 讯哪个正版啊，但是我喜欢卡牌

1492: 鸣人还是小时候可爱，怎么上来就大狐狸脸

1493: 这种游戏真是丢了火影的脸，毫无创意，卡牌真丑，没有配音，只知道疯狂点副本，夺宝，两年前的游戏，现在还来赚钱？起码有几十个雷同游戏，玩jj啊？？

1494: 可以啊，原汁原味儿啊

1495: 没尿遁！无好评！

1496: 卡牌嘛也就那么回事儿，玩过几个都差不多，可以接受~ 嘿嘿嘿

1497: 能组出来一套晓我就心满意足了！

1498: 代金券在哪里？？？？

1499: 音乐这么单调么，建议多加几个吧

1500: 哎你们说全群体攻击阵容能行么

1501: 鼬神不败，千秋万代！等我抽到鼬神，秒杀你们这群人类

1502: 火影？没看过漫画的怎么破，搞起搞起，啊哈哈哈

1503: 大家告诉我选鸣人给不给佐助啊，用哪个啊

1504: 玩法有点儿单一啊，不过啊凯大招贼拉炫

1505: 我可以不可创建公会就叫晓“晓收人拉！”

1506: 前辈告诉你们什么叫火影啊，来来来

1507: 蹦了哎我去，还好意思要评论!!

1508: 还没怎么玩儿呢，后面的内容还不了解，希望对得起我人生第一次评论

1509: 我可以用表情来表达么

1510: 佐助好帅啊，我选了鸣

1511: 还不错呀，比忍百和少三送的元宝多多了，玩起来贼爽

1512: 什么时候公测啊，等不及了，快点快点啊

1513: 好游戏，点个赞，这是我玩过最好的游戏了，希望赶快公测

1514: 一进游戏就是VIP5还送3000忍币，真tm爽，根本不用花钱这游戏

1515: 说句良心话，花不花钱都能上排行榜，就看你会不会玩了

1516: 一进游戏就能领大礼包，有好几千忍币太爽啦

1517: 我五十万战斗力完虐六十万战斗力的，哈哈哈！

1518: 妈蛋，连个技能配音都没有，玩过火影忍者online再玩这个耳朵都会给技能配音，奶奶滴，能不能做专业点啊

1519: 说武将不能换下阵容的，智商都是给狗吃了吗，真是弱智

1520: 好妹，角色都没创建就闪退

1521: 当初我随便注册了个名字就进去了，后来慢慢发现还挺好玩，幸亏可以改名，要不然就前功尽弃了，改名万岁！

1522: 这傻逼游戏脑残下过来后秒卸

1523: 我想要出一个结婚系统，什么时候能出呢

1524: 真心不错，虽然花了不少钱，但认识很多很好的朋友，还是点个赞，不花钱也能玩只是比较慢，花不花钱是个人问题

1525: 说什么进不去，肯定是手机太垃圾了，赶快换换吧，我的小米很流畅啊

1526: 腾讯这个垃圾怎么还不上线，说好一月公测的呢

1527: 听说是正版的，专门跑过来玩，好喜欢鸣人哦

1528: 为什么要激活码，求码求码求码

1529: 我的酷派大神玩什么都不卡，哈哈哈

1530: 第一次玩这种游戏，特好玩的！

1531: 没的说，画面精美，特效炫！！！！

1532: 我终于知道为什么好多游戏都不好玩了，原来是一群名为喷子的存在。无论怎样的游戏都给他们喷的一无是处，不明真相也喷，明明自己手机问题也喷，自己不会玩也喷，真是世风日下

1533: 礼包在哪里

1534: 没意思，，对手太菜了

1535: 小灵通完美闪退  哈哈哈

1536: 正在下载

1537: 不要钱 玩的还不错，要钱的时候求别太坑

1538: 你们闪退的手机她妈太坏了，摔了从买一个得了！游戏不好玩？不好玩你把手机摔了回家肯泥巴去！你们看到卡牌就吐，有胆不玩！人家好不容易做的游戏，就这样废了？你们好不容易做个东西被别人差评你们心里好受吗？不如自己回家自杀了，以后让我看见差评是对的我就不说，是错的，我说死他！

1539: 你们闪退的手机她妈太坏了，摔了从买一个得了！游戏不好玩？不好玩你把手机摔了回家肯泥巴去！你们看到卡牌就吐，有胆不玩！人家好不容易做的游戏，就这样废了？你们好不容易做个东西被别人差评你们心里好受吗？不如自己回家自杀了，以后让我看见差评是对的我就不说，是错的，我说死他！

1540: 话说 客服电话是多少？

1541: 目前游戏问题很多，但在一步一步改进，游戏本身挺不错的，值得一玩。

1542: 好玩诶 我玩MT都没这么激动

1543: 还不错的~貌似比其他的游戏强大多了~

1544: 好！很爽

1545: 游戏里东西还不是很完善，期待不删档

1546: 一听音乐我就知道这就是我的火影

1547: 为什么猪脚是鸣人，我要佐助

1548: 我就奔着是正版才玩的

1549: 我抢到激活码了 哈哈

1550: 有个抄放三像样子的卡牌了 玩玩吧

1551: 紫卡比蓝卡强太多，谁用谁知道，大家赶紧抽紫卡

1552: 各种送道具，紫卡。稍有这么良心的游戏公司，必须顶

1553: 谁能告诉我怎么买体力，玩的好过瘾，就是体力不够啊

1554: 我游戏ID叫小次郎，一区。求好友送体力，必回

1555: 这种画质卡牌应该上交给国家

1556: 玩了几个小时，完全沉迷了

1557: 约了小伙伴一起玩新区，还有哪些朋友愿意跟我们一起来么

1558: 选了佐助，但大家都说鸣人前期给力，怎么破

1559: 卡牌游戏？？玩过3D的吗？？PSP有哦。。。还有9尾可以用呢！

1560: 哪位GG可以陪我一起玩，给冲点钱啦

1561: 为何没有三代火影，客服来解答。

1562: 德玛西亚！站起来撸啊撸，躺在床上玩火影，切克闹

1563: 第二天就送卡卡西，还是最高品质紫卡，我要去浪了

1564: 大区人好多，竞技场真心打不过了，都是壕，跪求福利

1565: 喜欢我爱罗的形象，比任何火影游戏都好看，帅爆！

1566: 螺旋丸的效果太棒了！鸣人赞赞赞

1567: 火影吧宇智波家族发来贺电，祝大卖

1568: 据说这个是正版，必须顶，盗版可耻

1569: 谁来建个家族，老子天天在线，敢不敢收我

1570: 为鼬而赞！鼬粉前来报到！

1571: 为什么雏田不是14资质紫卡，让我这种鸣雏党情何以堪，给个5星强烈要求雏田14。

1572: 腾讯还敢说自己是正版？！这才是正版，原汁原味，碉堡！

1573: 垃圾游戏，画质坑出翔，太垃圾了

1574: 跟抄袭的忍者百分百相比都差太远，实在是让人太失望

1575: 真他妈无聊，技能也不绚丽，普通的卡牌游戏而已，教程还没完就卸载了。

1576: 这个APP我可以给五分。

1577: 朋友推荐给我，个人感觉挺好的。

1578: 五颗星、五颗星，大赞

1579: 这绝对是个好产品

1580: 挺好的一款软件，总体来讲还行

1581: 说的好不如用的好，真心很好。

1582: 嘻嘻，我第一次用

1583: 感觉这个软件很好用啊。

1584: 正版有什么卵用。渣美术，老卡牌玩法，侮辱玩家智商么？

1585: 好东西，推荐给大伙，很好用的

1586: 整体还算挺好的，用起来真不错

1587: 很好用的，不需要什么流量，赞

1588: 界面挺清新，不错不错。

1589: 垃圾游戏，果断卸载

1590: 真心觉得大家都可以用一用。

1591: 很强大，很好用，支持

1592: 操作简单，使用方便

1593: 逗我呢，开不起别开！丢人

1594: 还不错，挺有意思的产品

1595: 好家伙，值得下载

1596: 最近看朋友用的很多，下载过来玩，感觉还不错

1597: 请不要拿这渣渣游戏和忍者百分百比，百分百比这烂东西强一万倍……虽说是抄袭

1598: 不错，好用。大家可以去试一下哦

1599: 还不错，挺好用的。

1600: 玩了十分钟，有九分钟在加载，后面直接进不去，果断卸载！！！

1601: 现在还有这样的游戏呢

1602: 什么玩意儿！一直卡在登录界面显示“服务器列表获取失败，请点击确定重试！【203】”点击多少次都没用，虽然手机不是好手机，是个魅蓝note，但宽带不差啊，是10兆宽带，愣是拿着游戏没辙！

1603: 小樱是个BOSS吧！比S卡还牛！是你恋人吧

1604: 和忍者百分百很像，可惜画面太差

1605: 真是正版吗？简直就是侮辱火影忍者！玩这个还不如玩PC火隐忍者究极风暴来！

1606: 真特么的恶心人，一星都不想改，设置不了名字，只能随机，礼包也领取不了，这设计是脑残吧，回家吃屎吧

1607: 网络服务器太差，我这10M带宽，这才玩了半个小时，基本上处于加载中界面，要不就是网络数据异常，要不就是加载不了，奖励领不了，更狠的是显示加载中，战斗系统已经开始了

1608: 4G网络，手机3G内存，没办法正常运行，卡片游戏做的这么狠，我醉了一地！！！

1609: 什么破游戏玩一会就闪退了，之后就上不去了

1610: 尼玛，一星都不想给！你TM是在黑火影吧？不资本就别开游戏，老子10M光纤竟然说我信号不好！卡的跟个屎样！

1611: 真JB卡   怎么玩

1612: 游戏卡，求多开服

1613: 一个游戏你要是连最基本的登录问题都解决不了，那就不要出来丢人现眼了，这游戏做的个什么东西

1614: 卡的和b样的

1615: 垃圾

1616: 这样的游戏也能拿出来？画面粗糙人物画的一点都不看，模仿好模仿的那么烂

1617: 玩个JB卡的老子一愣一愣的

1618: 准时等到10点，能进去，却卡在那不动！三星S5玩不了？

1619: 反应很慢很郁闷的，换个声音也要等三秒

1620: 我就在无线网旁边都尼玛加载中。。。垃圾。。。。你把游戏优化好在上线可以不？

1621: 垃圾游戏，无限都是载入中，就不能让人愉快的玩耍

1622: 放开三国版本的游戏，一概不想玩，人家游戏都火了2年，现在还出这些坑游，有意思不，又火不起，别出来丢人

1623: 能不能把延迟解决了。。vivox5l竟然点个副本加载。。。抽卡加载。。什么都在加载。开发者能给个说法。。。。垃圾

1624: 这游戏最大的特点就是，载入中

1625: 草泥马  又是忍者百分百  那个忍者百分百开垮了   又换个马甲坑人？

1626: 不会又要被腾讯投诉吧？

1627: 提示要10点才能玩？真的？

1628: 以前玩过，虽然游戏也有缺点，但是作为火影迷应该大力支持

1629: 全都是刷的好评论，感觉要失望。

1630: 这游戏怎么和我以前玩的这么相似呢

1631: 希望不要倒闭

1632: 登录不了

1633: 测试的感觉画面和人物做的不行比普通卡牌没两样没特点而且还比较坑钱，满体力刷不出一件装备来，也抽不到什么东西，除非你一直花钱抽才出，哎！火影都被做成这样了！

1634: 真是瞎了我。。点进去看。卡牌不是你的错起码做成刀塔或仙剑那种。简单的就是几张卡片。

1635: 为什么老是闪退啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！！！

1636: 要是发动技能的时候加的语音特效就完美了 赞

1637: 其实一开始看到要分享时我是拒绝的

1638: 还可以，就是不能打字啊，礼包名字什么的都打不进去！望解决！

1639: 怎么得到宇智波鼬啊

1640: 为什么，总是闪退

1641: 哈哈哈还好还好

1642: 装备太难刷了80体力不出一个装备 擦

1643: 快点来我的碗里吧，宝贝

1644: 我们都已经好长时间，没有好好的关注游戏了

1645: 玩家都是怎么开始

1646: 游戏还可以，就是为什么总是闪退呢？求速速解决

1647: 这个忍者大师手手游还挺好玩的

1648: 看了这个介绍，感觉好诱人的样子

1649: 我还记得我认识最早的忍者是忍者神龟，呵呵

1650: 都是有什么样的玩法呢

1651: 期待中啊，我的火影又回来了

1652: 确实好玩，后悔当初没买6 plus，但是太大实在拿不了，手小捉急

1653: 游戏世界，体验超好玩的游戏

1654: 战斗模式这么多，感觉还是有新意的，

1655: 终于给我们一个正确的打开回忆的方式。

1656: 一直都在读条，卡牌游戏 战斗模式真的就是卡牌在战斗，毫无新意。战斗模式千篇一律没意思，一星也不想换给的

1657: 一款很好玩的忍者闯关游戏

1658: 快乐

1659: 正版授权手游就是不一样

1660: 里面有个画面倒是挺好玩的

1661: 装备太难 太难刷了

1662: 火影忍者需要有代表性的手游，我很喜欢，希望可以做的更好，更完善。

1663: 手游这款软件不错哦。登录软件商店

1664: 变得和以前不一样了，没有那么好了

1665: 不就是放开那三国的翻版么。。。白期待了

1666: 领礼包输入不了。什么意思？

1667: 每个操作，都需要十分长时间的读取，是不是程序没有优化就放出来。

1668: 我见过最卡的游戏，没有之一。打个副本卡，领个礼包卡。总之就是卡

1669: 输入体系有问题！！！不能打字！！！

1670: 为什么闪退

1671: 进不去啊，为什进不去啊，进不去进不去进不去进不去啊？啊啊啊啊啊啊啊啊

1672: 一星都不想给，对得起这么多影迷么？死垃圾

1673: 这么粗制滥造的卡牌

1674: 忍者技使用起来太刺激了，瞬间逆袭

1675: “最强大脑”会是怎么样的呢？

1676: 应该是一款不错的手游游戏

1677: 不管怎样，脸上的表情还是挺funny的

1678: 越狱的苹果可以玩这游戏吗

1679: 好久没有见过这么炫酷的忍者

1680: 收集卡牌更有激情啊

1681: 忍者大师手官方手游，挺好玩的。

1682: 为什么进不去，说更新服务器，然后就请重试。手机有网络。

1683: 不赖不赖，很适合自己

1684: 我看到这里，就想要玩

1685: 很好玩，不错

1686: 忍者大师手手游不要太好玩哦

1687: 刚下说更新   然后说文件错误啊

1688: 充值后没到账

1689: 为什么登不上去

1690: 游戏进不去，说什么更新失败(212)，怎么玩。。。

1691: 好玩……平民逆勢

1692: 刚看了宣传，这款游戏的很期待哦，大爱手机游戏

1693: 听名字就知道是一款很好的游戏，呵呵

1694: 刚开始就维护？没弄好弄出来干啥

1695: 现在就想要试试玩

1696: 呵呵，删档封测都没福利，真小气，可以看出游戏有多坑。

1697: 玖辛奈只有B级坑我了吧

1698: 看了介绍还是挺期待的

1699: 早就测试过一次了，不知道不要乱说

1700: 看着这样的忍者大师手游戏期待有点不淡定了

1701: 刚上游戏就有30级的？。。说好的二测送的14资质英雄呢？

1702: 这种类型的游戏我还想相当喜欢的

1703: 更好玩的游戏吗？我玩到手都抽筋了

1704: 完全就是以前的忍者百分百 把主角换成了佐 鸣 而已。这特么都好意思大张旗鼓搞封测  真特么想一拖鞋抽死这些开发商  同意的 点赞顶上去！

1705: 你们看看这个怎么样呢还挺好玩的~关键稀罕这个

1706: 都10点了咋还进不去呢

1707: 游戏都没开，你们这些评论真逗，哈哈哈

1708: 一群煞笔托 一点都不专业  特么都还没开始封测 游戏都还进不去就开始各种说好玩  敢不敢带点脑子？ 真特么狗！

1709: 进不去了。

1710: 怎么退出来一下就进不去了

1711: 还没耍，不晓得到底咋样。这么说好的不晓得是不是托

1712: 很喜欢，影迷最爱~！

1713: 必须给鸣人点赞，哈哈

1714: 螺旋丸的效果真的太赞了吧

1715: 我是菜鸟啊，有没有大神能够收了我啊

1716: 我爱罗，你一直是我的偶像呢

1717: 感觉鸣人小时候比较可爱的举手

1718: 呵呵，游戏好玩，里面的朋友们也都很友好

1719: 九尾这个情节还是很不错的

1720: 每天晚上都是跟朋友一起打九尾狐哦

1721: 晚上还要大九尾狐呢，嘿嘿

1722: 鸣人就是给力啊

1723: 果然是非常吸引人的一款游戏

1724: 玩了好几个小时了，完全沉迷其中了

1725: 我在里面买了很多的道具了，太棒了

1726: 里面的道具真是太炫了吧

1727: 年薪20万的不知道玩不玩的起这个游戏啊

1728: 卡牌那个会不会比较简单呢

1729: 有没有土豪，豪一下，给我点money吧

1730: 不玩都对不起追了那么多年忍者的自己

1731: 帅哥美女动起来呀，一起来玩

1732: 为什么上不去了？？？？

1733: 很有意思的游戏啊，现在很少了呢

1734: 我已入迷，勿忘，勿念。。

1735: 这样玩下去，我怕是要崩溃了，

1736: 玩了一天了，还是做个防沉迷吧。

1737: 玩了个新区，才发现我之前那可是lo爆了好吗？

1738: 去吧。。鸣人，让我见识见识你的实力吧

1739: 啊！美丽的火焰。給我上吧。。

1740: 啊！为了部落。德莱联盟！！

1741: 有没有什么QQ群之类的，給我来一个啊

1742: 有没有收学徒的，加我一个

1743: 有弥彦了，还加个天道，关键是s级的天道一个缘分都没有，太浪费了

1744: 效果這么棒？？简直不敢相信！

1745: 上班途中不用再担心无聊啦

1746: 哈哈，表示已经玩过啦，很有意思

1747: 看着好像有点复杂的样子啊～

1748: 我佐助何在？？不能错过的好吧？

1749: 我太喜欢这个游戏了，天天都要看看才过得

1750: 哦多克。爱上这个游戏了，爱上鸣人了

1751: 据说这个是正版，不支持这个支持什么？

1752: 电脑的话就是究极风暴3，手游就选这个

1753: 我是火迷，这游戏还是真不错

1754: 好游戏大家一起支持起来哦

1755: 啥也不说了，想去体验一下游戏去了

1756: 啥也不说了，想去体验一下游戏去了

1757: 还没有下载的小伙伴们还不抓紧了

1758: 看大家都说的这么热闹，我也想玩一下呢

1759: 好的游戏我们真是相当的期待

1760: 感觉这款游戏不想火都不行了

1761: 火影迷们真是太多了，游戏要火啊

1762: 好喜欢鸣人做我的主角啊

1763: 我是女生，超爱这款游戏

1764: 我在游戏里面发现了一个美女玩家，哈哈

1765: 半年的时间折腾出来的现在就只是别人玩剩下的？这东西在半年之前出来好歹还能拉点人。。真是失望了。

1766: 后面还是没剧情，公测了吗。。。

1767: 这和腾 讯哪个正版啊，但是我喜欢卡牌

1768: 鸣人还是小时候可爱，怎么上来就大狐狸脸

1769: 可以啊，原汁原味儿啊

1770: 没尿遁！无好评！

1771: 卡牌嘛也就那么回事儿，玩过几个都差不多，可以接受~ 嘿嘿嘿

1772: 据说这个是正版，必须顶，盗版可耻

1773: 谁来建个家族，老子天天在线，敢不敢收我

1774: 为鼬而赞！鼬粉前来报到！

1775: 为什么雏田不是14资质紫卡，让我这种鸣雏党情何以堪，给个5星强烈要求雏田14。

1776: 腾讯还敢说自己是正版？！这才是正版，原汁原味，碉堡！

1777: 不知道是否仍然操性

1778: 垃圾的一逼，渣渣游戏！！！

1779: 卧槽，这游戏和前段时间出的忍者疾风传是不是一样的？居然连登录界面都完全一样

1780: 操！改了个名字也岀来骗人

