1: 人有人的玩法，狗有狗的玩法。狗玩游戏就是让富豪遛的。不想被遛狗就不要玩
1136: 进不去。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。

1137: 怎么进不去啊不是11点吗我等了半个小时也进不去还出先验证错误还能不能完了啊预约的都进不去。

1138: 进不去，无聊，玩其他的去，等游戏稳定了再来

1139: 不管游戏好不好玩，就这个态度只给一星

1140: 呵呵  游戏真好    根本进不去   白预约

1141: 为什么进不去←_←

1142: 就这样了后续补偿能透露下补偿什么吗？

1143: 都11:39游戏还是进不去？？？？？能快点搞好么？？？？？？？

1144: 几点了？？？？？进不去！还能不能友好的玩下去！！！！

1145: 为什么没反应

1146: 验证错误，什么情况

1147: 还能愉快的玩耍么，准备失去多少玩家

1148: 终于进来了，星海加好友

1149: 逗逼网易

1150: 11点开，到现在还进不去，也不给个解释

1151: 妈的，都进不去，一星都不想给

1152: 进不去最好了，省的入坑。

1153: 什么时候能进去，能给个时间吗

1154: 尼玛一点开始游戏提示正在连接服务器都连接半小时了还没连接上不让玩直说不是游戏垃圾是设计人员脑残多开几个区能死啊服务器容量大点能死啊网易游戏就是这点不好老是服务器爆满让你排号谁啊时间可以随便浪费啊

1155: 爆满爆满 就不能多开几个服务器吗 如果一天都爆满咋么办

1156: 从10点等到11点开了，更新了，以为可以玩了就进不去，就在画停了，按了进入游戏就是不，不想给人玩就不要进出来，妈逼的，浪费了我更新的流量，还被移动坑了十元钱，老子手机也不差啊三星的4G手机4G卡，16G内存了，还玩不了着鸟游戏么？！直接删了游戏妈的垃圾货！

1157: 版本。1.1.0.括号后面又是1.1.3。都更新不上吧。。。

1158: 客服在哪里

1159: 说好的11点开服呢？？

1160: 进不去

1161: 浪费时间，

1162: 还能行不啊  晚半天进去就落后别人好几个阶段  搞毛啊 嚎头不小 好不容易等公测了进不去 坑

1163: 到底还是没开！！！电脑都进不去

1164: 都他妈进不去，到底能不能玩，做不好游戏就他妈别往市场里放，尼玛欺骗流量呢么，坑他妈用户时间金钱就这么让你们开心呀！也没有解释，也没有补偿，评星呢还，评个屁，要不是强制用户评一星才能发评论，一星都没有，你们也配，哼！

1165: 有进去了的吗？

1166: 看到你们都没进去我心里平衡了很多当初梦幻都没这样子  算了  我还是删了游戏  去玩我的梦幻吧

1167: 晕就这样就玩了我们等了那么久就一句补偿就塞住我们的嘴

1168: 进不去啊

1169: 瞬间评论刷五百多，技术人员是吃屎的吗？

1170: 怎么进不去

1171: 预约都进不去，我也是醉了，果断卸载了。

1172: 预约那么长时间  现在进都进不了 给不给补偿啊  礼包领了 都兑换不了 到时候被淘走了  算怎么回事

1173: 不要补偿 就想知道几点能去

1174: 怎么都不能进？能玩吗？

1175: 本来360进不去，算了玩其他版本，我去，全试过所有版本，一样进不去    大话西游果然说的是大话

1176: 360，大忽悠家

1177: 半小时了还是进不去    怎么回事呀

1178: 你的后续奖励是全给   还是进不去的给？

1179: 请问怎么才可以打零星，急急急！！！

1180: M装了卸 卸了装

1181: 进不去，，，

1182: 速度。怎么还不能玩啊

1183: 就是进不去蛋蛋的忧伤啊

1184: 这评论几百涨到一千多了额

1185: 都进不去，来这聊天吧，哈哈

1186: 开个服真难，让玩家以后怎么还信任360，说好的都不兑现。还玩什么？都卸载了吧！

1187: 有没有星河云海的，欢迎加入大话西游游戏群，群号码：208799419。大家一起玩

1188: 本来想玩的，觉得开测出问题的不是好事，不入坑，卸载去

1189: 11.37表示进不去。客服也不回复。  卸载啦。

1190: 服务器烂

1191: 大家玩网易服去吧，还有老玩家消费返利。

1192: 到底几点能进啊？说一下啊。一直登陆界面半点反应也没有，尼玛我还没吃饭呢！

1193: 时间就是金钱，

1194: 一直进不去。。！！！！

1195: 垃圾游戏做不好就别做

1196: 妈的，下载了两次，修复了五六次，还是进不了，什么提示都没有，玩个卵呀

1197: 刪爺評論？繼續，我就在這說了，代金卷兌換碼忘了的沒有了，網頁給的是錯誤的。

1198: 害哥用流量下载了几百兆，结果nm登不上，玩毛啊

1199: 草  验证出错

1200: 某一游戏打着经典十三年的旗号，妄想超过某同类游戏，我也是笑了，连个服务器都做不好，你还做什么游戏？

1201: 11点开服怎么进不去，期待

1202: 进去玩了3分钟，被踢出来了，画面不错，是不是开的区太少了，毕竟47万下载，我是端游大话西游2老玩家

1203: 第一期都准备投资七千块的，没想到进都进不去，幸好，万幸啊，提前看出本质了。果断五星。。

1204: 代金卷活动莫名其妙没了就算了，尼玛11点半连不上去╮(╯_╰)╭

1205: 还进不去！还能玩吗

1206: 真是醉了

1207: 开服了怎么登不上！！！！

1208: 都来评差评咯。。。。

1209: 都35分了

1210: 就进不去，开始公测就出现毛病。。。。

1211: 补偿毛线啊，还没玩就开始补偿，这游戏以后靠补偿留人

1212: 11点35.还进不去。

1213: 11:35了，有进去的没

1214: 几点开？给个准信

1215: 郁闷白等这么久

1216: 卧槽，进不去

1217: 35了还是进不去

1218: 如果搞得跟电脑版一样，我们这样老玩家，肯定不会玩，新区没个十天半月，根本进不去。

1219: 换平台玩去！真是来气

1220: 进不去啊！

1221: 为什么进不去呀？

1222: 都过了半个小时了，还进不去。

1223: 进不去啊！

1224: 我去，明明开服了，进不去是几个意思！

1225: 说好的11点都是提前吸引人，在后在等到12点开吧   给你一星

1226: 好玩就是不知道这个与官服互通吗

1227: 代金卷兑换码忘了，给个错误的网址，忘了兑换码的不想给了？

1228: 太没信誉了，说好11点开服，到现在上不去

1229: 进不去

1230: 既然游戏要开，做了那么大力的宣传，是想挣钱对吧？想挣钱没问题，服务器开之前都不测试好了吗？技术部研发部都在干嘛？各种问题都在开服了才解决，一个月那么多工资白吃饭啊！

1231: 这就是一个坑啊，，，神坑啊

1232: 越来越信不过360了，说好的11点已经过半个小时，玩不了的游戏就不要拿出浪费玩家的时间

1233: 这就是个垃圾老子签到五天今天一看成一天了

1234: 进不去啊，什么毛病啊，重新下载安装也没用啊

1235: 怎么还登陆不上

1236: 都是猪吗！不能玩也不给点说法，这么没责任感。

1237: 我就艹了，服务器不行就别装逼，这不害大家吗，

1238: 进不去啊

1239: 估计要损失一大批玩家！

1240: 都上不去，还给什么好评，都给差评，上不去，客服连个交代都不给！

1241: 登录不了

1242: 进不去？？？？？？？？？？？？？？？

1243: 那要等多久啊，总要给个时间吧

1244: 补偿，补偿！

1245: 我以为我版本不能用

1246: 区都上不去啊，全红啊。星海！几个意思！！

1247: 连了半个小时了，爆你吗个比啊，一直在连突然就爆

1248: 进不去哟

1249: 坑货

1250: 敢不敢维护好了再开，进都进不去还敢发信息吵我睡觉！哔了狗！

1251: 从11点到现在都还没有进去

1252: 还开不啊，不开通知下好不

1253: 还不开服差评

1254: 为什么还进不去。啊啊啊啊

1255: 好意思让我们这些等了好久，热衷于游戏的人们就这样等着，真行，再牛B我也不玩儿了

1256: 妈的都11点32了都进不到

1257: 服务器进水了吧

1258: 这特么的，也没提示排队，也没提示登陆失败，就一直在登陆界面一点反应也没有，这特么搞毛啊？？？

1259: 骗子

1260: 到底什么时候才进的去，已经登录了半个小时了，广大人民的时间就是金钱，浪费了人民的时间，就浪费了我们的金钱，这个怎么办，给个准确的时间，什么时候进的去，我靠。

1261: 服务器满了，等我上去人家都40级了还玩个屁

1262: 能给个大概时间不啊，到底什么时候可以OK。

1263: 坑坑啊，11点推迟开服，也不发个公告解释下黄了散了鄙视，强烈鄙视。

1264: 什么意思啊让不让人玩了SB开发商

1265: 好想骂两句，给个解释？？？

1266: 11:31还是进不去

1267: 网易官方的都进不去，更不用说360代理的了。

1268: 醉的一踏糊涂，都十一点半多了。还是不行……

1269: 蒙人的吧！我去马上12点了啊！

1270: 什么玩意，360你还能干不

1271: 进不去，玩个P

1272: 客服，出来解释一下？都过了半小时了，怎么还进不去？

1273: 手机重启10次了，都进不去

1274: 进不去啊。。。完全进入都黑屏了

1275: 让我进去就这么难吗？

1276: 什么时候能进艹

1277: 你麻痹了，老子无线网说好的11点。为毛到现在还不能进，坑爹的节奏啊！

1278: 大家换平台吧

1279: 那么垃圾开毛的游戏啊，还准备了那么久

1280: 为什么下载不了？我也是醉了，下载了还显示不存在安装不了！然后删了又下，好几次了可是安装包却是360手机助手，我更醉了！！……求解？

1281: 弄不好就不要开服？

1282: 中午11点半了，还是进不去游戏，难不成是我们搞错时间是晚上11点开服吗？

1283: 神马时候能进去给个准信呀，7这次给个五星你们快点吧。

1284: 我也进不去

1285: 我还以为就我进不去啊，进来一看，我彻底惊呆了，好像都没有进去吧！哈哈，我心里终于平衡点了！

1286: 我去，进不去啊！！！

1287: 代金卷的兑换码忘记了，怎么找，？？上面提示的网页打不开

1288: 坑爹货，明知道人多，现在优化，有意思吗，亲，你们老板知道吗？

1289: 进不去啊，给个解释

1290: 我表示很无奈，一直在连接服务器，上都上不去

1291: 为什么进不去，有谁进去了说一下

1292: 进不去

1293: 进不去

1294: 开服进不去。。。还好没充钱

1295: 进不去，我下了好几遍了

1296: 进不去晕

1297: 进不去真的进不去，我登了又登登了又登，还是进不去

1298: 进不去……

1299: 别老说什么爆满，让我们上去是真格的

1300: 出现了解服务器中，就没有反应了，进不去游戏

1301: 艹你妈啦 没有那个实力就别开发游戏 说好11点 现在都11点半了 就你们这么承诺的？你们脸疼不

1302: 进不去

1303: 什么时候能连接上啊(⊙o⊙)

1304: 什么啊，草冯等了一上午。结果不能玩，妈的耍我呢？

1305: 不能扩展啊 。怎么玩啊，进不去

1306: 日了狗，瞬间不想玩了

1307: 垃圾。。。都进不去玩个毛线。。。。玩大话11年了。。居然坑我。。你太阳

1308: 艹360还行不行了!不行就别搞了！去玩官服!艹白支持你们了

1309: 11点半了怎么还不能进？

1310: 卧槽了  你们就不敢优化好了再开服

1311: 进不大

1312: 什么情况都半个小时了  还进不去

1313: 进不去都11点半了，一星也不想给

1314: 服务器不好也敢出大话西游这游戏，你不知道70.80后玩这个很多吗？

1315: 去你妈的，什麽烂玩意

1316: 网易还能信不？说的11点开，这都几点了？还能信你们不？

1317: 上不去

1318: 渣渣   浪费我冲级的宝贵时间

1319: 都十一点半了还进不去，我也是醉了

1320: 上不去啊！

1321: 进不去

1322: 这一群嗷嗷叫的，急的跟狼一样。。。

1323: 什么时候能进去啊，我晕

1324: 你好妈的说，让我期待了三天，你给我说游戏火爆，奶奶的熊

1325: 进不去！版本上1.10     1.13不自己更新…艹你騳！坑比

1326: 还不能进区！！！！

1327: 为毛进不去

1328: 进不去，怎么搞的？

1329: 系统不行就不要预约！既然预约了还上不去就是你的错了！#24

1330: 什么垃圾游戏，服务器都进不去。没那本事就别开区

1331: 怎么搞的？进不去，不是十一点吗？

1332: 我进去了，刚退出来又进不去了

1333: 也是难了，我点了半小时也没进去

1334: 我等了半个小时了…你们开发游戏连个准备工作都没做好还说开服…不能开就不要提前说…浪费大家的时间

1335: 360还能不能行啦，根本进不去  服务器炸啦   客服 还能玩儿么

1336: 什么玩意，预约的，也进不了，360让人鄙视，，

1337: 进都进不去，耍尼玛

1338: 验证错误
为毛？

1339: 进不去！！！！！！

1340: 以后360还可以信任吗？说好的11点哪去了？

1341: 开服半小时了，还进不去，还能好好玩不？不能就说

1342: 还是进不去呀，啥意思呀

1343: 都11.30了还进不去，玩个及吧啊

1344: 什么时候才能进去啊！伤心了

1345: 进不去，你们上班拿钱都是混日子的么

1346: 反正进不去，我就在这看评论好了

1347: 就上去一下，等好几天就这结果，老子不玩了成不？

1348: 吵尼玛，

1349: 一开服就进不去，什么服务器啊

1350: 日了鬼了，半个小时还进不去，

1351: 预约了角色，怎么现在还上不去啊

1352: 烽火连城，进不去，咋回事？

1353: 进不去是什么情况

1354: 进都进不去，就这技术还开鸡毛游戏。。。。

1355: 进不去玩什么，垃圾

1356: 这鸡巴游戏还能玩了不？服务器是纸制的吧

1357: 为毛进不去，玩你妹，差评！

1358: 怎么进不去，斗11点30分了

1359: 垃圾东西 进不去还开服 这垃圾技术 我也起醉了

1360: 服务器是不是瘫痪了？

1361: 为什么进不去，想给五星可是就是进不去。

1362: 这算诈骗吗，叫大家11点等开服，结果你说不开了

1363: 进不去！！！！

1364: 还能不能玩，直接没反应

1365: 进不去呀，这是不准备让人玩的节奏吗？

1366: 优化个瘠薄？垃圾游戏垃圾网易能不能相信？

1367: 预约过的，进都进不去，服务器页面电完登陆杀球反应没有。你们这态度。。服务器舍不得开，我擦

1368: 可以给半星评价？或者零星  什么垃圾游戏  艹

1369: 提前预约的还进不去，垃圾！

1370: 就是上不去，几个意思啊？

1371: 怎么还进不去

1372: 咋就进不去呀！

1373: 这是什么意思？不让玩？

1374: 已经半个小时了，还是连接不上，说好的11点呢，越来越信不过360的话了

1375: 进不去啊，你们谁进去了。我了个擦擦擦。。。

1376: 网易，说话嘛，怀着满满的心情，你们是干嘛了，说好的11点呢

1377: 进不去

1378: 谁和我一样没进去的伸个爪

1379: 我想知道谁登进去了

1380: 尼玛怎么回事？验证错误，要不就是没反应？

1381: 还是上不去，有没有信誉？

1382: 草、开你mmp老子的等11点了可以进了！妈的！还是进不去！别给老子说网络问题老子用的wifi

1383: 明天再上吧！！

1384: 有进去的嘛？360的

1385: 不会是农历9月17号11点开服吧又是的话把客服给杀了

1386: 进不去

1387: 半个小时过去了，怎么还不能进

1388: 进不去啊！！！！！！！

1389: 进不去？？

1390: 为什么服务器一直在链接

1391: 你们这事耍我们完那？你们什么时候开服说实话就是了！现在整的老子恶心！！看到这游戏就烦了

1392: 果断卸载

1393: 飞机晚点，火车晚点，现在游戏也晚点？！客服出来说下啊，大概要多久啊，别让干等着。

1394: 为什么进不去呀。可以告诉我什么时候可以进去吗？

1395: 到底几点能进去啊

1396: 什么时候能好

1397: 11点半还进不去，垃圾

1398: 我想知道需要多久才能玩？？？

1399: 垃圾游戏，开了进不去，刁你老母！去死吧！还你星！给你鸡巴毛！

1400: 爆棚就不能多开几个都来填补吗？

1401: 玩吧，现在被完了吧，

1402: 我以为自己手机问题，重新下载2次了

1403: 还不如梦幻服务器，根本进不去

1404: 忽悠人、上不去怎么个意思

1405: 好东东不怕等(￣∇￣)

1406: 真你妹的，玩人了吧，进都进不去

1407: 什么情况啊，等了一早上，居然妈蛋的服务器爆了，进不去

1408: 还进不去，吊胃口？？？

1409: 说好的11点开服呢 我读书少 你别骗我 这都特么11点27了我大字不识 数字还不认识吗

1410: 谁出来解答下  十一点半了怎么还是进不去啊

1411: 进不去啊，神马玩意？︶︿︶

1412: 进不去……估计服务器爆满  为什么不给个排队信息什么的……

1413: 为嘛进不去   360

1414: 进不去啊好伤心啊等了这么久

1415: 你客服就只会这一句话啊？？？？？

1416: 呵呵了，不能进

1417: 太坑了吧！昨天晚上下载到半夜  觉都没睡好，等到现在，上不去.

1418: 还是进不去，艹

1419: 垃圾进不去

1420: 草泥马，11点半了还进不去

1421: 怎么进不去，客服给个说法啊

1422: 怎么还进不去

1423: 什麽破玩意，他妈的上不去！

1424: 真是醉了。。毕竟也是经典，人肯定多，服务器就不能搞好点，

1425: 兄弟姐妹们！！！差评走起   操  什么垃圾啊！

1426: 进不去谁能告诉为什么

1427: 我草，进不去啊

1428: 能玩了没

1429: 都11点办了还不开嘛，什么意思.

1430: 为什么进不去，这是不让玩的节奏么

1431: 刚下载的～根本进不去！

1432: 上去了，进不去，我也是醉了

1433: 都这个时候了怎么还不开服

1434: 都11点25分了，怎么还进不去。

1435: 为什么现在还是进不去

1436: 不给玩就别放出来，浪费时间跟表情

1437: 太假了根本进不去

1438: 你们不是进行预约了，有多少人不知道啊，不会多开两个服，

1439: 垃圾进都进不去 点了没反应

1440: 登录不上～大区爆满快点添加新区，那么多人等着上呢

1441: 网易，你在搞毛线啊！

1442: 客服说话啊

1443: 进不去坑爹啊

1444: 这尼玛开服时间都不准，玩个蛋啊！直接下线得了

1445: 进不去？怎么回事？

1446: 挤不进去啊

1447: 搞什么还能不能开！！！！

1448: 总是说验证出错，真他妈过分的啊

1449: 草  进不去

1450: 一直链接b不上，搞毛呢

1451: 进不去气死了

1452: 为什么选服务器进不去？？？？

1453: 垃圾服务器。关了吧。就这还建立游戏。

1454: 11点23,还没进去，停在开始游戏界面

1455: 这都11点20了还不能进？

1456: 登不上去

1457: 去死，这种游戏商，没信誉

1458: 咋上不去

1459: 十一点二十三分，进不去

1460: 我不想骂人！！！为啥还进不去？？？？客服给个解释！！！

1461: 啥子玩意哟

1462: 害得我昨晚睡不早觉，等到11点，结果啦

1463: 360服务器这就当机了？要我们去玩网易服吗？

1464: 上不去什么情况

1465: 十一点23了 还进不去怎么

1466: 根本进不去？。。等了半天。卧槽

1467: 11点开服，屁，自己来看看现在几点，游戏根本登不上

1468: 根本进不去好吗。。

1469: 醉了

1470: 到底能玩吗

1471: 客服出来，你说服务器无压力，你告诉也为神马进不去

1472: 这不是坑爹的嘛，专门等开服，反倒进不去

1473: 怎么回事就是进不去

1474: 什么时候能进啊。。。。

1475: 说好的11点开服呢

1476: 霸王条款

1477: 艹游戏进不去，啥意思啊，等快半个小时呀

1478: 预约了还进不去玩你妹啊

1479: 登录不上啊？求解释

1480: 骂的，进不去

1481: 能不能行了，吹牛

1482: 有人进去了吗？？

1483: 登录不进去

1484: 为什么开服了 进不去？卡在进入游戏了。再就是让下载扩展包多大啊？扩展包呢

1485: 现在11点22还是进不去！

1486: 没有开服

1487: 进不去

1488: 我去都进不去

1489: 草，垃圾，到现在都登录不上去

1490: 不开服差评

1491: 傻逼玩意代金券了

1492: 11点都不开   搞什么  能不能玩     一星都不想给

1493: 怎么进不去

1494: 尼玛，进不去

1495: 端游不错，客服可以说说进不去游戏师怎么回事吗？

1496: 进不去是什么意思？这都几点了。

1497: 怎么老是连接服务器是怎么回事呢？

1498: 尼麻麻的，怎么回事？11点半了还进不去

1499: 进不去

1500: 进不了。。。。

1501: 11点多了，还上不去

1502: 为什么进不去

1503: 只能说呵呵

1504: 尼玛，都过了30分钟了，还连接不上

1505: 就提示个真在连接服务器就完了？

1506: 进不去

1507: 进不去啊我去

1508: 骗人的根本进不去无语了

1509: 我手都点抽筋了，还是进不去， 这不是坑大家吗

1510: 不会又是垃圾吧

1511: 现在杂还进不去呢

1512: 玩个手游都爆满进不去，又是一群当康组

1513: 怎么连接不上，登录就卡那里

1514: 游戏很期待！人爆满啊～～～都挤不进去

1515: 还不让评价了？

1516: 进不去啊  咋了

1517: 客服出来解释解释，期待那么久进不去

1518: tmd明天再进不去不给星了

1519: 进不去是什么意思

1520: 怎么回事啊！

1521: 13年还是依旧如此渣渣官方还不出门说明？

1522: 十一点也进不去呢？你们进了吗？

1523: 开服登陆不了，来你妹得服啊

1524: 尼玛的 我都11点20了 还上不去  什么客服啊！

1525: 登不上，我靠

1526: 客服给个说法

1527: 怎么回事啊，你嘛的

1528: 看见红色还是进不去

1529: 尼玛，咋还进不去

1530: 为什么那个区都进不去啊

1531: 开服为什么起不去

1532: 为啥还是进不去，总是连接中

1533: 尼玛进不去

1534: 都进不去的，搞些什么

1535: 怎么说上不去

1536: 11.20了进不去啊

1537: 11点半了。还进不去～～～～～

1538: 尼玛进不去

1539: 我擦，都十一点多了，也上不去

1540: 小霸王服务器啊 都进不去

1541: 进都进不去

1542: 为什么进不去。是我4g网不够呢。还是我wifi不给力。

1543: 服是开了，就是进不去。失望

1544: 还不开啊

1545: 什么叫验证失败，请从新尝试

1546: 为毛还登不进？？我都重新下载补丁了

1547: 你们进去了吗，为什么我就是进不去呢？？？

1548: 进不去

1549: 十一点二十分，表示还进不去，求解

1550: 麻痹的，这游戏能玩，大家别报希望了

1551: 开发猪，都几点了？还不开？卡在登录界面，一直进不去

1552: 不能登录还玩什么，没有时间玩电脑版的大话西游，出了手机版的还不能玩吗

1553: 进不去，代金券也领不了。

1554: 进不去，艹

1555: 11点开服怎么还不能玩

1556: 进不去！！！！

1557: 坑货，服务器都连不上

1558: 登不上去

1559: 客服你妈炸了。你坟头蹦迪，骨灰拌饭，灵车漂移。草泥马垃圾

1560: 上不去

1561: 登录不上去啊，垃圾

1562: 尼玛的，说好的诚信呢，果断差评。。

1563: 现在服务器是红色也进不去。。。。

1564: 艹什么情况

1565: 无语还进不去什么情况!什么情况？

1566: 为什么点开始游戏就服务器连接中。。。然后提示验证失败，什么情况啊？

1567: 到底什么情况给个说法好不？等了好几天了，结果还进不去？不能说服务器火爆不能玩吧

1568: 还是上不去

1569: 什么情况？几点能进？求解

1570: 开服了为什么我还是上不去？

1571: 都11点了怎么进不去

1572: 有谁进去了…说下…

1573: 为什么上不去

1574: 进不去我日。一直连接服务器

1575: 上不去

1576: 进不去

1577: 人太多，我都登不进去。

1578: 怎么进不去

1579: 怎么登不进去？

1580: 什么时候开骗人的

1581: 还没开吗

1582: 垃圾玩意已卸载，连开个服都不能准时，可想而知这游戏的制作水平有多低。

1583: 到底几点啊，都快11点半了，还登不上

1584: 就不去啊

1585: 今日不开服，明天再来吧

1586: 都11点多了还是进不去

1587: 咋连接不上啊？这都到了11：17了，我还是没有上去。

1588: 11点都过去多少了，进不去，无言了

1589: 草！老子现在还是进不去！你大爷的！服务器都没反应！

1590: 进不去

1591: 进都进不去玩个毛线

1592: 进不去呀

1593: 什么东东，根本登录不上啊，预约角色有毛用

1594: 好没爱。好不容易等到11点。正在连接服务器然后没然后了(>﹏<)

1595: 进不去啊

1596: 总是网络连接，什么情况？

1597: 挤不进去

1598: 进不去

1599: 进不去什么情况

1600: 我也是醉了，到现在还上不去，能连接到神马时候…

1601: 进不去擦

1602: 无语，根本进不去

1603: 真的还进不去，。。。。

1604: 进不去啊。。。

1605: 

1606: 这特么都快十一点半了，咋还进不去，客服，你出来，我保证不打死你

1607: 垃圾游戏 尼玛拜一直进不去  这叫开服？垃圾垃圾

1608: 做为老玩家，真伤心，电脑板也一样，新区开压根上不去，玩毛啊！

1609: 进不去呀，怎么个意思，还叫玩不玩，系统出来

1610: 一直上不去啊

1611: 为什么登录不了？

1612: 擦，，，进不去

1613: 客服你所说的11:00是哪个国家的

1614: 开服了怎么还进不去？

1615: 尼玛，，，，进不去啊

1616: 说话等于放屁，说了11点开，以后谁还敢充钱

1617: 刚刚进去一次了，退出来就进不去了。

1618: 登陆不进去

1619: 能下载但是玩不了？

1620: 客户说好的激活码呢  说好的能进去呢 怎么进不去

1621: 为什么进不去

1622: 多开几个进不去，艹

1623: 怎么还进不去？？？？

1624: 进不去，求解释

1625: 开服了，但是进不去啊点击进入游戏就一直在主界面，网络也没问题

1626: 一直连接不上，劳资三星S5全新手机，外加20兆网线，这样多上不了，你想要拿什么高科技玩这垃圾游戏？

1627: 怎么进不去

1628: 上不去。啊。等了好久

1629: 人太多吗，进不去

1630: 连接不上啊

1631: 快点开服

1632: 还不能玩啊

1633: 进不去呀

1634: 进不去怎么办客服

1635: 为什么老是正在连接服务器啊   为什么上不去吧

1636: 垃圾，玩不了也拿出来

1637: 怎么不能登录啊

1638: 为什么进不去？客服出来

1639: 怎么进不去，卸载重安装也不行

1640: 怎么还是进不去

1641: 点了开始游戏，给我个正在连接，然后屁反应没有。什么情况！

1642: 哎  还是进不去啊

1643: 玩个锤子！根本就进不去……

1644: 玩毛线啊！还是进不去

1645: Md,各种登不上去

1646: 还玩假开服

1647: 连接不了，害我等

1648: 妈的！什么都不提示，怎么的也得搞个排队啊！不然怎么等

1649: 进不去啊

1650: 老子还是进不去。。。。。

1651: 怎麼進不去

1652: 上不去尼玛爆满了

1653: 什么情况8年大话了，好不容易盼到了，还这样，进不去

1654: 开服了还进不去，什么情况

1655: 都11点15了，怎么还进不去，不要告诉我们服务器崩溃了哦

1656: 怎么进不去 选完去点击进入之后就没反应了

1657: 進不去

1658: 开服了，我怎么登录不上？一直显示连接服务器

1659: 怎么还进不去？

1660: 草泥马客服，让不让玩了？

1661: MD   根本进不去

1662: 进不去

1663: 我艹！为什么上不去啊？

1664: 我靠，能不能进去了，白期待了

1665: 进不去啊我去

1666: 上不去是什么意思？

1667: 日进不去

1668: 都是爆满，进不去的说

1669: 尼瑪一直鏈接

1670: 开服了也进不去～～～是服务器瘫痪了吗？

1671: 什么玩意，登录不上去。连接不到服务器，妈的，浪费劳资流量。

1672: 你嘛，进不去。就一骗子，广告打的好，服务跟不上。

1673: 怎么进不去

1674: 进不去，11点14分？

1675: 艹进不去阿，尼玛

1676: 为什么不能登录

1677: 马币，卡那进不去。。。。。。

1678: 大家如果进去了，都来威震八方，我们一起来冲级。加我好友，诗痕如月

1679: 上不去

1680: 进不去！！！！！！

1681: 我去。。都11点多了还进不去。。

1682: 上不去你妹

1683: 客服呢，死哪去了，都不回复

1684: 客服呢

1685: 上不去

1686: 正在连接……然后……

1687: 还能不能讲点信誉，说好的11点开服呢？

1688: (๑•ั็ω•็ั๑我是来看评论的，估计很火爆

1689: 进不去！！！！！！！客服出来

1690: 验证出错，重新登入！几个意思，讨个说法！第一印象不怎么好，不过带点期待，别让我失望。

1691: 进不去11.20了

1692: 到底是开没开？开始游戏然后就没反应了！

1693: 为什么还是进不去

1694: 什么破玩意啊？进不去？

1695: 进不去，玩不了

1696: 麻痹的咋进步不去，我预约的号那

1697: 死逼……玩不了就别公测，进都进不去

1698: 瞬间我挤不进去啦……

1699: 。连接服务器无反应。。。。。

1700: 啥毛游戏，进不去。不信守承诺，给一星都多了

1701: 我还是进不去。。。。难道你们都能进去？

1702: 还是进不去啊。我都艹了。今天连班都没有上卧槽。你们给我们个说法什么时候能进

1703: 怎么进不去啊

1704: 擦，上不去

1705: 呵呵哒 你们真效率 说好11点开服现在不开？你们公司真有诚意真有效率 真厉害 牛b！！！

1706: 进不去啊……11点十分了

1707: 不是说好的11点吗为啥还进不去

1708: 11点开服，点到现在没上去，网易真是够了

1709: 为什么进不去哈 不要说卡呀网不好 wifi满格 内存还剩好多呢 玩别的都行 这都不能玩那还有啥能玩

1710: 开了开了，大家快进去

1711: 滚出来解释，验证错你MM

1712: 不废话，直接差评

1713: 上不去啊

1714: 连接不上服务器

1715: 为毛还进不去，360还能信不！

1716: 服务器明显爆炸了。！？难道这游戏连梦幻都不如？？？

1717: 进不去啊

1718: 进不去啊到点了为毛进不去一_一|

1719: 进不去是几个意思

1720: 进的去吗

1721: 怎么搞的啊

1722: 麻痹，网易永远辣么垃圾操，说11.00现在还进不去麻痹垃圾网易

1723: 11点了怎么还不开，草你妹的

1724: 怎么进不去，不是十一点吗？客服呢？

1725: 这都几点了，进不去啊

