1: 进不去，几个意思。
1526: 好玩么，怎么玩不了要激活码，求大神解！

1527: 廾艹艹艹.尼玛!还要激活码

1528: 激活码-:)

1529: 激活码那里来

1530: 破游戏还要什么激活码

1531: 尼玛，要激活码，在哪呢？

1532: 求激活码 新手谢谢好！

1533: 有病吧，闲的弄激活码

1534: 撒逼还需要激活码！浪费时间！

1535: 激活码怎么没了啊？？草～～坑爹玩意

1536: 他妈的激活码在哪呢

1537: 你妈的激活码呢

1538: 鸡巴毛   没心情玩了  为了个激活码  废了好多事也没弄到  卸了 拜

1539: 又他妈的激活码，傻瓜才玩吗？

1540: 激活码在那，坑爹

1541: 勾逼还要什么激活码

1542: 我靠你妹，要激活码

1543: 你妈狗屎激活码

1544: 不让玩就早说，要尼玛的激活码！即使公测了，也就没心情玩了！艹

1545: 激活码呀你大爷

1546: 激活码哪里弄啊？

1547: 发个激活码来

1548: 要你妈个逼的激活码呀，咬老子蛋的游戏

1549: 激活码那里弄？

1550: 什么吊游戏，下完了，进去一看还要激活码，日你妈的游戏，考，早不说激活码，靠

1551: 垃圾 激活码 我拿知道

1552: 玩了这些网游，还是天龙八部好，首先手机不会很烫。完美世界的神鬼幻想，神魔大陆，手机超级烫。本人是去年买的三星note3。

1553: 就激活码这事就冒火，辛辛苦苦下完了，玩不了。管求你好不好玩，老子不玩你这鸡巴游戏了

1554: 逗比，不送激活码搞过来作死啊？

1555: 坑爹啊！！！！！！

1556: 到12月5日不用激活码了

1557: 草泥马激活码

1558: 有个屁激活码啊

1559: 激活码从那里找

1560: 太好玩了，激活码怎么好弄，一下就有激活码了。

1561: 激活码是什么东东

1562: 这煞笔游戏下载前不说激活码 进游戏才要激活码

1563: 还要激活码什么情况

1564: 我去激活码  怎么弄  还让不让人玩  没爱了你们知道么

1565: 垃圾游戏！！！！！

1566: 激活码没有！

1567: 没激活码，，果断删了，，让朋友都别下，，浪费。。

1568: 我要激活码

1569: 请问一下～激活码在哪儿？？？

1570: 怎么弄激活码！

1571: 激活码在哪呢

1572: 尼玛   没有激活码玩屁了？？？？？？

1573: 验证码呢？

1574: 尼玛激活码了

1575: 激活码在哪里

1576: 米激活码玩毛啊??激活码哪里弄啊???

1577: 没激活码怎么玩

1578: 这是玩人么？  sb游戏 浪费时间 知道么

1579: 激活码？不想让人玩就直说  妈的卸载了

1580: 激活码怎么搞？？

1581: 还要激活码，公测毛线啊

1582: 激活码在哪？什么时候给？？？

1583: 都下好了，进去没激活码，我靠，这闹哪样！！！

1584: 激活码在哪

1585: 激活码到底是什么

1586: 激活码呢！！？我擦！！

1587: 激活码在那

1588: 求激活码

1589: 激活码在那？

1590: 跪求激活码

1591: 激活码呢

1592: 激活码呢？

1593: 激活码

1594: 激活码在哪领的

1595: 激活码在哪？？？？？？

1596: 激活码在哪？怎么没回短信。

1597: 来个激活码呀

1598: 激活码哪领啊？

1599: 他妈的连激活码都没有，玩个毛线啊

1600: 也没给激活码呀

1601: 给个激活码啊！

1602: 激活码都不给，不想做生意

1603: 哪有激活码啊，短信也没回啊

1604: 激活码哪里去找？？？

1605: 激活码都没有

1606: 激活码在哪里啊？

1607: 激活码去哪里拿！浪费我表情

1608: 没有激活码玩毛啊

1609: 激活码呢？

1610: 激活码在哪呢

1611: 没激活码怎么玩

1612: 靠没激活码，垃圾游戏

1613: 激活码在哪呢？

1614: 我草！激活码呢！

1615: 要激活码，玩个毛线，都别下，垃圾

1616: 激活码

1617: 垃圾游戏，官网里就领不到激活码!！！

1618: 垃圾游戏，还要激活码，玩不了，立马拉黑。

1619: 神经病。。。要你妈个逼的激活码

1620: 什么激活码啊，激活码在哪里

1621: 什么狗屁玩意，老是要激活码

1622: 激活码怎么搞啊

1623: 怎么领激活码？

1624: 所有的激活码都无效，那你马还测个毛哦。日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日

1625: 坑，

1626: 呢马，浪 费 我四小时，去百度激活码－－下载－－无效－－删了再下－－无效－－－再找激活码－－再下－－－无效－－－再找－－－再下－－－无效－－－日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日日

1627: 我艹你吗的，下了半天，还要激活码

1628: 你们这些2B，想要玩游戏不去拿激活码，就知道在这里B渣B渣. 网上那么多发激活的网站就怕没的人去领，本人11月28亲自试过随便动动手1分钟就Tm搞定 。各人去领嘛，动下手要死嘛？ Ok！

1629: 浪费时间

1630: 有没搞错，要个毛激活码啊，日

1631: 傻子
还要激活码

1632: 激活码呢？你妈那个逼的！

1633: 我擦，没激活码

1634: 要激活码阿，那我还是玩卧虎藏龙吧。起码比天龙八部强。拜拜，笑傲江湖。

1635: 怎么弄激活码啊

1636: 有病还要激活码

1637: 有病呀还要激活码

1638: 我  靠

1639: 我说是笑么？逗货不会看字么？就TM会喷，12月5号才公测，现在内测，你们叫个毛啊

1640: 激活码，搞得那么大干嘛

1641: 去你妈的，没激活码，玩你妹啊

1642: 没有激活码玩个屁啊

1643: 激活码大爷！一个手游要激活码，简直笑人！天龙八部都没要激活码直接进去了！至于嘛！

1644: 尼玛。。。。真是有病。。。360也是 有个毛线短信啊！！！从小缺心眼。。。浪费我时间。。。尼玛。。。游戏客服也是个渣渣。。。

1645: 活码是什么

1646: 为什么非要通关一次才能自动打怪?求改!上次测试不是蛮好的

1647: 不给激活码，玩个屁啊！

1648: 破游戏   大家都卸载了吧   TM的   谁也别下载这个了

1649: 没有激活码啊！！！！！

1650: 激活他吗了个比啊

1651: 激活码怎么弄？

1652: 我卄你祖宗一万代，一个游戏还搞激活码，编辑者全家死光光，死不完的女人让日本人艹死，真心不要脸

1653: 求激活码

1654: 他妈的   不给激活码  推荐毛啊

1655: 我要激活码，谁给我个

1656: 来个激活码啊

1657: 激活码怎么弄？？

1658: 激活码在哪弄啊

1659: 激活码是什么

1660: 求激活码啊

1661: 真心进不去，没得激活码

1662: 不怎么好玩  推荐大家去玩卧虎藏龙  那个游戏好玩多了

1663: 有都没用，真....无语了

1664: 你手机号，就是激活码

1665: 载个老虎游戏，然后福利那里可以领，亲测是真的

1666: 在那搞激活码谁知道？

1667: 问下激活密怎么弄

1668: 他妈的，要激活码(？)让它全家死光光……

1669: 怎么进不去了？

1670: 太坑爹

1671: 太坑啦！！！激活码都是无效的！！！！！

1672: 淘号淘了很久，才淘到激活码

1673: 什么B啊，激活码无效！坑人吗

1674: 我在电脑上领取的激活码能用呀，唐门挺好玩的

1675: 输入激活码没问题啊，你是不是输入错了啊，手机端有新手礼包不会输入错了吧

1676: 贱人激活码无效，搞个毛啊

1677: 哎什么鸟游戏吗?玩个鸡巴还要激活码有了激活码是无效，无语

1678: 激活码在哪里啊

1679: 我开始还不相信，原来游戏作者真的是脑子进屎了，没激活码怎么玩，玩你大，爷啊。

1680: 尼玛比完美360煞笔，，激活码无效！草你爹！

1681: 为什么要有激活码

1682: 激活码无效，搞毛啊

1683: 无效激活码

1684: 我刚下载完，没想到登录后要激活码。但是我使用后没效

1685: 麻痹啊！没有激活码啊！搞毛激活码啊！开发者脑子进屎了吧！我流量啊！！！！！

1686: 打斗动作华丽，技能丰富，超喜欢！

1687: 打斗动作超华丽,真武侠,不错

1688: 好游戏，就是有点卡啊，打击感不错，流畅性更好些就不错了

1689: 楼下几个煞笔，激活码不会找吗？尼玛比我是有但是失效，完美傻逼

1690: 验证码错误，怎么搞的

1691: 怎么玩啊，没验证码啊

1692: 我操，没激活码玩个毛啊，完美傻逼

1693: 你倒是给个激活码啊！

1694: 怎么领激活码？

1695: 我来给个建议，画质的确很好，但能不能把操作延迟问题解决。假如不修改的话，这游戏废了。建议游戏公司去采纳下去体验下《太极熊猫》

1696: 煞笔，，验证码无效，低级错误的孩子们。

1697: 尼玛比！！我下了，激活码怎么无效，，老子是用流量下的！！

1698: 验证码无效，什么情况

1699: 激活码怎么领

1700: 领了个激活码，进入服务器更新，过了一个小时进去激活码不见了，之前复制了，能进游戏的时没粘贴了。谁能告诉我

1701: 游戏不错啊

1702: 你妈那个比还要激活码呀！卧槽

1703: 闪退的是什么手机型号啊，我小米2玩的不错啊

1704: 垃圾 下下来还要激活码

1705: 无线闪退

1706: 怎么我玩的时候总是闪退呢？

1707: 好玩好玩

1708: 靠，女的人物那么好看男的那么吐，没劲

1709: 没有可用线路？？？

1710: 应该需要把，直接领取就行了

1711: 需要激活码吗？

1712: 6点才能进呢吧

1713: 靠进不去

1714: 又改时间，你他娘的别开服了

1715: 30日下午六点才开服，说进不去的傻逼没看官方公告吗？

1716: 18点开服啊。。。等不及了都，好期待

1717: 下午6点开廷迟了

1718: 闪退~靠

1719: 郁闷，测试时间又改了，我去

1720: 11点才开服吧，估计没开服呢。。。

1721: 一直网络超时

1722: 为什么网络超时

1723: 明天11点准时入住哈哈，听说打击感不错

1724: 再次期待啊

1725: vfdzgvdfg

1726: 激活码那里可以找到

1727: 大家不要下！坑人啊！好不容易找到激活码！到最后还是进不去！千万不要下！浪费时间浪费流量

1728: 一个垃圾手游还搞封测 搞神秘吗  你也配   老子不玩总行了吧  哈哈哈哈  游戏那么多  不少你一个

1729: 激活码怎么得到

1730: 这游戏是那个傻逼出的，真tm没长脑袋

1731: 什么时候能玩？

1732: 激活码呀激活码，怎么得啊

1733: 一个手游还要激活码   诶我狂艹你麻痹  黄了得了

1734: 尼瑪，沒激活碼你搞毛啊！送點激活碼來啊！你看下多少人下了遊戲卻進不了！我操

1735: 没激活码

1736: 玩不了………要不了………没激活码…激活码是不是等着要卖钱啊？？？？

1737: 坑爹，老子没流量了

1738: 激活码，给个行吗，要不怎么玩啊

1739: 什么破东西  不给激活码 怎么玩啊

1740: 激活码没有玩毛线啊！给个激活码啊

1741: 不给激活码，你叫大家玩什么，玩你啊！

1742: 不给激活怎么玩

1743: 激活码怎么弄

1744: 激活码咋弄
一个手游也弄啥测试
没研究好你就别放出来

1745: 我刚下起  怎么又重新下载？？

1746: 到底好玩不？？擦

1747: 没激活码怎么玩，你辜负我们对你公司的期望，太不给力

1748: 没激活码玩个屁  内测删档又不带激活码的游戏拜托别放出来

1749: 求激活码

1750: 额

1751: 快出正式版啊，等了好久了

1752: 激活码

1753: 没有激活码怎么进啊！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！

1754: 求激活码，

1755: ！！

1756: 我知道激活码在哪呢

1757: 老子是擦你大爹么？

1758: 刚刚看见你吗就测试结束

1759: 游戏下载了，怎么还要激活码，这是怎么回事？

1760: 没激活码玩个毛线

1761: 没激活码怎么进啊？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？

1762: 在不弄来你的游戏要封了啊

1763: 激活码在哪领啊

1764: 大哥了公测都结束了，还要屁激活码哈，没激活码要个屁哈，别出来害人啊。

1765: 谁给个激活码啊！跪求！

1766: 什么时候公测啊，激活码太难弄了

1767: 尼玛的激活码

1768: 靠！下完还是进不去玩激活码的。操

1769: NMD什么破游戏，费力下，死劲下，下了要激活码，拜托大神些，少搞些神秘兮兮的玩意，戏弄玩家！

1770: 看着这么好玩，结果没激活码，我靠！

1771: 杂弄激活码啊

1772: 激活码在哪，求管理发放一些，百度搜，九游问，都不知道啊

1773: 游戏不错，就是需要激活码，要在哪里领

1774: 验证码是哪里来的

1775: 激活码是多少

1776: 什么可以玩？

1777: 求激活码

1778: 终于下载下来了----又跑去注册，结果要什么激活码才能进入游戏-！真心无语

1779: 管理员就不能出来说一下吗？有还是没有/回答一声嘛！吊人胃口/本来胃就不好…

1780: 游戏好不好玩，我不知道，个人喜悦，但这名字我喜欢

1781: 那里拿激、活码

1782: 下次内测删档的游戏希望不要再拿出来，不过你一定要拿出来也可以，不过我CNM的麻烦你，不要带激活码好吗，QNMD

1783: 求激活码  或者游戏账号

1784: 坑爹的，下了还不如去死

1785: 没有鸡和马还着么愉快的玩游戏啦？

1786: 没激活码咋玩啊。。。哎

1787: 激活码来个呗

1788: 激活码？？？哪里有。

1789: 激活码

1790: 2.5D,画面精致，非全自由视角，打斗操控略有僵直，是技能设置问题，不能边走边打

1791: 完美不愧是中国游戏界的领军公司，给力！史上最给力手游诞生了

1792: 激活码是什么

1793: 激活码？？？哪里有？

1794: 鸡活马去老虎游戏领，游戏确实很不错

1795: 激活码在哪领呀，玩不了

1796: 真心伤不起啊！下载等了二十分钟，激活码难住我得多说二十分钟！！！！！！！！！

1797: 激活码？？？？？那里领啊啊啊啊

1798: 激活码，晕

1799: 老子下载完进游戏才告诉我要激活码？下次这样的游戏拜托别发出来好吗，要发好歹激活码一起发啊

1800: 不能玩，浪费我八毛钱

1801: 九游的激活码已经完了。。。。。

1802: 求激活码！，。。

1803: 首先说明下，哥之前从来不评论各种手游，嫌麻烦,不过笑傲江湖这游戏确实震精到哥了，一开始不知道是完美的，下载好进游戏一看完美世界4个大红字确实惊讶了一下，然后进入游戏发现画面打击感等让哥更是吓尿，手游也能做到如此确实比很多国产垃圾端游强太多，就目前市面手游来看，不得不说笑傲属于顶尖水平了。虽然完美很坑爹，但好就是好，实事求是。就看收费模式如果是现在手游的坑钱模式，那估计没戏。希望完美别糟蹋了。

1804: 美术很不错

1805: 激活码在哪领

1806: 要激活码吗？

1807: 闪退闪退闪退闪退闪退闪退闪退闪退

1808: 闪退，草

1809: 激活码在那拿

1810: 大哥你这游戏也太大了.......我这垃圾手机玩不了.....
   优化下吧

