1: 能不能增加点有意思的副本或者活动，好多节日连个活动都没有，时间久了会腻的

11902: 我重来没有这么爱玩一个游戏?、我离不开它的生活

11903: 好喜欢那开场，太帅了。呵呵，

11904: 太棒了，做的很好的游戏

11905: 技能太炫了哈，纵横宇内。

11906: 不错，很省流量

11907: 超好玩哒，，支支持，希望越来越好

11908: 敢说他不好的人我揍他O∩_∩O哈哈
真的很好太怀念了

11909: 家里停电了不能wifi,跑到kkfc玩的

11910: 越玩越觉得好玩嘿嘿嘿

11911: 我喜欢的理由是。有打击感。画面面清晰。操作简单。是天龙八部的忠诚玩家！

11912: 好玩，五星，快出交易系统吧，盼望。

11913: 我的华为手机完美美美运行，一点也不卡

11914: 很好玩！第一次找到自己真心喜欢玩的游戏！

11915: 游戏好玩不好玩，最主要是看游戏的剧情，这款游戏与原原著好贴近。

11916: 支持支持这么好的游戏，我当然要支持了

11917: 超好玩的，力挺哦!!

11918: 很好玩啊！

11919: 大家快来抢礼包啊

11920: 守魂夺魂，，不亦乐乎啊

11921: 技能很强大，渲染效果不错，很有感觉

11922: 哥们喜欢＼

11923: 哦，这游戏里面的场景做很炫。

11924: 这个游戏很棒，休闲的时候可以玩一玩。

11925: 没事就都两把。

11926: 真3D，轻操控，多段连击！天龙五星必须的！

11927: 很不错，画面是我喜欢的。

11928: 昨天玩了会，有好多特色的玩法，好吸引人。

11929: ?最喜欢这画风了，角色进游戏有一个飞身跳过悬崖的景，简直帅呆了。

11930: 哇，预感这个游戏肯定要火，真心好玩。

11931: 喜欢这样的画面

11932: 画面在变化游戏的任务也跟着出现，每一个任务都很有意思。

11933: 《天龙八部3D》不管是其炫酷的技能还是精致的画面又或是其副本都堪称佳作！

11934: :游戏还是很很很好玩的！就是太费电了，又不能一边充电一边玩，否则手机发热运行不了！有些道具很难得到

11935: 打击感还是蛮不错的，剧情还原度也很高

11936: 太不错了，希望多出些角色，坐骑类

11937: 垃圾游戏一个还要排队，说出去不怕被人笑死，出门也不怕被车撞死。

11938: 还不错的游戏

11939: 据说有有东西拿，不过游戏应该也是不错的的

11940: 精心打造的游戏，总是要精雕细琢，这样我们玩家玩起来才会爽，不像某些游戏仓促上阵，然后就是毛病不断，好饭不怕晚。

11941: 很喜欢这游戏

11942: 端游经常通宵玩，怀念啊，手游也要下来玩玩

11943: 画面唯美，玩法简单，支持

11944: 和网上那一堆无聊的卡牌游戏比起来的话我觉得真心不错，大家可以试试，玩起来运行流畅，反正我是没有遇到其他人评论的那样

11945: 《天龙八部3D》最吸引我的是精美细腻的画面

11946: 这个真好玩啊，这个游戏的体验很好。游戏很流畅，玩的上瘾

11947: 好玩，太好玩了啊！力荐

11948: 其他朋友说不错，试试看看，真不错哦

11949: 妈吃饭玩这个，睡觉玩这个，看电视还玩这个，我看着要疯了。不过这游戏很好

11950: 真的挺好玩的，特别喜欢这类的游戏

11951: 看了介绍果断进去玩下～哈哈

11952: 游戏不错，福利也不少，奋斗吧，骚年。

11953: 手游界的良心之作

11954: ?最喜欢这画风了，角色进游戏有一个飞身跳过悬崖的景，简直帅呆了。

11955: 太好玩了，有木有长期一起发展的，一区哦。

11956: 昨天玩了一天，眼睛都痛了，

11957: 说实话真心不错。。。。不过中国手游做成这样真的是业界良心啦！！！！！咳咳


真心是现在手游3D最美腻的啦

11958: 大爱边招。连环出击，好爽。

11959: 好不容易喜欢一款游戏，可总是没有时间玩，有时间了我要大玩一场

11960: 托真多，呵呵表示进去一次再也进不去.无线网进不去4g网络也进不去，呵呵

11961: 游戏是不错，如果在游戏中可以改主角，帮会，师门名字就好了，还有就是经验不要上限更好

11962: 呵呵，进去一次再也进不去了，

11963: 很适合习惯玩页游的人玩！！我很喜欢！

11964: 画面还是可以

11965: 只能说画面和技能效果都很好 这游戏可以

11966: 界面简洁，使用方便，功能实用。

11967: 游戏剧情衔接的很好 画面也很绚丽

11968: 以前玩天龙端游 ，现在当然要接着玩 了，

11969: 五星不解释

11970: 很好玩 就是没交易功能，还有邮件功能

11971: 必须五星。玩了才知道。画面很好。

11972: 太好玩了力挺，非常喜欢这类型，感觉很爽。

11973: 很棒啊，就你们乱喷

11974: 挺不错的。支持，场面宏大，美女好美

11975: 人物与建筑模型的刻画非常的生动

11976: 很好玩，非常棒，赞！与电脑游戏有一拼的感觉。

11977: 很好玩，画面美

11978: 业内良心啊，强力推荐，嘿嘿，大家好才是真的哈。

11979: 畅游公司做过网游的天龙八部，再做手游，那更是小菜一碟。

11980: 灰常棒棒棒。每天都玩嗨了

11981: 这样的游戏根本不需要打广告，最好的手游。

11982: 从开始能玩一下玩到现在，停不了，喜欢呀@！

11983: 跟电脑天龙很象，哈哈，觉得挺不错

11984: 这回官方没乱放炮，游戏的打击感着实不错。

11985: 战斗场景相当华丽，看得人眼花缭乱。

11986: 非常好  5x 杀怪超爽。

11987: 好玩，有趣

11988: :好玩哇，这么简单的游戏，这么好玩，非常赞

11989: 手机都被玩没电了。太好玩了。

11990: 刚开测，好多礼包，今天发了。哈哈，

11991: 确实不错！顶，人物形象设计的很好。

11992: 玩了几天就感觉迷上了

11993: 好玩，哈哈，打磨时间，超赞

11994: 游戏的画面武侠风十足，人物造型、游戏内容等等也很贴合天龙八部原著本身，给我们呈现了一个快意恩仇的武侠世界

11995: 我感绝挺好玩的

11996: 要玩就玩大理 少林??，逍遥也许，用谁别用天山，后悔死了，装备爆率小的可怜，爆装备都是大理 少林 ，没天山的橙装。

11997: 今天开始玩的，类似的游戏有很多，但是这个是我玩的最有趣的！现在我都动员我们全家一起玩啦！加油！

11998: 好好玩~~我喜欢

11999: 不错 挺方便

12000: 老少咸宜哇，都爱上啦，小表弟老是霸者我手机

12001: 自己手机垃圾，就不要说游戏不行啊，能买个高端机玩？

12002: 非常容易让人沉迷，是个很休闲很热血的手游，喜欢

12003: 总体来说这款游戏能让你想起电视剧里的情节，还行。

12004: 喜欢这种行云流水的风格。

12005: 不错，是我玩过最好玩的手游了

12006: 勉强可以

12007: 只想说托太多

12008: 咩哈哈，从电脑天龙玩到手机= =。掉进这个坑了。很喜欢。

12009: 这个爽！红米Note运行顺利！

12010: 还有就是游戏丰富的系统了，美人、酒馆、宠物、时装、坐骑玩法多多

12011: 其实还不错啦 我上班 每天玩俩小时左右 抱着纯娱乐的心态虽然等级不高 就51 但是一分钱没花 有8.5W.战 可以混 不会遇到个V就被吊打 平民可以玩下去的

12012: 好玩,比那些要数据包的烂游戏好多了,三星mini完美运行。

12013: 终于珂以玩了，期待了很久的游戏。完美不愿了最原汁原味的金庸武侠元素。战斗和PK都很爽快。

12014: 3D画面做的很精细啊～玩着都不卡呢

12015: 同类游戏中，这款是相当不错的了。！

12016: 第一次看见手游还要排队进的，第一次看见新区不停的开的！这游戏说实话确实不错！

12017: 画面做的很好，特别是细节地方都做的很到位。

12018: 非常好，没有摊位，交易不了，力顶给五星，超有英雄感！超赞

12019: 畅快的连招，绚丽的画面，玩游戏就是要人玩的爽，而不是被游戏玩的爽！！！

12020: 其他都挺好,就是挂机系统能不能改进下,我艹,半天不打怪,耽搁时间

12021: 为什么这么屌

12022: 这游戏一般吧！有时间的人可以玩玩，

12023: 没玩过，看着不错

12024: 设计的很有特点，很用心，

12025: 好多人都关注这款游戏，玩的人太多了。以前玩魔兽的时候排过队，没想到天龙又重现了魔兽的辉煌

12026: 每天还有经验上限，擦，，
搞了个首冲，一更新进去没人物了，坑啊。

12027: 活动太少！！不做垃圾就冲元宝吧！！

12028: 应该会继续玩下去！

12029: 好好玩啊 游戏真给力

12030: 很有创意，这游戏里有新的玩法。，国产手游的大制作了~

12031: 不错终于等到这款游戏开测了，太爽了。

12032: 看好这游戏。

12033: 多连击，真快感！天龙啥也不多说，五星！

12034: 玩了几天了，对这款游戏有了初步的认识。

12035: 金庸的作品，我当然要玩了。

12036: 这是我玩过最吸引我的游戏，很多功能，礼包，我会坚持一直玩到老的游戏，大家一起来玩吧，希望这个游戏越来越好，越来越火，我希望出来个交易功能，请采纳，谢谢，五星。。。。。

12037: 天龙最吸引我的一点是全面设置总体不错！

12038: 任务多种多样，给玩家带来了不同的乐趣。

12039: 炫酷的技能，精美细腻的画面，还有那强烈的打击感

12040: 不错

12041: 最开始玩的卡牌游戏，卸载了又下，下了又卸载，最后还是玩的这游戏。

12042: 在朋友那得知了这个游戏之后，现在天天把他捧在手心里

12043: 我们公司的人都受我的影响都开始玩这个游戏了，互相加了好友，天天不亦乐乎啊！

12044: 最吸引我的是，水墨画风格

12045: 很不错的一款游戏，给个五星。

12046: 这游戏不错值得玩一玩

12047: 超棒啊！！！！组队刷本不错，大爱哦。

12048: 苹果用户的童鞋没骗我，这游戏真心可以逆袭啊

12049: 畅游的游戏我一直看好，这次也没有让我失望。

12050: 很赞，，英雄技能很华丽，画面特别好，给个赞

12051: 特别好玩，我和老公两个人比着玩，看谁过的关多，很好玩很温馨的一款游戏……

12052: 畅游出品，必属精品。，不过畅游游戏一向是游戏界的良心游戏。

12053: 擦，技能好炫。

12054: 越玩越有意思，具有一定的挑战性！超喜欢！赞一下！

12055: 真的好棒 下了不亏，真没想到手游还能达到这么好的效果。

12056: 游戏给满分你们说的情况我都没！

12057: 不错，非常喜欢玩，降压呵呵

12058: 玩一玩，打发打发时间，

12059: 特有挑战性，必须点赞五星必须哒，

12060: 萌妹纸，选逍遥的人多吧，

12061: 力荐，好游戏就是好游戏，好玩！

12062: 只要你足够强大，每个玩家都可能成为江湖“大佬”

12063: 电脑手机，替换着玩天龙，爽歪歪。

12064: 去，要不要这么好玩，都上瘾了，手指都在发抖

12065: 丰富的剧情，古色古香的音效。配合着美丽的画面。柔美舒适，把我们带进了金庸的武侠世界。

12066: 有些人心理就是有问题，不能说游戏好，凡是说好的，在他心就成了托了，

12067: 和小伙伴一起玩了停不下来了哟～

12068: 巨好玩，巨过瘾，游戏中的战斗机~大家快来下吧

12069: 我玩官方版本的 感觉还可以  感觉这个游戏不错

12070: 玩累了 过来打个评论 挺不错 五分了

12071: 这么好的游戏~你造么？

12072: 画面很有感，而且音乐也不错，游戏设置很好玩

12073: 这游戏不错，麻烦开新区的时间谢谢介绍下！

12074: 还是很喜欢这样的游戏的、

12075: 太好玩了，跟本停不下来！

12076: 游戏只能用手机流量玩，WIFI不能登录～

12077: 妈蛋，升级老难了

12078: 不知道这游戏为什么一出城就给杀了难道没有设置让不PK下不能杀吗，奶奶的根本做不了任务

12079: 我天天在电脑上玩，不知道手机上玩的怎么样

12080: 怎么闪退呀？

12081: 希望可以推出交易系统！！！！

12082: 超好玩的

12083: 神作    5星都嫌少     ！！！！！

12084: 很不错，就是还有很多地方还没摸索懂…

12085: 开新服啊，成天排队啊擦%

12086: 晚上咋卡的上不去

12087: 很好玩，开特效就是有点卡

12088: 这游戏好是好，但是很恼火，玩家和玩家不能交易，坑爹的很，

12089: 挺好玩的，很喜欢～

12090: 好玩 一直在玩

12091: 闪退怎么回事？

12092: 你们玩着就不卡？htc。4核都卡呀难道要8核才行吗？

12093: 尼玛了个逼的，为毛有经验上限？劳资就差几十万升级了，你给我我来个经验上限？要我怎么说你好啊？

12094: 伙伴满了怎么清

12095: 排队500多郁闷前两天还行赶紧加开

12096: 没下载，没玩。所以不评论好坏。但找枪手刷好评的行为很恶心，看了就不想玩了

12097: 我被杀了

12098: 朋友推荐的，感觉还不错，玩着玩着就上瘾了

12099: 说真心话，这确实是我玩过的一款比较好玩的游戏，

12100: 挺剌激.游戏速度好棒！还可以切换视角模式

12101: 对战很爽 和朋友一起玩的

12102: 超好玩哒，支持，希望越来越好

12103: 不错，是我玩过最好玩的手游了

12104: 平民玩家也能牛逼起来

12105: 看你们说的很不错  我也下载玩玩 看看会不会卡屏什么的  不会卡屏什么的 我支持到底！

12106: 这两天晚上卡的尼玛逼一样的，gm求解决

12107: 这款游戏的视频效果做的太炫了，真不错。

12108: 屌丝玩家，晚上没事玩玩，画面真不错！

12109: 游戏非常好，特别是那些技能太炫了。

12110: 天龙八部这四个字最吸引我，比较喜欢网游天龙八部，很怀念。

12111: 不错，是我玩过最好玩的手游了

12112: 总体设置不错，很好上手。

12113: 貌似很多人都在玩，我也玩吧

12114: 炫酷的技能，精美细腻的画面，还有那强烈的打击感

12115: 说实话真心不错。。。。不过中国手游做成这样真的是业界良心啦！！！！！咳咳


真心是现在手游3D最美腻的啦

12116: 很好玩！支持！

12117: 祝天龙玩家多多，像小苹果一样红红火火，开创手游新高！

12118: 很好操作，就是新手也能很快适应这款游戏。

12119: 很好玩，赞一个

12120: 很耐玩，有种电脑游戏的的感觉，超赞

12121: 各个方面都很有特色，感觉很不错。

12122: 端游经常通宵玩，怀念啊，手游也要下来玩玩

12123: 很喜欢，点赞

12124: 很好玩就是没交易功能，还有邮件功能

12125: 这是一款很不错的游戏，现在正在玩。

12126: 剧情画面声效各个方面都做的很出色。

12127: 太不错了，希望多出些角色，坐骑类

12128: 想和性感的萌妹子一起并肩作战吗？想体验连击的快感吗？想感受4K级高清画质吗？

12129: 天龙八部电脑玩过不错的游戏

12130: 喜欢欢欢技技能强大，人物场景刻画细腻完美。

12131: 不错的游戏，不花钱也能玩。这是就主要的，不坑钱

12132: 最吸引我的是，水墨画风格

12133: 坐地铁时候玩，感觉时间过得很快，也就不寂寞了

12134: 必须五星。玩了才知道。画面很好。

12135: 好玩，久违的佳作！这游戏能对得起金庸的小说。

12136: 这个游戏很经典，也很好玩，考验智力

12137: 好玩啊很好的游戏，一定要来点赞啊。。

12138: 好玩！爽死了！从上午一直玩到现在了。

12139: 暴击不错伤害大大的感觉好给力；祝福游戏火爆，你的前进就是我的动力互赢就是双动力，我看好你。

12140: 我擦，画面好美，美到爆！！！

12141: 很好越来越好！力挺

12142: 少林太好好玩了，挂机可以单挂，，，爬楼绝对厉害，，，这游戏谁肉谁无敌，，，回血固定的，减伤防高就有机会回血，反之一套带走

12143: 这是我玩过最费电的手游

12144: 又开始闪退？每天来一次？

12145: 玩玩试试

12146: 时装和坐骑没有属性加成，这点不好

12147: 操，玩你游戏连礼包都不送？

12148: 垃圾，进不去

12149: 现实生活中找不到的强者的感觉在这里可以找到，我当然爱个游戏了。

12150: 不好玩    无聊的游戏

12151: 喜欢故事情节，和炫酷的大招

12152: 相信畅游的实力，果然没有失望，太好玩了。

12153: 上次测试找到感觉了，这次当然还要接着玩！

12154: 不错不错、力挺、给个5星、飘过

12155: 天龙这么好玩，，，说有问题的马勒戈壁的自己手机烂，，，吃屎去

12156: 玩家一进入游戏，便会引导着进行一系列主线任务，任务剧情十分丰富，代入感强烈

12157: 太棒了，非常喜欢

12158: 水墨风格好个特色。

12159: 很好玩，非常棒，赞！与电脑游戏有一拼的感觉。

12160: 还不错，和电脑上的差不多

12161: 挺好上手的，跟着主线就行了，不错

12162: 技能好吊画面超酷。

12163: 很棒3d效果很好从阴影还有人物被物体遮挡住的部分是看不见不会像其他那样是红色的真心不错

12164: 不错的游戏，很值得玩，如果你要消磨时间，值得选！

12165: 技能打斗的时候，非常的清晰自然，做的一点都不含糊

12166: 好多人都关注这款游戏，玩的人太多了。以前玩魔兽的时候排过队，没想到天龙又重现了魔兽的辉煌

12167: 同类游戏中，这款是相当不错的了。

12168: 游戏神奇，说不好的滚蛋，实话就是土豪多了点

12169: 非常经典，如果满分是100分的话，我给120分。自己玩不了的不要乱给差评。

12170: 从PC玩到手机版，从三测玩到上架，喜欢天龙的素材。技能谈上上华丽，却还是那么激爽，没晶没夜的和兄弟一起战斗，很刺激，愿游戏更做更好。

12171: 画面很好，和电脑端一样操作愧是排行第一，现在老了，也没时间了，，只能玩玩手游了。

12172: 你们别说游戏差，这个游戏不错了，你们都是乱说，你们手机才差，额，你们都不慢慢来玩，你们都是乱说垃圾的

12173: 我觉得很好玩啊，这个游戏不好玩，你们还要玩什么游戏啊?

12174: 我是新手，呵不知道到时候好不好操作。

12175: 以前玩天龙端游，现在当然要接着玩玩玩了，

12176: 一个好游戏先在于他的画面和配音，这点觉得还可以！然后个人觉得游戏里的系统玩法好！

12177: 福利好多多，今天天收礼包都收到手软了。

12178: 几分钟一次卡退垃圾。来乱斗游戏找回超神的感觉！

12179: 剧情不错，很有原著的风格。

12180: ，游戏设计挺丰富的

12181: 好玩

12182: 唯一喜欢的游戏，说坑呢，不坑超好玩！也许也有我喜欢小说和电视剧的原因把！

12183: 剧情精彩！吸引人！人物有个性！喜欢！

12184: 《天龙八部3D》不管是其炫酷的技能还是精致的画面又或是其副本都堪称佳作！

12185: 那个职业最厉害。我想玩最厉害害的那个。

12186: 中国的游游戏就应该有中国特色水墨风格最能体现这一点。

12187: 好玩，画面好看

12188: 赞！画风棒棒的。

12189: 玩了好长时间，玩不腻。。

12190: 里面的小插曲好听吧。

12191: 还不错哦。。大家可以试试，

12192: ，技能很炫酷，不错

12193: 小趣味加深了对游戏的体验感。

12194: 本人大理打了两场，打近战效果明显

12195: 很好的游戏！再接再厉

12196: 我现在就想经营酒楼去，好多菜式还可以卖钱。

12197: 太好玩了，大家快点下吧！

12198: 伴随着剧情的发展，游戏的场景一直在变化。还穿插了好多小插曲，好玩极了。

12199: 第一次看见手游还要排队进的，第一次看见新区不停的开的！这游戏说实话确实不错！

12200: 游戏还不错，最最主要是比较流畅

12201: 非常好玩，我非常喜欢

12202: 畅游的游戏我一直看好，这次也没有让我失望。

12203: 真3D，轻操控，多段连击！天龙五星必须的！

12204: 挺好玩的,我还推ll荐给我弟弟玩,他也挺喜欢的

12205: 很有中国风，特别是那泼墨风格的画风，不错

12206: 打击感较强。比较耐玩。看着就热血。以前喜欢看天龙八部，现在出了这款游戏了要玩啊，人物也很有特色。

12207: 很赞，，
。。

12208: 连招太爽了

12209: 真爽，不错。

12210: 为什么接任务。。会自动退出

12211: 从开始能玩一下玩到现在，停不了，喜欢呀@！

12212: 我很支持这个游戏滴

12213: 确实挺好玩,画画面好，操作也挺爽，比sb挂机游戏有意思

12214: 我就想等强大了，在游戏里组个队。

12215: 看好这游戏。

12216: 必须给5星，给力呀！

12217: 别听那些喷游戏的煞笔的，好不好自己玩了才知道，反正我很喜欢

12218: 同学介绍让我玩下试试，真的不错

12219: 虽然天山输出高，暴击高pk流弊，但是都快60级了还戴着40级装备，也是醉了

12220: 新区求小伙伴一起

12221: 很有创意，这游戏里有新的玩法。，国产手游的大制作了

12222: 运行无压力的飘过～游戏还可以～玩着不错

12223: 画面还是可以

12224: 支持这款手游哦·确实做的很好看·画面好·内容好·不像很多市面那种粗枝烂叶的·用心了

12225: 端游的天龙八部很好好，这款手游继承了天龙八部的辉煌。

12226: 真的好棒下了不亏，真没想到手游还能达到这么好的效果。

12227: 这游戏与电脑版的出自同一游戏制作团队，对于老玩家来说很容易上物。

12228: 水墨风格，野外杀人

12229: 3D真同步性感ARPG，多段连击，五星评价，值得一玩

12230: 这款游戏能让你到了行侠仗义，行走江湖的感觉。

12231: 好玩啊哈哈，靠谱！！。

12232: 现在有多少手游是这种堪比PC游戏的？

12233: 超有英雄感！超赞

12234: 那种满满的暴击，让人陶醉

12235: 据说有东西拿，不过游戏应该也是不错的

12236: 第一次见水墨风格，好有中国味。

12237: 首先是故事情节！受小说影响，比较喜欢！然后是画面，内容等各个方面！

12238: 电脑版的天龙八部在这部手游里得到了最大的体现。

12239: 还可以吧，手游都差不多，不过画面不错，

12240: 挺好的，第一次这么认真的玩手游，风格很喜欢

12241: 对于一个老玩家来说，对游戏是很挑的，这款游戏能让我玩的很上瘾，真不错

12242: 技能太炫了哈，纵横宇内。

12243: 这游戏还行，不太烧钱

12244: 手游版的天龙八部终于来到了我们玩家的眼前。终于让我们等到了。

12245: 强烈推荐！

12246: 界面的操作设置不错，好多功能一键搞定。

12247: 这么好的游戏
你造么？

12248: 游戏神奇，说不好的滚蛋，实话就是土豪多了点

12249: 天龙最吸引我的一点是全面设置总体不错！

12250: 挺不错的游戏，5星好评！

12251: 很好玩！支持！

12252: 强烈推荐！没有让我们白等这么长时间

12253: 迫不及待的下载。安装，打开游戏，扑面而来的就是原著的金庸风格，仿佛我就是乔峰，我就是剑士。

12254: ?最喜欢这画风了，角色进游戏有一个飞身跳过悬崖的景，简直帅呆了。

12255: 不错，内容很丰满，人物很赞，玩法经典，还考团队合作

12256: 很好玩啊！

12257: 再好玩的游戏，也有会有来人黑。这款游戏也不例外。

12258: 暴击不错伤害大大的感觉好给力；祝福游戏火爆，你的前进就是我的动力互赢就是双动力，我看好你。

12259: 屌丝玩家，晚上没事玩玩，画面真不错！

12260: 英雄技能很华丽，画面特别好，给个赞

12261: 游戏玩得很顺手，是我喜欢的那种。

12262: 很不错啊，玩的很有意思，手机版天龙八部

12263: 想尽快把号练上去，想建自己的帮派。

12264: 游戏挺不错，很好玩，室友都在玩

12265: 刚下载完，感觉不错！手机网游中最棒的

12266: 挺好玩的,我还推l荐给我弟弟玩,他也挺喜欢的

12267: 老玩家了从开始玩到现在一直舍不得放弃我记得游戏里的厮杀合作想起那段熬夜的日子真的很美好出手游了现在觉得真的很不错

12268: 牛，谁说不好你死去！

12269: 我玩官方版本的 感觉还可以  感觉这个游戏不错

12270: 越来越有挑战了。加油。

12271: 很好玩哦
，呵呵。。

12272: 挺不错的一款游戏玩着不累每天也就花个1-2个小时玩玩

12273: 还真不相当可以的

12274: 好玩，哈哈，打磨时间，超赞

12275: 玩法好多除了做任务还可以去经营，时不时还有点小趣味，好玩。

12276: 在我看来这个游戏还是不错的，值得下载，。。。。。。。。。。。。。。。。。。。。。。。。。。 。。

12277: 算是很有诚意了，画面跟操作流畅度都没得说，难得的好游戏，就是不知道纯非rmb玩家后期能不能玩。

12278: 有兴趣的一起玩啊

12279: 操作感觉不错

12280: 画面是没的说；画面风景很好；

12281: 好喜欢那开场，太帅了。呵呵，

12282: 大家快来抢礼包啊

12283: 总体来说这款游戏能让你想起电视剧里的情节，还行。

12284: 选的是逍遥派的萌妹纸。因为每个职业只有一个性别，少林和大理都是男角色，直接PASS了，剩下天山和逍遥，感觉逍遥的妹纸更萌，而天山的妹纸有点高冷，所以就玩了逍遥这个职业。

12285: 水墨风格好个特色。

12286: 电视看过了，小说看了，端游也玩了。就差最后的手游了。

12287: 目前国产手游最高水平了吧

12288: 挺好的无聊的时候可以玩玩

12289: 游戏有着独创创的门派设定，让玩家从此脱离单一的角色培养及成长模模式。

12290: 由最开始同事一人玩，发展成我三个个表姐，表姐朋友，男朋友，一大群人玩这个了。。。

12291: 正在下嘿嘿看样子很好玩。

12292: 玩法好多，有好多是其它手游所没有的。

12293: 哪个人物好？

12294: 最吸引我的是，水墨画风格

12295: 好不错的游戏 点个赞 5★

12296: 太好玩了！！！O∩_∩O

12297: 相信畅游的实力，果然没有失望，太好玩了。

12298: 打击感还是蛮不错的，剧情还原度也很高

12299: :流畅，操作简单

12300: 刚开测，好多礼包，今天发了。哈哈，

12301: 新区求小伙伴一起

12302: :我特别推荐这个游戏。可能一个人老无聊了，一旦玩起来像我这样的人都喜欢上玩了！╮╯▽╰╭

12303: 太不错了，希望多出些角色，坐骑类

12304: 特别好玩，我和老公两个人比着玩，看谁过的关多，很好玩很温馨的一款游戏……

12305: 强烈推荐！

12306: 我居居然玩儿到停不下来了。本来抱着不耐烦的看剧情心态，结果就这么的一发不可收拾了。

12307: 这个游戏挺好玩的，玩的有点累了

12308: 好好玩呀，每天期待升级

12309: 相当不错的游戏了手机里就这个游戏了其他的全部卸载

12310: 精彩多多，越玩越耐玩

12311: 极力推荐大家玩

12312: 还可以吧，手游都差不多，不过画面不错，

12313: 我就进去了，没毛病啊，是不是你们手机问题

12314: 业内良心啊，强力推荐，嘿嘿，大家好才是真的哈。

12315: 擦，技能好炫。

12316: 玩网端玩了八载有余，至今仍是怀念，爱人，兄弟，，，一起帮战。还记得～犯我兄弟者，虽远必诛，好多回忆。

12317: 画面在变化游戏的任务也跟着出现，每一个任务都很有意思。

12318: 好玩啊哈哈，靠谱！！。

12319: ?最喜欢这画风了，角色进游戏有一个飞身跳过悬崖的景，简直帅呆了。

12320: 很不错的一款游戏，给个五星。

12321: 看画面很好看，才开始玩的。给好评吧！

12322: 玩了好几天了，挺好玩的，

12323: 美女系统统，可以邂逅原著小说说里各种美女，然后和她们亲密接触，O(∩_∩)O哈哈哈~

12324: 还可以，蛮好玩的

12325: 我是女生所以果断选逍遥。不错。

12326: 最好的游戏之一就是这个了，超级赞

12327: 越玩越想玩，快下载吧！

12328: 好玩，有趣

12329: 雨水的效果做的太好了。

12330: 中国风格的游戏，好！

12331: 好游戏啊画面也很好打击感也强

12332: 画面做的很好，特别是是细节地方都做的很到位。

12333: 音乐很喜欢，听起来就有激情。

12334: 整个界面比较紧凑，整洁。

12335: 守魂夺魂，不亦乐乎啊

12336: 爽！！！！超赞

12337: 大神f2完美运行.说不能玩的都是手机不行应该

12338: 绝对好玩，大家来如日中天区玩，让如日中天火起来

12339: 这样的游戏根本不需要打广告，最好的手游。

12340: 此游戏的系统还是相对比较完备，宠物、奖励、社交等等系统都是标配，还有一些很亮眼的系统，比如说美人系统，话说，这可是可以将所有遇到的妹纸都收归自己囊中的哦。不但这样，美人还可以有阵法系统，不同的阵法搭配还能发挥美人不同的效果，没事**一下也不错哦。

12341: 道具用得好爽啊。

12342: 玩的都有点停不下来了～哦do开

12343: 最好玩的手游，，

12344: 风格深得我心，剧情精彩

12345: 一直在电脑上玩，

12346: 挺好玩。一直在玩。一直在玩。哈哈。很好玩。5区。。等你来呦

12347: 很好玩的游戏，精美的人物设定，精采的战斗画面，精绝的游戏剧情

12348: 好好玩啊游戏真给力

12349: 做为一个大牌的游戏公司，很重视游戏的版权，

12350: 当时电脑版的天龙刚出来的时候就开始玩了，现在出手机版了，当然也来体验下。非常不错啊。

12351: 求人带，带我升级啊

12352: 吸引引我滴是精彩滴剧情跟很清晰的剧情，还有最重要就是杀人

12353: 对战很爽和朋友一起玩的

12354: 人物设计很帅，赞一个!

12355: 这游戏不错值得玩一玩

12356: 真好玩，不给五星对不起这游戏呀！！

12357: 终于珂以玩了，期待了很久的游戏。完美不愿了最原汁原味的金庸武侠元素素。战斗和PK都很爽快。

12358: 试玩中。。。

12359: 游戏剧情衔接的很好画面也很绚丽

12360: 天龙八部电视，小说都看了好几遍了，因为喜欢就来玩这个游戏了

12361: 很吸引人！

12362: 手机都被玩没电了。太好玩了。

12363: 《天龙八部3D》绝对是武侠迷的福音，更是端游《天龙八部3》玩家的福音

12364: 打击感好强烈，喜欢。

12365: 目前唯一能吸引我的就是天龙了

12366: 玩网端玩了八载有余，至今仍是怀念，爱人，兄弟，，，一起帮战。还记得～犯我兄弟者，虽远必诛，好多回忆。

12367: 老金庸迷们是上瘾

12368: 力挺，太好完了。我不玩别的了！

12369: ga1ga，终于找到一款好玩的游戏了真心不易啊

12370: 这游戏是我玩的时间最长的游戏了不错不错，希望能出交易系统啊

12371: 挺好的无聊的时候可以玩玩

