1: 哈哈  一直用找乐在领礼包玩

2: 卡死在邓超、BABY跑的界面！动不了！无提示！
1755: 能不能把我的装备还给我

1756: 怎么老是断开连接

1757: 闪退

1758: 垃圾！跟本就打不开!大家别下，下了赶紧删!

1759: 玩不了，老退出，老断线。差评。

1760: 我刚登录之后又关闭又打开又要从新玩

1761: 每次要开始玩了就自动退出来，一打开就来气，有一种想砸了手机的冲动，而且还浪费我流量

1762: 东西会没有  强化满级了会倒退  退钱退钱

1763: 爆好玩!

1764: 不好老闪退！！！！o_O

1765: 垃圾的，显示停止运行，老是连不上

1766: 总是自己退出，玩不起来

1767: 呵呵

1768: 垃圾！一直說遊戲以退出！衝進幾百變都不行！太tm垃圾！

1769: 为什么总是自己退出呀

1770: 还有手机号

1771: 闪退！！！！！！！！

1772: 要联网吗
？

1773: 一直显示数据被修改，吞金币钻石装备  呵呵

1774: 不错

1775: BUG太多了，就跟没有测试就放出来了一样，太烂了……全是一些低级BUG，还都跟付费有关！！赔钱！！

1776: 我去  。还会刷退频？？？

1777: 进不去                    这破游戏最好别玩

1778: 杀破玩意啊
哈哈哈

1779: 武神妈打不开

1780: 叫姐姐
科密麻麻

1781: 我也是掉了一个宠物，怎么回事

1782: 我是玩天天酷跑没玩够吗 ？跑来玩这种东西 n3运行起来感觉有点卡 ！！！ 差差差

1783: 垃圾游戏，人物少，坑钱，画面卡，垃圾……提醒广大朋友们千万别下，坑钱用的，说好的人都是托…………

1784: 好玩

1785: 这脑残的游戏

1786: 不行啊，我和我老公都在玩，莫名其妙的东西没了，老公的什么都没了，我就一个鞋子装备没了，看大家都是这么个情况。

1787: 闪退

1788: 刚开始玩    秒退    还很卡    我靠求大神指点

1789: 进不去

1790: 第二局游戏玩不起，但很好玩，加油。:-)

1791: 登陆不进去

1792: 不错哦，有缺点但还可以

1793: 易闪退，哎……

1794: 桌面上没有，进不去，删不掉

1795: 卡死了。

1796: 为什么总是断开，连个新手教程都过不去？

1797: 寂寞男游戏玩累了爱看我的名字！

1798: 就是一个盗版的天天酷跑，无论手感还是画面感都差太多了

1799: 垃圾卡死了

1800: 玩不了，一开始游戏就闪退

1801: 刚上就闪退

1802: 超卡！我玩的时候怎么老是闪退！

1803: 谁说好玩谁脑残!

1804: 我辛辛苦苦玩了一上午，到下午登录时所有东西都没了，又要重新开始玩

1805: 什么垃圾游戏.昨天充的钱.今天进入从新开始了.会不会做游戏.没做好就拿出来.你赔我.垃圾.我都不想吐槽了.赶紧赔偿我.一个星我都不想给.

1806: 为什么我买的daby的40元兄弟礼包，变成了超哥的18元队长礼包，求解释，说好的vip4级也变成了3级，昨天就给客服提的问题，为什么还没解决？说是大面积的问题，你们解决了几个？

1807: 登进去会自动退出，十分垃圾的游戏，大家不要下载了

1808: 新手任务要闪退

1809: 闪退闪退骗人垃圾

1810: 什么游戏吗?一点都不好玩

1811: 。。。。。无法登陆游戏。游戏以断开什么意思？

1812: 我花了金币，升级了装备，买了时装，结果现在没了，金币也白花了，我还用的是钻石来买的金币，花了我400钻石！！！

1813: 我掉了一个宠物和一个装备，都是用砖石买的。不知道有没有处理一下！

1814: 怎么登不进

1815: 刚充VIP3就闪退垃圾

1816: 能玩的，就跟天天酷跑差不多。一开始也登不进，多试两次就好了

1817: 我都还没玩就退了出来！！！！

1818: 服务器关闭，进不去了

1819: 老是说服务器断开

1820: 老是说服务器已断

1821: 服务器关闭几个意思！

1822: 昨天玩了，今天登不进去了！！！

1823: 一直显示服务器断开然后就闪退了  垃圾

1824: 老是断开，还闪退，差差差

1825: 太阳服务器关闭，，，，没几天吧

1826: 什么叫服务器已关闭,垃圾游戏！！！

1827: 闪退，玩不了

1828: 我草这个发明人了

1829: 闪退垃圾

1830: 服务器断开是个什么情况

1831: 无聊

1832: 玩不了，服务器断开，太垃圾了

1833: 闪退！！！！！！！！！

1834: p根本耍不成

1835: 服务器关闭是什么鬼

1836: 礼包激活码怎么用？

1837: 太好玩了

1838: 闪退是几个意思

1839: 差评差评，必须差评，先是闪退,然后就打不开了，这什么游戏啊，差死。

1840: 登不进去，还要收费

1841: 生命消耗的太快，充的也太慢，跑不了多远

1842: 准备玩，不知道打不打得开！

1843: 老是闪退

1844: 昨天的记录全部没了,很生气！

1845: 一看这图片我就不想玩

1846: 下载玩了两分钟马上删除，要钱才能更好的体验，尼玛现在手机游戏那么多，尼玛你收钱，我就呵呵。

1847: 没网玩不了

1848: 非要密码他才要才给我们登陆的。

1849: 为什么装备莫名其妙消失啊

1850: 不错，很好

1851: 垃圾老闪退

1852: 一点也不好玩，每次等上去都要重新开始，一点也不好玩

1853: 老是服务器断开！

1854: 怎么老闪退？？？

1855: 破游戏 老是闪退

1856: 那个礼包里的钻石就很多，还用的着充值？现在手游这么多，新手游更新这么快，不行就卸了再玩一个，犯得着充值玩个破游戏

1857: 很好玩的，只不过不能充值了。有礼包的时候领取，不会出现充值后打开不了游戏了

1858: 差！太差了，老是闪退，玩完一局就自动退出，开始的时候必须光点击，不然就闪退！差差差！

1859: 太好玩了吧!

1860: 太片了，什么东西呀！真是的，怎么片，玩什么呀。

1861: 根本登不进去，什么玩意，一看就是抄袭天天酷跑

1862: 什么嘛！苹果手机下载不了

1863: 什么垃圾，都登录不了，还要什么360密码

1864: 老弹出来

1865: 道具怎么收回了，我昨天搞到的军装帽子，今天怎么没了

1866: :•{   ¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶		¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶:•<

1867: 把我的充值还给我！！！！

1868: 老是弹出来，太烦了

1869: 什么垃圾游戏   客服解释下  昨天得到的装备  今天怎么没了

1870: 我想知道我的恺恺装备和名牌都哪去了？

1871: 登不进去啊。。。。

1872: 还要网，擦

1873: 简直浪费表情，腾讯公司不管啊

1874: 简直模仿腾讯的天天酷跑

1875: 游戏有抄袭，界面好土，人物太丑，果断卸载，支持电视剧，不喜欢游戏

1876: uuiogbhfi

1877: 没创意   天天酷跑一样

1878: 早上起来，昨天的东西全没了，vip都是0

1879: 丢装备丢宝宝  白冲钱了 垃圾

1880: 垃圾游戏，没测试好就别放出来，充值和数据清零的事情给个解释

1881: 游戏不错，但是你们测试好了吗？昨天下载，今天进游戏，数据数据清零，重新开始，充值也没了，你们搞什么呢，垃圾啊

1882: 从昨天到现在一直没进去。

1883: 总是闪退还很卡

1884: 我正在决定是否要卸载。。。

1885: 昨晚抽的两星宠物，和两个三星装备怎么没了，系统太坑了吧。

1886: 昨天拿的4星宠物，还有装备，今天一上线全没了！你没测试好干嘛发出来游戏！！！

1887: 一进去手机就卡啊！不是手机不行啊

1888: 玩了一晚然而进度没了

1889: 礼包领不了啊 不想给就明说

1890: 运行不流畅也就忍了，装备强化完过一会在上没了是几个意思？

1891: 游戏道具的收费标准我就不说了，游戏人物就3个，人物造型嘛，自己进游戏看吧，反正我是瞎了，宠物也长得跟怪兽一样，至于跑酷方式，和天天酷跑差不多啦，就是跑的时候多了个体力值系统（这点感觉模仿风之旅了），最令人期待的撕名牌，竟然变成了和炫舞差不多的←←→←这种模式，简单来讲就是天天酷跑＋天天风之旅＋炫舞的集合版，但又每样都做不精，不过画质表示还不错，配置低的手机会有点停顿，以上就是玩过这游戏后的体验。

1892: 有bug,装备无故消失，问题已经提交社区。感情没测试好就放出来了，先有质量才能圈钱啊。

1893: 教程的时候手机卡，结果第一关直接死了，一分没挣，接下来要升级宝宝，要120，我只有70，结果一直卡那儿。

1894: 这游戏也是醉了，充钱都不让。。。

1895: 能解释一下再进游戏道具就消失是弄啥类！！！

1896: 啊封面上有郑凯的头像为什么人就没有郑凯呢快快更新我要郑恺

1897: 闪退。。。。。。。。。。。

1898: 自己连跳，无法控制

1899: 好玩

1900: 我打开一直在loading个没完…

1901: 好玩极了

1902: 要网

1903: 很好

1904: 卡在任务那里动不了快解决任务已经做了

1905: 闪退，卡

1906: 为什么卡在任务那了

1907: 礼包怎么领

1908: 我连的wifi老是断网  再进去之后就卡在引导任务那了  揪心那

1909: 没有恺恺

1910: 渣渣的游戏，经常闪退，断网。我的手机是s6

1911: 看着像盗版天天酷跑

1912: 闪退

1913: 赞赞赞赞赞赞赞赞赞太赞了

1914: 是单机游戏么

1915: 要不要网？

1916: 一直闪退！！！

1917: 老闪退！一次都没玩到！

1918: 非常好玩啊    支持跑男

1919: 啥玩意？总是闪退！

1920: 真心不错！很赞，只是有时上不去。

1921: 充值2次，坑钱的主。

1922: 要网吗？

1923: 容易被骗钱吗。

1924: 不好玩，跟酷跑一模一样

1925: 质量太差了

1926: 很好玩啊

1927: 好好

1928: 好玩

1929: 啥玩意呀，总是闪退

1930: 差评

1931: 为什么我买两次安琪儿人物礼包  给的全是队长的礼包  扣钱还是扣的 安琪儿礼包的钱（40元）  求解释  黑心呀

1932: 两次还都是扣掉安琪儿礼包的钱（40元）  求解释

1933: 为什么  我买了 两次安琪儿的礼包都是队长礼包  这么坑人   求解释

1934: 我稳定一安装就是太极熊猫啊

1935: 闪退，差差差

1936: 哎，人物少，还不如玩天天酷跑

1937: gash

1938: 还行吧！能玩儿

1939: 怎么老是闪退！

1940: 游戏玩一玩，寂寞的人爱看我的名字

1941: 老闪退

1942: 就是天天酷跑嘛！

1943: 老闪退

1944: 闪退

1945: 很好，，牛逼啊

1946: 闪退，卡

1947: 脑残

1948: 不知为何刚刚一直卡在登陆面上，重启动才能进去，

1949: 要网吗？

1950: 用六块买了周卡，说直接变v2，怎么玩还是v1，活动说充值有奖励，我现在还没有拿到。

1951: 这年头除了模仿就是模仿，人都没有自我了吗

1952: 说真的，这一星都不想给，起跳和落地点的设置都有问题，人物不仅难看还不灵活，两次弹跳连接不上，还有那鸡肋的撕名牌，各位，不下也罢……

1953: 。。。。没有亮点。

1954: 冲钱怎么不给礼包，骗人的。

1955: 根本进不去！！！

1956: 正式版咋进都断线  ，一下没玩，差评！！

1957: 什么垃圾游戏，抄袭天天酷跑就算了，还闪退，真无聊，大家千万不要下

1958: 非常好玩的游戏，推荐下载

1959: 和其他游戏没啥区别，枯燥无味没点创意   哎！

1960: 闪退，什么意思

1961: 正式版终于上线了。好期待变化啊

1962: 闪退

1963: 奔跑吧，兄弟！！！！！！！！

1964: 进不去

1965: 根本进不去 请问呢些说什么紧张刺激的在说求呢

1966: 我也是呵呵了 这他妈骗人的呢

1967: 老闪退

1968: 还好吧就是有时有点坑，跳不起来

1969: 未正式公测，建议公测之后再玩

1970: 老是退出来啊    大家都别下啊

1971: 我了个去你下了三次，骗人手机早没电了！真不知天高地厚了吧！滚！哈！哈！哈！哈！

1972: 我接着前面说不但开不开，还特别坑人！

1973: 这个游戏不好玩！打不开，你来给我打开啊！一群骗子！大家千万不要下载！谁说能打开呀！真不要脸！

1974: 这一点也不好玩，打不开，请大伙千万不要下！！！他们说的不对，他们是骗子！

1975: 太好玩了

1976: 太好玩了

1977: 李晨和金钟国咋得

1978: 不咋地

1979: ……

1980: 总之能玩，无聊的人可以下载了玩儿。卡机了就卸掉重装，不会清空数据。我已重装3次了…………₩_₩

1981: 现在的游戏就是没品味，太无聊了。

1982: 不咋地。和酷跑没两样

1983: 没有一点创意，根天天酷跑差不多。

1984: 真是太好玩了！

1985: 能开开呢谁说开不开?

1986: 完全模仿天天酷跑，毫无新意

1987: 卡进不去还是不加的好

1988: 我想看看你天才陈赫

1989: 进不去

1990: 有个任务是消费500钻石 我完成了 领不了 退出重进之前消费的进度都没了 给我个合理的解释可以吗？难道还要我再充？才能完成？

1991: 能找到很多风之旅的影子,不过我有风之旅的基础,玩这个不难

1992: 游戏玩累了就开始玩pp语音，在男女之间找到有意思的乐子，可有趣了！

1993: 闪退

1994: 和腾讯的天天风之旅一样呀！不过很有意思！

1995: 官方手游就是叼，支持支持

1996: 很棒

1997: 登陆不了

1998: 妈蛋~肿么还不修？让不让人玩了？有没有天理？

1999: 一星都嫌多！

2000: 服务器有问题

2001: 我敢说玩过一次后卡在登陆界面进不了么？优化渣就算了！服务器也渣！流畅模式开不开启都卡！不要让一个垃圾游戏破坏一个热门综艺节目啊！就因为同名立马给一星！

2002: 进不去

2003: 老闪退

2004: 点宠物点不出来，还TM一直让点，玩都不能玩了

2005: MB，一晚上了还没有人解决问题么

2006: 到选角色就显示服务器有问题就点不动啦。

2007: 登入没反应！！！！！有一样情况的没？

2008: 游戏出问题了都没有人反应呢？

2009: 总出现闪退

2010: 比其它的山寨跑男强多了

