1: 酷毙了

3780: 节目里明星们互相撕扯名牌的画面，让我们看的热血沸腾

3781: 关卡模式、无尽模式和PK赛，比较有趣

3782: 花样百出的系统，我真的是喜欢

3783: 与跑男团零距离接触，超级喜欢

3784: 众明星新年领跑，一起加油吧

3785: 跑男来了!非常喜欢

3786: 让我们像明星一样奔跑吧

3787: 达到一定等级后会解锁某些技能

3788: 玩法内容反复比对、真不错

3789: 乐逗游戏《奔跑吧兄弟》手游研发团队通宵研究节目，赞一个

3790: 画面感十足，刚开始也会有十分详细的新手教程，

3791: 游戏操作十分简单，我想用李晨这个角色

3792: 大家都说好想也玩里面的游戏

3793: 玩玩游戏看看跑男 生活如此多娇

3794: 还没有12岁的表弟跑的远。

3795: 承认自己是个游戏渣，跑男第八关就过不去了

3796: 包含关卡和无尽两大模式，很喜欢

3797: 游戏以节目实地场景为原型呢

3798: 对我这个爱玩手游的人来说还是很不错的

3799: 太慢，打不开，赶紧卸掉

3800: 尽可能保留节目的玩法，业界良心啊

3801: 密函怎么用

3802: 融入了跑男中的原班人马及还原场景，很喜欢

3803: 这7个人都很喜欢，现在用的是陈赫

3804: 这款游戏的留存也创造了跑酷类游戏的最高纪录

3805: 我更欣赏节目策划组，让玩的看的都开心

3806: 明星不仅要玩游戏做任务，很多时候危险也很多

3807: 琳琅满目的内容等将在不断的探索中慢慢呈现。加油吧

3808: 玩撕铭牌的游戏，回家还要玩

3809: 下载来体验，下一个“跑男”就是你。

3810: 刚才下跑男手游，解锁baby的礼包

3811: 还不错，有意思

3812: 没有郑恺，陈赫，王祖蓝

3813: 没有李晨陈赫郑凯王祖蓝

3814: .................................

3815: 差！！！！！

3816: ......

3817: 各种恶心设定，障碍物无提示出现，运行不流畅，所以非好手机、反应超牛者勿玩；各种坑钱陷阱，所以反应超牛、手贱、穷逼勿玩。总结，勿下载。

3818: kabi
youxi

3819: 想要郑恺

3820: 不错啊！

3821: 还不错。

3822: 进不去是你自己的事，我的就很好，还有做中国人要有礼貌哦，亲

3823: 什么破玩意进都进不击去

3824: 这个...是不是...有点卡，不对是非常卡

3825: 买了个王宝强18 当时短信也提示的消费18 也没说什么代购费 后来手机就欠费了 查了之后才知道还收了什么代购费25 买的时候根本就没说什么代购费

3826: 哎，进了一次又一次，每次进入还都从第一关开始，伤心呀！

3827: 小赤赤在跑男结束之后，一定也不会闲

3828: 我们来玩跑男里当然了的那个游戏！

3829: 奔跑吧！还跑什么呀，跑不动了

3830: 关卡地图也很有意思，真心不错的游戏哦

3831: 陈赫，你在游戏里长这样。。

3832: 不过超哥的样子没本人帅，好么

3833: 宝宝和Baby的Q版造型很可爱

3834: 每一位都给我们留下了深刻印象，喜欢这个游戏

3835: 希望一直有李晨，大爱李晨！

3836: 跑男游戏，浪漫升级～

3837: 对我这个跑酷新手来说还是很不错的

3838: 加入了撕名牌、多宝箱很有趣的环节

3839: 乐逗游戏赢得了2015年手游市场开门红，支持下

3840: 朋友推荐的游戏，感觉很棒的

3841: 将节目精髓用手游形式表现，很喜欢的好游戏

3842: 与浙江卫视、360手游等团队多方联动，真不错

3843: 中国的跑男们是在拿生命做游戏啊，喜欢

3844: 玩游戏就像感悟人生一样，让我们一起奔跑

3845: 不仅仅是生搬硬套节目的环节。

3846: 按捺不住下载游戏开始狂奔了哦

3847: “全民奔跑”的氛围很浓厚，身边很多人在玩

3848: 比其余同类型手游好太多了。

3849: 总之，很喜欢的游戏，喜欢超哥！

3850: 跑酷手游，超爱跑男

3851: 里面的笑点，槽点，时尚点都是精心策划营销

3852: 撕名牌如此之火，各位也按耐不住了吧

3853: 还原“撕名牌”等多种极具节目特色的玩法

3854: 打造出关卡和无尽两大模式，超好玩

3855: 在跑男里总是有点子,玩游戏特别爷们

3856: 玩游戏的时候超厉害

3857: 360手游和乐逗游戏联合打造。注定强大！

3858: 吸引大批跑男粉丝参与，我就是这样来的

3859: 这款游戏拉开了和其余同类型手游的差距。

3860: 游戏中保留了7位MC主角哦

3861: 各种攻略、礼包、活动，快来和我一起

3862: 真的是全城瞩目

3863: 最炫最好玩的跑酷游戏《奔跑吧！兄弟》

3864: 感受速度与激情的完美碰撞！

3865: 没想象中的好

3866: 喜欢玩跑酷类的，边玩边大喊大叫

3867: 老妈最近也成了手游一族

3868: 夺宝箱等多种节目特色玩法

3869: 打斗、过关、超有趣

3870: 奔跑、闪躲，飞驰，玩家可以技能升级

3871: 等不及的小伙伴先来畅玩一下

3872: 让你根本停不下来

3873: 看跑男看上瘾了…真的好想玩这个游戏

3874: 首创3D还原，人物都挺可爱的

3875: 还可以化身陈赤赤，baby，超级赞

3876: 真的很激动，终于可以体验一把撕名牌的快感

3877: 150个宝宝名牌可获得宝宝一枚

3878: baby很呆萌哦。。角色可以升级。。

3879: 瞬间感觉游戏又高大上了

3880: 跑男来了这个游戏让我每天都有事情去做

3881: 人物的画面很不错，我喜欢的手游

3882: 乐逗游戏2015年的开局之作，喜欢

3883: 游戏位于新游排行榜首位，真不错

3884: 在“跑酷”的同时完成各种任务、打败各种怪物等。

3885: 真的是无尽趣味，玩起来很轻松的

3886: 非常用心的节目和游戏，多种模式

3887: 让我们也掀起一场撕名牌大战吧～

3888: 这游戏居然让我花钱了- - 吃了哑巴亏啊

3889: 真的挺失望的，等了这么久，游戏都没有更新，画面还是没变化，真的失望

3890: 垃圾游戏，没提示被扣了29元

3891: 垃圾游戏，一不小心就扣钱

3892: 加油吧，奔跑吧兄弟。我爱你们。

3893: 很好，给力

3894: 打不开

3895: 花了二十九我就当做善事了，什么玩意确认不买一遍又问一遍，恶意让人失手按错，什么恶心玩意，尼玛手贱下载了，不推荐下载玩，各种游戏的结合盗版货

3896: 狗骗子

3897: 进都进不去，什么垃圾游戏呀

3898: 小赤赤在跑男结束之后，一定也不会闲

3899: 我们来玩跑男里当然了的那个游戏！

3900: 奔跑吧！还跑什么呀，跑不动了

3901: 脑残游戏，玩的卡的跟什么一样，卖了个Baby玩不了，无语！

3902: 关卡地图也很有意思，真心不错的游戏哦

3903: 陈赫，你在游戏里长这样。。

3904: 不过超哥的样子没本人帅，好么

3905: 宝宝和Baby的Q版造型很可爱

3906: 每一位都给我们留下了深刻印象，喜欢这个游戏

3907: 在签到10天，得到黄金车，就全满了。不用人民币买的车全有，并且全部改装完。领航员全有，全都满级。

3908: 希望一直有李晨，大爱李晨！

3909: 跑男游戏，浪漫升级～

3910: 对我这个跑酷新手来说还是很不错的

3911: 加入了撕名牌、多宝箱很有趣的环节

3912: 乐逗游戏赢得了2015年手游市场开门红，支持下

3913: 朋友推荐的游戏，感觉很棒的

3914: 将节目精髓用手游形式表现，很喜欢的好游戏

3915: 与浙江卫视、360手游等团队多方联动，真不错

3916: 中国的跑男们是在拿生命做游戏啊，喜欢

3917: 玩游戏就像感悟人生一样，让我们一起奔跑

3918: 不仅仅是生搬硬套节目的环节。

3919: 按捺不住下载游戏开始狂奔了哦

3920: 我只能说这游戏没什么可玩的。不就是个跑酷游戏。而且还那么的简单。关键在于动不动就在你不知道的情况下就扣钱了。扣钱了还没有弥补的办法。一扣就是几十谁tm受得了？我已不想说什么了，老子认栽

3921: 比其余同类型手游好太多了。

3922: 总之，很喜欢的游戏，喜欢超哥！

3923: 跑酷手游，超爱跑男

3924: 里面的笑点，槽点，时尚点都是精心策划营销

3925: 挺好玩的

3926: 撕名牌如此之火，各位也按耐不住了吧

3927: 还原“撕名牌”等多种极具节目特色的玩法

3928: 打造出关卡和无尽两大模式，超好玩

3929: 在跑男里总是有点子,玩游戏特别爷们

3930: 玩游戏的时候超厉害

3931: 吸引大批跑男粉丝参与，我就是这样来的

3932: 这款游戏拉开了和其余同类型手游的差距。

3933: 游戏中保留了7位MC主角哦

3934: 各种攻略、礼包、活动，快来和我一起

3935: 真的是全城瞩目

3936: 最炫最好玩的跑酷游戏《奔跑吧！兄弟》

3937: 感受速度与激情的完美碰撞！

3938: 喜欢玩跑酷类的，边玩边大喊大叫

3939: 老妈最近也成了手游一族

3940: 夺宝箱等多种节目特色玩法

3941: 打斗、过关、超有趣

3942: 奔跑、闪躲，飞驰，玩家可以技能升级

3943: 等不及的小伙伴先来畅玩一下

3944: 让你根本停不下来

3945: 看跑男看上瘾了…真的好想玩这个游戏

3946: 首创3D还原，人物都挺可爱的

3947: 卡了，结果PK跑了140多万

3948: 还可以化身陈赤赤，baby，超级赞

3949: 真的很激动，终于可以体验一把撕名牌的快感

3950: 150个宝宝名牌可获得宝宝一枚

3951: baby很呆萌哦。。角色可以升级。。

3952: 好极了

3953: 跑男来了这个游戏让我每天都有事情去做

3954: 人物的画面很不错，我喜欢的手游

3955: 乐逗游戏2015年的开局之作，喜欢

3956: 游戏位于新游排行榜首位，真不错

3957: 在“跑酷”的同时完成各种任务、打败各种怪物等。

3958: 真的是无尽趣味，玩起来很轻松的

3959: 非常用心的节目和游戏，多种模式

3960: 垃圾游戏.没反应过来直接扣了我54元没提示

3961: 让我们也掀起一场撕名牌大战吧～

3962: 根本就打不开  垃圾游戏

3963: 不好，拉圾游戏

3964: 一般

3965: 你们就知道说这个游戏是垃圾 明明上面就写着道具付费 没钱就不要下载啦嘛 扣了钱还在这嚷嚷

3966: 骗钱啊啊啊啊啊啊啊

3967: 很不错，值得体验

3968: 垃圾，动不动具体是扣钱

3969: 就是骗钱的货

3970: 不小心就被坑了29块

3971: 这游戏是坑爹中的坑爹，一按就扣钱，千万不要下啊

3972: 秒退毛意思

3973: 好卡！！！

3974: 希望大家不要下载这个游戏，太他妈的坑爹了！扣费都不提示的，点一下就扣了29块！

3975: 为什么保存不了存档

3976: 没意思 上来就坑掉我30话费 果断差评

3977: 打开超级慢！！！移动坑钱的玩意儿！！跑的时候障碍物突然掉下来躲斗躲不掉！！关卡超级难

3978: 破游戏，闪退

3979: 好玩，可惜没陈赫，李晨，祖蓝，郑恺

3980: 开了一次后，就开不了了

3981: 人物太少 没有   陈赫 李晨 祖蓝  郑凯

3982: 强盗还没弄明白被扣29，你他妈该死。

3983: 垃圾游戏，还没开始玩，就误导人买东西，妈的想钱想疯了吧，扣了我29块。

3984: 铃铛人怎么抢

3985: 刚下载 还木尝试

3986: 很好玩！

3987: 还行只是有点担心呀

3988: 垃圾游戏，我刚跑到掉到掉障碍物的的啪的一下就掉下来了。真T W恶心

3989: 好得很！！！

3990: 没有陈赫，李晨，祖蓝，郑凯

3991: 好玩，就是太难过关了，我第8关一直过不去。。。（不要嘲笑我）

3992: 不好玩，玩第一次可以，第二次就玩不了了！

3993: 车神打不开

3994: 就是太难刷名牌了

3995: 不好玩，还没有我是车神好玩

3996: 尼玛比吃劳资29.9元话费?黑心的360

3997: 目测好多喷子，14年的机子都玩的好好地.

3998: 你妈的吃话费

3999: 联想A788t打不开，好想玩

4000: 打了一万次了也打不开！！！！！！！！！

4001: 什么破游戏，打不开

4002: 根本打不开

4003: 死b.根本打不开

4004: 根本打不开，受不了

4005: 根本打不开

4006: 垃圾死了，根本打不开

4007: 垃圾！！！太烂了真的！！！

4008: GOODF

4009: 太好玩了，力挺跑男，奔跑吧兄弟！

4010: 垃圾

4011: 什么破比游戏SB玩意儿。

4012: 垃圾，一下到就打不来，骗子

4013: 逗比游戏，打不开！

4014: ？意思？打不开

4015: 还不错，好好玩

4016: 废物游戏我好想打开发者一顿

4017: 太卡了

4018: 进不去
我怎么进不去

4019: 怎么进不去呀

4020: 不停的卡...而且加载超级慢...

4021: 太卡了

4022: 这就是个强盗转件，没有输入手机号码，就直接支付了29元。

4023: 怎么进去呀！死，狗屎

4024: 一直闪退 怎么玩？

4025: 还不错。

4026: 这游戏真贱，明明按了跳，他就是不跳，非让你撞上才行，真贱！

4027: 游戏挺好玩，但是太难了，而且动不动跳出付费窗口

4028: 我怎么进都进不去阿！！！

4029: 好棒哦！大赞！大赞！大赞！^_^^_^

4030: 不好玩，差

4031: 对，没事闲的，出障碍物

4032: 为什么！关卡打不开了呢

4033: 嘛的，点错了，买了超哥25块，丫的，气死我了

4034: 垃圾游戏，时时刻刻出充钱窗口。开发商想钱想疯了？

4035: 好玩，喜欢里面的任务，我是跑男的粉丝

4036: 游戏性较其他同类，一个字，差劲，什么垃圾设计，障碍物猛地突然冒出，谁设计的，要吓死你妈啊，谁那么快反应，没意思

4037: 这款游戏非常棒

4038: 垃圾的要死      骗你一直点   结婚出来个要钱的

4039: 打不开啊l823

4040: 会突然买装备扣钱，差评

4041: 不小心会被扣钱，还是不要玩了。秒删！

4042: 不错奥

4043: 总是要钱，没钱就过不了

4044: 却时挺好玩

4045: 好坑   被骗了25块的手机费    不要下了    一点也不好玩

4046: 好玩么？

4047: 一点扣了我二十五块钱，无聊的游戏，一不小心就扣几十块钱，什么呀

4048: 太太太太太太好玩了！

4049: 赞赞哦！

4050: 打不开

4051: 我觉得挺无聊的

4052: 不好玩哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈下了好后悔

4053: 闪退

4054: 很值得一玩哦

4055: 特别卡！！！要不就打不开！！！不好玩！！！！！

4056: 凑足五个字

4057: 跟着跑男一起奔跑起来吧！

4058: 呵呵呵呵呵呵呵

4059: 不错，很好玩！

4060: itukgfkufckjyd

4061: 超级不好玩！

4062: 我只是一个小孩子喔！

4063: 有点卡

4064: 打不开

4065: 好好玩

4066: 闪退啊

4067: 不错，只有超、宝宝、baby……

4068: 大都打不开

4069: 好玩

4070: 打不开

4071: 好难哦！！

4072: 太卡了，无语

4073: 闪退

4074: 为什么闪退！

4075: 很好

4076: 呵呵哈哈哈哈

4077: 根根本就打不开

4078: 不想说了坑爹玩意删了

4079: 进不去。
打不开。
下不了。

4080: 难度大 有点卡  不过蛮值得挑战

4081: 刚打开就黑屏过后就闪退，一点都不好

4082: (^o^)/~

4083: 刚刚下  不知道好不好玩。

4084: 游戏不错，但是为什么每次一进入要充钱加能量或其他东西的时候没有返回上一页面的标志？如果摁退出就直接退出游戏了！

4085: ......

4086: 烂游戏、害我花30几元钱、不要脸的游戏

4087: 什么意思

4088: 很好，就是买人物的钱太贵

4089: 打不开了

4090: 根本就打不开

4091: 太棒了

4092: 为什么会闪退？

4093: ?????

4094: 为什么下了打不开，郁闷

4095: 怎么用密函？

4096: 为什么会闪退啊?？！！！

4097: 希望第二季不要换人

4098: 玩不成

4099: 超不好玩，死游戏

4100: 为甚么玩不了。。。

4101: 为毛进不了

4102: 卡死了，没的玩。我擦。

4103: 什么时候更新

4104: 额，为毛打不开，

4105: 凑活吧    游戏不错但是打开太慢玩一会就卡机

4106: 第二季会请更大牌艺人，游戏更好玩。

4107: 謝謝跑男陪我走過了遠在他鄉的日日夜夜

4108: 操作很流畅，小朋友也爱玩

4109: 游戏里的人设造型都很逼真哦

4110: 节目影响了好多人，一定要玩这个跑男游戏

4111: 有两个人都躺地上不起来，明星效应挺厉害的的

4112: 自动发信息

4113: 像邓超，宝强疯狂的跑一次

4114: 《奔跑吧兄弟：跑男来了》更讲究游戏策略性以及玩家对游戏的探索空间。

4115: 比起其他跑酷游戏，跑男很有趣哦

4116: ！！！超爱的游戏

4117: 王宝强得 150个宝宝名牌呢

4118: 跑男来了这个游戏，谁知道怎么得高分

4119: 游戏玩法抢宝箱、撕名牌、背胖妞挺有意思的

4120: 灵活的宝宝我最喜欢了

4121: 玩家很容易快速上手，不难

4122: 以发行见长的乐逗游戏在自研领域也开始全面发力。加油

4123: 嘿嘿，我觉得不要刻意去收集金币哦

4124: 人品爆发，跑了好久好久

4125: 手机上边都有了，身边好几个人都在玩

4126: 我擦。。超级跑鞋很牛的

4127: 经典跑酷最新作~必须下载哦

4128: 七位兄弟人气都很旺，每个人我都喜欢

4129: 游戏中出现的道具都不错

4130: 撕名牌游戏要怎么玩？

4131: 邓超技能的效果是30秒获得超级跑鞋

4132: 开创3D跑酷手游的2.0时代。牛！

4133: 玩了一会，目前感觉还不错

4134: ‘背胖妹’‘撕名牌’等玩法将不断呈现在我们面前

4135: 捡漏王祖蓝才是最棒的，哈哈

4136: 收视率4.08再度破4，真不错的节目，所以来玩玩游戏

4137: 贱贱的陈赫，我最喜欢了

4138: 伴随着欢笑与泪水,跑男第一季结束了，玩游戏吧

4139: 我疯狂的和小伙伴们一起玩跑男游戏

4140: 在游戏和主题的设计上还是希望有和中国文化和地域特色相关的东西

4141: 班级如果以后玩跑男，这个游戏不错

4142: 为了晨儿我也会去下

4143: 跑男来了的同款游戏……呵呵哒

4144: 虽然不怎么看综艺节目，但这个还是蛮喜欢的。

4145: 王宝强人物等级上限是30级啊

4146: 2015和跑男一起全民狂欢，享受奔跑盛宴。

4147: 昨晚上在万达门口看到一群人在玩这个游戏

4148: 我哥哥带我玩的，好笨好郁闷。。

4149: 游戏嘛，为神马过不了任务、

4150: 还是跑男给力啊，最近比较喜欢的游戏了，

4151: 很喜欢《奔跑吧兄弟》让我们快乐无限。

4152: 人物太少了

4153: 很有趣。。明星形象与玩法内容相结合。。

4154: 玩法内容超级有趣，不错的游戏

4155: 当之无愧的成为2015年首款现象级手游

4156: 我有一同学跟他老公在家玩撕名牌游戏，玩的特开心

4157: 因为热爱运动，所以关注跑男为快乐奔跑

4158: 游戏同样受到市场的肯定，加油吧

4159: 体验撕名牌的快感吧！

4160: 很有趣的，300个超哥名牌才能获得邓超

4161: 最近上班的路上一直在玩

4162: 女性玩家多的游戏果真很不错

4163: 有人来一战嘛？哈哈

4164: 想试试跑男里的当然啦对话游戏

4165: 依据节目内容打造的手游《奔跑吧兄弟：跑男来了》不错呢！

4166: 经典撕名牌环节以及特色玩法在游戏中完美还原

4167: 一堆人晒记录求AB带着打游戏，不求带

4168: 老是闪退，闹哪样！！！

4169: 喜欢的人永远在  晨妈妈大爱你  还有宝宝跟祖蓝  因为祖蓝很聪明哦  (^_^)

4170: 打不开

4171: 什么破游戏，进去或者奖励直接弹出立即领取，我点了，扣了我29元话费，这么玩文字游戏对得起玩家吗？每天一刷，直到客服解释，各大网站也会留下证据

4172: 打不开，根本玩不了！

4173: 游戏还不错，希望角色有待增加，内容更加丰富

4174: 好。

4175: 好！

4176: 非常好

4177: .在上十？

4178: 不是特别好玩！

4179: 还行    才怪！！！！！！！

4180: 一开始还行，然后就自己退出，好烦啊！

4181: 人太少

4182: 手3人凤飞飞

4183: 特別不错，可以和名星一起玩！

4184: 挺好的，建议下载

4185: 什么破游戏啊

4186: 最爱跑男，支持邓队长

4187: 垃圾游戏！！！打不开！！！！！！！！！！！

4188: 太完美了lloveyou????

4189: 快点更新，我都玩到20关了

4190: 打不开

4191: 都玩不成

4192: 里面有李晨和陈赫吗？

4193: 嗯……还行人物太少，一打开吓了一跳，一男一女粉丝和三个人物（邓超，杨颖，王宝强）

4194: 垃圾游戏完美卸载

4195: 打不开！什么意思呀！！！！！！！！！！！！！！

4196: 什么烂游戏，还扣钱真垃圾

4197: 小心扣钱

4198: 打不开！点开 过一会就回到主界面！ 好想玩！

4199: 挺好玩的！！！

4200: 手机配置低的不要下太卡了

4201: 妈的怎么卸不下去

4202: 真打不开。。。

4203: 为什么，为什么，打不开

4204: 太差了，老是买这个买那个。千万别下！

4205: 好，不错，很喜欢

4206: 还行，休闲娱乐来一个

4207: 不错的休闲游戏喔！！！

4208: 还好喔、休闲游戏！！不错的！

4209: 抢钱啊   垃圾  虽然爱跑男但是游戏真的很无良

4210: 玩着不错很容易上手！！支持！！

4211: 一起奔跑吧，兄弟

4212: 太差了，卡死了:-(

4213: 这么多水军，为何！！！？？？

4214: 直接扣了200多元别下

4215: 垃圾游戏，一点都不好玩。

4216: 联想a788t打不开呀！

4217: 这游戏也太肯人了，跳出来的东西都没一点提示要钱，点一下就扣了15块，都不用确认就扣钱，你怎么不直接去抢啊

4218: 不好玩

4219: 闪退，不稳定

4220: 垃圾玩意

4221: 就一垃圾游戏，才进去不知道什么地方跳一图片出来，点一下就没在了，29元。说真心话，玩过最垃圾的游戏了！

4222: 好评，很喜欢看奔跑吧兄弟，游戏很刺激

4223: 最爱跑男哇咔咔。
非常好玩的游戏。
——疯狂的极客。

4224: 垃圾游戏～东西突然就弹出来～能量用的很快～这个游戏骗钱

4225: 打不开

4226: 难玩，各种收费，道路界面永远是一样的。没劲。

4227: 大爱，天天玩，

4228: 靠！进不去！烂死了！

4229: 垃圾游戏浪费兄弟们的辛苦

4230: 突然跑出来的障碍物，让人没有一点防备。可以理解为对注意力集中的练习，但是对于一个成功的游戏来说，考验玩家就是最大的失败！总得让玩家感觉有趣才可以，而不是难玩！！！差评！！！

4231: 非常好玩的游戏里面有我们所熟悉的人物  晨妈妈最有爱咯  一直保护着陈赫  小贤看好你

4232: 根本打不开。

4233: 好极了，体验到了撕名牌的乐趣?

4234: 也太烂了吧，坑了这么多少，真是好笑，什么都不知道平白无故没了200多块钱，什么烂游戏，各位玩家千万不要下载

4235: 真的，这游戏简直对不起请的这么多水军

4236: 呵呵，美工真的差，就不怕砸了牌子

4237: JJKLKJJ

4238: 神呀，为什么到了邓超跑地球的界面一会就闪退啊

4239: 一堆人晒记录求AB带着打游戏，不求带

4240: 为了更深刻理解节目精髓，不错

4241: 精彩激昂的玩着游戏，一回家就玩，哈哈

4242: 好有趣的游戏。很刺激 ，真是美的画面。

4243: 好喜欢陈赫，画面效果不错的

4244: 好玩的游戏，人物设计都好可爱啊

4245: 节目中的极具代表性的环节都很不错

4246: 游戏开发非常用心，针对明星形象反复对比

4247: 同名3D竖版跑酷类手游。很有趣的游戏哦！

4248: 游戏玩法，是粉丝们的福利

4249: 画面、音效、系统还是玩法都不错

4250: 看跑男完全是因为妳

4251: 闯过难关，能得到一个不一样的游戏世界

4252: 游戏增加一定难度，才有意思哦

4253: 每到一定程度，游戏也会设置一些‘障碍’哦

4254: 游戏发起的‘全民制作人’活动，让我们都参与到游戏制作中来。

4255: 过了把撕名牌的瘾。

4256: 随着关卡的推进，玩法就越来越多了

4257: 成为‘跑男’一员吧，哈哈

4258: 回來以後一直忙到現在才剛看完最後一期跑男

4259: 闪退？！为什么！！！

4260: 寒假了，每天上网打游戏逛淘宝～

4261: 进入游戏，首先会接触到简洁直接的新手指导

4262: 多想念跑男多想看撕名牌多想看他们多想看他们七个

4263: 太凶残了，我看跑男加进这个游戏不错

4264: 跑男已经火成这样了么

4265: 看完跑男之后，对于快本已经完全看不下去了

4266: 合理的加入了一些人机竞技和人人竞技玩法。

4267: 不知道点了什么花了我29元。简直坑嗲，不过会继续往下去，花了29元，不管怎么都得玩。

4268: 玩法创新——角色升级、技能升级都不错

4269: 女汉子的baby，真的很棒，我买了这个角色

4270: 哎呀，赶快下载，和赫赫一起跑起来

4271: 不错不错 节目中的情节还原的不错

4272: 实现最佳用户体验，很有趣的玩法

4273: 敏捷移动，不愧出自同名节目的手游

4274: 推荐给同学玩，他一下子比我厉害了

4275: 流畅操控，乐逗游戏研发，真心好游戏

4276: 激情无限，搞笑连连

4277: 还有节目拍摄地模拟还原哦

4278: 支持单人对决和万人跑酷等多种线上玩法。

4279: 玩游戏很过火，很喜欢哦

4280: 哈哈，我也跑男脑残粉，所以一定会玩游戏

4281: 喜欢AB，希望你加油，我会一直支持你的

4282: 明星形象挺好玩的，很形象

4283: 还是一起感受飞驰狂奔的“超快感”吧

4284: 挺好玩的,我基本都闯过去了.

4285: 与偶像一起开启全新酷跑旅程。

4286: 想选baby的话，， 每30秒获得盾牌

4287: 让竞技充满了真实感。

4288: 无论是单人对决还是万人对战，都不错

4289: 因为喜欢节目 所以下载的

4290: 左右移动从而来躲避障碍

4291: 很好玩，控制主角向上跳跃，看你的

4292: 简单上手只需通过上下左右的滑动屏幕

4293: 刚开始得到的男粉丝最高是20级

4294: 哈哈哈 人物的画风很可爱的

4295: 邓超的获得条件 还不算难

4296: 哈哈，不错，看完节目玩游戏，满满的回忆

4297: 这个手游是2015的开创之作，真心给好评

4298: 看完跑男最后一期，略不舍。

4299: 连续14周拿下周五档综艺霸主地位哇，游戏我也很喜欢

4300: 针对跑男的粉丝投放了近十万份的问卷调查，游戏才这么好

4301: 《奔跑吧兄弟》第一季完美收官，游戏一定要支持

4302: 为什么第七关咋点都点不开

4303: 不好玩，每次跑着跑着就有字幕出来阻拦视线

4304: 一点边不好玩,第二十五关花了我三十节左右的能量都闯不过去

4305: 坑死了  害得我不知道怎么就花了29元  就是骗钱  巨坑  ！！！

4306: 超级好玩

4307: 太卡  为什魔

4308: 妈的，连返回键都没有，叫人怎么玩？？？产家是不是脑残！！！！

4309: 首先 一打开礼包弹出来以为是免费的就领取谁知道想太多了…第二 角色只有三个宝宝超哥baby其余两个粉丝baby的角色还特难看一点都不像baby 第三  体力边跑边消耗…捡不到体力瓶就死了！！扫兴！！ 感觉此游戏还有很多改进的地方！！能改进会更爱…！！

4310: 推荐单机冒险游戏 杰克大冒险。

4311: 打不开⊙▽⊙

4312: 慢，要钱

4313: 好多话华东交大女王节话费你都不接好多年对多喝点

4314: 恶心，进去卡卡卡，又卡出来了，妈的，什么烂游戏！！

4315: 为什么开不了

4316: 非常好玩。

4317: 千万不要下！太卡了要钱！128元

4318: 说着游戏好玩的，肯定是水军。这游戏真TM的垃圾，还收费，玷污了跑男这挡节目。果断卸载，浪费我的流量…！

4319: 为嘛打不开！

4320: 逗比游戏，谨慎点啊，玩高兴了点错了就是出钱的活。。果断卸载了

4321: 超级恶心，我弟弟玩我手机，玩这个游戏，手快误点了，把baby女汉子礼品也买了，超哥礼品也买了，宝宝礼品也买了，今天我手机已停机，刚刚开机，结果一上去只有baby这一个礼包的东西，却扣了我69元，这是为什么，纯属忽悠，果断卸载再也不玩了，什么破J8游戏

4322: 好玩的

4323: 给的礼包全是已使用。。呵呵我也是醉了

4324: 不好玩，都给珊了

4325: 什么破游戏，进去就出礼包，然后就出现立即领取，你点了，就扣你话费，就这样是作死的节奏啊，客服可否出来解释一下，我会一直刷下去

4326: 我是冲着撕名牌来的

4327: 破游戏，跑二步体力就没了，土豪的游戏

4328: 不好玩，还收费！！

4329: 扣了我26块

4330: 推荐单机冒险游戏 杰克大冒险。

4331: 好玩，看到是跑男我才下的，打不开应该是你们手机不行

4332: 为什么打不开？？？

4333: 怎么不能玩啊

4334: 根本就打不开

4335: 安起了

4336: 怎么返回页面啊

4337: bunengxiazai

4338: 超好玩

4339: 礼包怎么用啊？

4340: 怎么打不开呢

4341: 闪退

4342: 永远支持跑男，只是好舍不得啊，加油，好玩死了！

4343: 自己觉得还不错

4344: 还不错

4345: 存不上档什么情况

4346: 有一点点卡

4347: 好喜欢陈赫

4348: 好玩，可以撕名牌呵呵，挺好玩的，棒棒哒，爱baby，挺baby，

4349: 真够垃圾的，不小心一点就扣了我29块，现在弄个游戏什麽都在收钱，想钱想疯了吧

