1: 又变一点了  还开不开啊。

2: 什么时候开。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
1352: 敬请关注名侦探柯南，推理秀即将上演~~~

1353: 真相只有一个，凶手就是你(*^__^*)

1354: 柯南正版手游必须五分好评！！！！

1355: 终于公测啦公测啦啦

1356: 玩游戏的时候有一种重新看了一遍动画的感觉.-

1357: 怪盗基德怎么弄啊？好想要~

1358: 我来客观评价下，从小就特别喜欢柯南，内测的时候就在关注这款游戏，刚开始的时候有一些BUG，几次修改变化也挺大，不过现在玩起来已经很流畅了，内容也丰富了很多，动漫还原度很高，柯南粉儿一定不能错过。

1359: 是正版柯南十五字十五字十五字十五字……

1360: 等了这么久终于公测了，大爱

1361: 柯哀在一起 在一起 在一起

1362: 从内测的时候就一直在关注，终于要公测了，好期待

1363: 为什么进去，一到关卡最后就闪退！！！

1364: 柯南可以说是从小陪我成长的电视了，出了手游怎能错过？

1365: 好评 32个赞

1366: 人物还原度很高，跟动漫里的一样呢

1367: 真相只有一个——就是太好玩啦~~~

1368: 柯南终于出手游了，好期待=.=

1369: 不好玩，很无聊

1370: 非常期待的一款手游

1371: 进不去  一直都是登陆界面

1372: 大爱柯南！终于有柯南手游啦！赞赞赞

1373: 很好玩一亿个赞

1374: 非常期待  希望玩的人多点

1375: 非常期待   公测第一个登录有奖励没？

1376: 游戏不错，力荐！

1377: 太好玩了，不错，力荐！

1378: 为什么我老进不去啊？

1379: 虽然进不去，但看起来应该很好玩，想问一下是5.20才能玩吗？

1380: 祝《名侦探柯南》游戏越来越好，人气节节高升，服务器天天爆满！

1381: 祝《名侦探柯南》游戏越来越好，人气节节高升，服务器天天爆满！

1382: 555进不去

1383: 因为它是唯一一部年龄比我大的动漫。。。

1384: 总算等来了公测

1385: 偶像加油

1386: 说进不去的玩家们，5月20日公测噢！520我们相约柯南，带着小哀一起冒险。

1387: 加油，柯南，我唯一一部跟了很久的动漫！

1388: 名侦探柯南手游期待很久了 支持支持！！

1389: 很好

1390: 进不去是怎么回事

1391: 我期待这游戏很久了 坐等公测

1392: 怎么进不去？

1393: good

1394: 恭喜大火

1395: 看柯南，玩游戏，明羁绊，忆剧情，动脑子，你还在等什么

1396: 一直喜欢柯南动漫，也很期待手游

1397: 柯南，你太鸢总

1398: 名侦探柯南OL，玩了半年等了半年，终于迎来公测了〒_〒，这一次我一定要玩得更好，柯南给我回忆挥之不去，我也相信名侦探柯南OL手游带给我的也是一段以后回想起来不错的回忆。

1399: 名侦探柯南OL5.20正式迎来公测了，玩了半年等了半年，终于来了，这次我一定要玩得更好。

1400: 作为一个柯南迷必须支持

1401: 好玩，但是要等到20号。

1402: 好好好

1403: 玩不了。要20号

1404: 为什么不能玩

1405: 5月20号才能玩吗？

1406: 太好玩了，根本停不下来啊！

1407: 太好玩了  根本停不下来
期待越做越好
完全五星级

1408: 超级好玩

1409: 怎么要等到5月20号

1410: 好评，又好玩，配音是原班人马

1411: 值得期待！！非常喜爱柯南！！

1412: 在卡牌插画的制作上，《名侦探柯南OL》人物风格高度终于原著，将一个个活灵活现的动漫形象展现给玩家。据悉，游戏的卡牌和人物设计花费重金全部采用日方原班人马打造，并且在描绘众多人物的时候，采用的人物装扮也更多了，从不同角度欣赏玩家所喜欢的角色着实是一件愉快的事

1413: 游戏还不错啊，真好玩！
祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

1414: 我草全国人的妹呀！这样好玩的游戏玩不了！我真想把手机扔了！

1415: 五星好评

1416: 真的 好玩  喜欢  喜欢  停不下来  体力不够用牙

1417: 祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

1418: 柯南出了估计有二十年了，手游也终于出来了，一定好好好体验一下

1419: 那个老抢我科技碎片给我出来，保证不打死你！

1420: 一直都在关注这款游戏，终于要公测啦

1421: 画面挺不错，配音感觉会不会是原班人马…

1422: 哪位哥哥带我一起玩啊~

1423: 体力总是不够用，根本停不下来…

1424: 灰原哀是我的女神女神女神~~~

1425: 柯南粉一定要把这个游戏顶起来

1426: 自从玩了柯南，一口气儿上五楼…

1427: 超喜欢柯南的，终于可以玩手游了。要是能出解密类的就更好玩了。

1428: 运行很流畅，玩起来感觉很好

1429: 柯南出手游啦，不用去撸啊撸了…

1430: 游戏福利挺不错，感觉我这种吊丝也能玩….

1431: 谁知道如何款速获取卡牌啊？

1432: 从小学生等到大学生，柯南终于出手游咯~

1433: 全球定位系统很有新意，剧情也很吊，人物美，好评

1434: 太好玩啦，必须五星好评

1435: 剧情跟动漫一模一样，又重温了一遍

1436: 可以上阵好多人物，看来要多多收集卡牌啦

1437: 上来就有阿笠博士..看来他不是终极BOSS…

1438: 柯南，太好玩了，根本停不下来。

1439: 太好玩啦，根本停不下来

1440: 顶 柯南手游

1441: 前一段新闻还在批柯南动漫，手游这都出了，看来是下了很大一盘棋里….

1442: 步美的配音真是太好了，要是能多有点儿配音就好啦

1443: 然而柯南早已看穿了一切

1444: 礼包礼包~哪里可以领取礼包！

1445: 签到就送我的女神灰原哀，赞！

1446: 升级很快啊，第一天都快40级了

1447: 赶紧开新服赶紧开新服

1448: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

1449: 带刷的先停停吧，还没开服呢

1450: 好玩不错哦

1451: 业界良心 经典还原

1452: 那个全球定位很有意思的

1453: 有新兰党没？

1454: 买个月卡玩玩看

1455: 服务器竟然爆满 爆满 爆满进不去！

1456: 说下感受吧：1.副本的剧情还原很高 2.PVP玩法也挺多 3.卡牌制作也很精美 4.暂时没想到-.-总之就是柯南粉丝一定不能错过

1457: 人物之间都有缘分，阵容的选择十分重要

1458: 柯南正版手游必须五星好评

1459: 不知道能不能在游戏中见到黑衣组织BOSS呢

1460: 修仙休闲

1461: 5月20号才公测，好吧，被骗了

1462: 我tm想知道这游戏没开服你们说什么进不去

1463: 太棒了，我是一个柯南粉,我很喜欢

1464: 怎么又登陆不了了？

1465: 基本上都是五星……我是飞天密室的啊……只能进沉默环线是什么鬼

1466: 好玩 好评

1467: 影愈黑，暗愈浓，推理之光划破夜空~~

1468: 沉睡的小五郎是五星卡  我也是醉了

1469: 感觉有上百张卡牌人物，希望能早点儿收集齐

1470: 属性可以相克，千万别忽略

1471: 游戏整体上不错，不过好友还不太完善啊，期待尽快出！

1472: 呵呵，看了好多年柯南，竟然出手游了

1473: 我的名字是工藤新一，是解决困难案件的高中生名侦探~

1474: 大家是哪个区的啊。有人跟我一起玩么么

1475: 真是落后就要挨打啊~~科技碎片 金币掠夺 竞技场都被欺负~~

1476: 建帐号怎么那么费劲，再说一点也不好玩想给一星，看在柯南面子上给俩

1477: 更新后之前的游戏进度不见了  又得重新玩

1478: 新版本安装后，频繁闪退，疯了!咋玩啊!

1479: 有时候人物反过来了，很坑

1480: 侦探团起名怎么总是提示该帐号已存在啊，建号建了10分钟还没建好，什么玩意

1481: 不错

1482: 还不错

1483: 还不错

1484: 很差  总是超时，进都进不去

1485: 还不如那个cos好玩

1486: 。。。。。登录不上去

1487: 游戏背景很好 有剧情 虽然很简陋但是基本还算还原原版 不过战斗模式实在太复古了 还处在最初级的无操作模式  我觉得应该做成有选择性的模式  比如在特定场景下选择什么道具 并且加以合理的使用会更让这款游戏变得独特

1488: 无限闪退

1489: 为什么不好充值

1490: 网络一直有   但却说网络无法连接请稍后再试

1491: 非常好

1492: 玩不成

1493: 名侦探柯南OL很给力啊  祝柯南越来越火 名侦探柯南OL越来越给力!

1494: 非常好

1495: 太好玩了！就是希望不要老是闪退。

1496: 哀怎么领？

1497: 自从第一次上去之后，就总是闪退，再也没上去过，什么垃圾

1498: 为什么总有些公司来毁我们的童年？先是有某讯把火影的版权买来改成了回合制游戏，后又有这鸟卡牌游戏，说好玩的我只能呵呵了，火影与柯南的精髓全被你们这些垃圾公司毁了。

1499: 好好玩

1500: 最❤喜欢哀殿了，不喜欢兰。

1501: 好玩，力顶柯南君( ´▽` )就是能不闪退吗……

1502: 不能上

1503: 登不上去

1504: 为什么网络连接不好

1505: 感觉挺有意思的，边玩边看看剧情，米3没有闪退过，游戏ID天网，希望游戏越做越好~

1506: 请问  这游戏是删档内测吗？

1507: 好玩必须给五星，我都有救星新一和他爸了，还有合唱团灰原

1508: 公测的没有内测好

1509: 更新后闪退有一周多了吧，今天打开出现画面以为终于能玩了，结果还是闪退，求大神帮忙

1510: 我觉得还可以，只不过，我不太喜欢卡牌的，我希望出一个用自己大脑破解的名侦探柯南，可以在电脑上下来自过去的前奏曲看看

1511: 还不错，画面声音都可以

1512: 很不错！！！好评！！！

1513: 游戏做的章节还是不错的。但是内部有些许的bug。。比如，为啥我的侦探徽章就没法升级呢。还有，人物合成是不是也都没转过来……希望360把这个游戏弄好。

1514: 感觉不错期待公测，希望多点动画效果和需要推理部分及剧情

1515: GOOD！游戏很好玩很喜欢~

1516: 沒創意的遊戲，不好玩

1517: 免费品。跑酷自行车2。

1518: 其实一开始叫我玩名侦探柯南我是拒绝的，但是玩一下之后，感觉很不错，于是来给个好评，坐等公测！

1519: 只要安装左轮手枪就卡死，有没有搞错啊，

1520: 老是闪退，怎么回事？

1521: bug满天飞

1522: 问什么总是提示网络连接错误，无线流量都不行！！！

1523: 还不错 挺好玩

1524: ID:6059
愿名侦探柯南OL红红火火！

1525: 垃圾

1526: 超级好玩！力荐！！！

1527: 好玩

1528: 今天下载的玩了''一会感觉还行''来给个好评''''区服'''维纳斯之吻''''角色名是'''骷髅

1529: 荣耀3C电信完美闪退

1530: 原来360账号都登不上了，必须重新注册！垃圾！

1531: 闪退狂魔。ヽ(｀⌒´メ)ノ 绝不原谅!

1532: tmd，说谁网络异常

1533: 垃圾，服务器异常，进不去！

1534: 现在都上不去了？诚心的坑钱！评论也不让进！垃圾

1535: 垃圾进不去还闪退

1536: 坑钱的大家不要玩

1537: 为什么总是闪退！！！！！

1538: 为什么老闪退

1539: 不给解决天天最差！让大家都知道你们是坑钱的！

1540: 自己给游戏搞臭了！冲完钱就说什么网络问题服务器繁忙不让进去！麻痹的那为什么别的区一下就进去没玩过的？傻逼坑钱来了？

1541: 草！冲完钱就不让进了是吗？坑钱的？骗子都别玩这游戏！

1542: 这个会删档吗

1543: so good 祝游戏越做越好 
角色ID:役所青子

1544: so good 祝游戏越做越好

1545: 真的很好，大爱柯南！！

1546: 一定要玩！！！Good!

1547: 不错，好玩，一直就比较喜欢柯南

1548: 太赞了。。good。。推荐去玩哦。。

1549: 游戏很好玩，参与2次内测了，希望早日公测，祝越来越好
角色名:华原真一

1550: 为什么总是网络的问题？

1551: 游戏很不错。如果可以在SD卡上保持的话非常好

1552: 更新了就闪退

1553: 不错。。。。。。。。

1554: 更新资源  然后就闪退

1555: 一直网络无连接，4g网络不行，wifi也不行，不能玩你就不要拿这个游戏出来啊，

1556: 游戏很好玩冲着柯南去的

1557: 很好玩的一款游戏

1558: 配音不错，但为啥是卡牌柯南你也能做成推图卡牌，真牛

1559: 他妈的进不去

1560: 服务器太忙，五星是冲着柯南给的，不然一颗都不想给，充值完就进不去了

1561: 服务器繁忙！

1562: 还不错

1563: 很好很强大。有洗画面精美。安全畅玩，服务器稳定。

1564: 上次内测玩的很好玩 期待开测 好激动~~

1565: 坐等开服！！！

1566: 好期待好期待

1567: 挺期待的 应该很好玩

1568: 玩不了，

1569: 内测玩了 很不错 等待11点开始再次玩耍，支持柯南

1570: 坑人哪，闪退呀！

1571: 我去，闪退了，还想看看我的号呢？

1572: 五月份公测

1573: 玩不了！                                                    坑爹(╯з╰)

1574: 内测结束后还能玩吗？[哭],点击[ http://pinyin.cn/e4353 ]查看表情

1575: 登陆不了

1576: 怎么内测结束就不能登陆啊

1577: 就特么是个和撸啊撸一样的卡牌游戏，一点意思没有

1578: 我的级别啊！人物啊！金钱啊！钻石啊！！都去哪儿啦？！！

1579: 为什么登陆不上

1580: 内测结束了什么时候可以重新开始啊？

1581: 额！我下的时候内测乙经结束了！

1582: 别和我说要重新开始玩了

1583: 内测完了为什么登不上

1584: 手机差不要说游戏不好

1585: 细数一下我遇到的游戏bug
因为喜欢名侦探柯南，所以希望游戏更好。首先，游戏反馈，通常提交bug的地方，我打不进去字，所以不得以在这里说了。闪退是经常的事，不知道是不是因为手机发热引起的，1000元的手机一般游戏都能玩。科技碎片明明都合成了，但是再进去时又显示没合成了。

1586: 烂 烂到顶 不闪退会死啊！

1587: 太差了。

1588: 还可以的说～

1589: 内测结束不知道存档还在不在

1590: 还可以。

1591: 直假不好玩就是石头剪刀布

1592: 老闪退！

1593: 操傻逼游戏

1594: 不知怎么的用360账号登时进不去游戏，显示没网明明开了网信号还行，这是为什么呢？以己之见

1595: 有时候会自动退出

1596: 游戏真的真的真的真的真的太好玩了真不会是名侦探柯南。

1597: 网络连接失败………失败你妹啊

1598: 好好玩！太赞了！如果有更多柯南的游戏就好了！

1599: 只用半个多小时就从27级升到了43级！Good!太好玩了！

1600: 太好玩了，真的

1601: 完全抄我是火影，真不要脸，还尼玛正版

1602: 这游戏太烂老闪退，并且坑

1603: 就是内存有点大

1604: 这个游戏需要联网吗？

1605: good

1606: 下载好慢2

1607: 不好，好没劲

1608: 闪退

1609: 柯南是我的最爱，希望游戏越做越好。

1610: 为什么玩一会就闪退啊？

1611: 好玩。。

1612: 没有闪退呀，完美运行！

1613: 玩一会就闪退，要求更新

1614: 好玩好玩

1615: 闪退死我了啊！！力求小哀多出场

1616: N.M现在更新完以后玩一会就直接卡死、系统烂的要死、同样是抢夺我NM的抢三回就上限了、别人同一时间抢我六回、这NM的太坑了吧、幸亏没充钱、不然悔死

1617: 怎么玩

1618: 尼玛破游戏天天异常进去就点不了大家别下载，坑人的。

1619: 登不上去

1620: 为什么登不上啊！点击登录没反应呐？！

1621: 经常闪退、不爽

1622: 怎么昨天更新后上不去了  多好的网速都提示网没连接或服务器维修  有没有搞错

1623: 试炼时候加了攻击buff，为毛就第1个涨了，其他的都不变，气死我了

1624: 更新后  上不去了   显示数据异常？？？

1625: 总是闪退已经下载两天了都还没玩到第一关

1626: 有点失望

1627: 好不容易玩到42级，现在不管多好的网速就是说我没网，坑

1628: 该死的游戏，坑爹，一星都给多了

1629: 一点也不好

1630: 游戏挺好玩，就是服务器太可恶了、经常就搞的卡了、经常闪退，不过服务商还可以、有时服务器坏的上不去还给退点钻石、总的来说游戏内容还行

1631: 漂亮！

1632: 下载好慢啊

1633: 一直都是网络连接失败，我检查了网络没问题！〒_〒

1634: 各位孙子们！我将来的10分钟会玩这游戏的！

1635: 我看了一下后面的评论,游戏明明很不错呀！

1636: 老退出来、、希望改进、、太吃硬件了

1637: 不管怎么样，身为骨灰柯南迷，这游戏必须得下

1638: 麻烦请哪位大神教教我,为什么合成不了?我都按照上面的指示去做了。

1639: 为什么更新之后连进都进不去了？

1640: 我非常喜欢名侦探柯南这款游戏，今天终于玩上了，表示很感谢你们的努力

1641: 辛苦玩到四十级  怎么今天更新后就变成重选人物了！？  害得我都不敢动

1642: 太好玩了，超赞

1643: 怎么要网络

1644: 总是闪退。。

1645: 真是太赞了!!我超级爱玩的(≧∇≦)vrey nice

1646: 为什么进不去？

1647: 什么破游戏，垃圾。

1648: 不错啦，差不多是把每个案件再看一遍了(｡･ω･｡)ﾉ♡

1649: 试炼1次，就没次数了，怎么搞的啊！

1650: 是不是要网络的

1651: 还好，就是总是闪退

1652: 怎么老实是出现闪退的现象呢？求解，，，，

1653: 进不去啊

1654: 3G网络不稳很容易卡掉，希望游戏改进下

1655: 数数是不是标准的十五字一百钻石

1656: 资源总是在更新，打不开，差。

1657: 闪退啊啊啊啊啊快疯了啊啊啊

1658: 很好，我们这些穷人也能上第一

1659: 开区太快了，伏特加要打一个多小时-_-||

1660: 莫名其妙的閃退

1661: 不错

1662: 闪退。。。。。不知道怎么回事

1663: 好玩

1664: 很好很好很好

1665: 很好！

1666: 我的手机一玩就卡 好可惜了这个游戏

1667: 真心好玩，柯南迷们快来下载吧！

1668: 草，老子还以为是解密游戏呢，居然是尼玛战斗回合制，吐了，简直是侮辱这名字！

1669: 我觉徨很好玩?????????

1670: 很好玩

1671: 合成，那个为什么，不能合，求求，改进

1672: 好玩，就是内部激活码怎么有啊，真担心游戏内测结束档案都被删了

1673: 他妈狗屁激活码，用都用不了

1674: 一直退，为什么？

1675: 老是閃退

1676: 游戏不错，现在内测bug有些多，但可以看出制作满专心的，剧情挺好，希望能增加些东西

1677: 4服玩家阵容看不了。

1678: 不错，很好玩

1679: 赞，赞赞赞。一上来就是5星的，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈

1680: 仿我是火影的一个游戏

1681: 很不错的游戏，非常喜欢柯南，争取做到最好

1682: 之前还是十五分钟十分钟闪退，现在刚进去就闪退！！集齐碎片那么难，摆明让你花钱，不好意思，再爱柯南也不想玩了！爱不起，不给差评！！应为已经是烂中之王了！！！！

1683: 挺好玩的游戏，看柯南有5年多了，终于等到一款柯南的游戏。但是，激活码好像不能用。

1684: 游戏是不错  但是老断网  还有就是玩玩玩就直接退出游戏到桌面了

1685: 我的怎么没有3服乐  只有一服

1686: 舒服

1687: 不错

1688: 非常有意思的游戏，很不错，希望大家都来玩儿！

1689: 闪退怎么解决？？？

1690: 坑爹啊！进不去啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！啊啊啊啊啊啊！啊啊啊啊啊啊

1691: 完美闪退。。

1692: 为什么老闪退

1693: 除了有点闪退其他都很好！棒棒哒！~

1694: 超级好玩

1695: 还可以

1696: 真的很不错，这游戏很好玩，消磨时间什么的也很不错

1697: 真的很好玩

1698: 虽说手游游戏氪金很正常，可是这种充满bug只有官图可以收的，连游戏音量都关不了的手游，我还是去接着玩儿海猫寒蝉手游吧(微笑)

1699: 非常好玩，大家快来加入吧，我在一服等你

1700: 很好

1701: 出现警告的黑衣人       在哪几个剧场版中出现 ？    1  第11位先锋     2沉默的15分钟     3通往天国的倒计时   4异次元的狙击手

1702: 好，很好玩！

1703: 好玩爆了，不说好玩的是没好好玩。

1704: 为什么一开地图就闪退，运行不起来？

1705: 我非常喜欢这个游戏，时不时就给道具，可是我就是没有警界救星新一，希望能给我一个

1706: 好玩，酷爱柯南可以来玩，很有趣，反应很快，不会卡，礼包众多

1707: 玩一会就闪退，闪你妹啊

1708: 领不到灰原啊，总说兑换码错误

1709: 丫的，进不去说网络异常，哪有，信号全满，根本没有网络异常，好么！

1710: 妈的！闪你大爷啊！操！fuck！

1711: 妈的，新服务器说什么数据异常

1712: 灰原哀呢？

1713: 这个游戏是我玩过最好玩的侦探游戏

1714: 萌萌哒

1715: 五星灰原哀呢

1716: 激个毛得码，死骗子

1717: 预约优势在哪？给的激活码都不能用！
抢了个号，进去才发觉-----卡！
抽个卡，四星很少，五星几乎没有！
碎片合成，中、低机率几乎一样，低、中、高等级同时出现，低等级只能待抢？
………………………………

1718: 看到是卡牌就有点不想玩，但是想想毕竟有柯南！ 但是后面又灰原哀顿时就不想玩了

1719: 灰原是七天乐里领的

1720: 没送灰原  骗子.

1721: 刚打开就闪屏，其余都很好

1722: 还不错，确实忠于原著，让我想起了十五年以前。

1723: 很喜欢！还在适应中，内测很多地方不完善要尽快改进！

1724: 开场居然是中文配音！！！中文配音！！！为什么是中文配音！！！人要疯了，跟你什么愁什么怨，为什么偏偏是中文配音！！！瞬间不想玩了

1725: 浪费ip谁家强?这种质量也敢拿出来!

1726: 为什么一定要15个字，你不知道好难么

1727: 时不时的闪退。。。

1728: 激活码在相关的礼品领取

1729: 激活码是什么？？？？？？？

1730: 点击礼包，里面有激活码，

1731: 谁知道激活码是什么？

1732: 激活码？？衮

1733: 我玩着没什么问题，就是按home键弹出后游戏会自动关闭。。。闪退黑屏什么的，同学，你手机该换换了

1734: 加载不完啊

1735: 我真激动，游戏好到爆，我都看500多集老好了，唯一的缺陷，是进不去游戏。黑屏！请解决下

1736: 为什么礼包不能用→_→

1737: 灰原～我来了

1738: 老是闪退

1739: 非常有意思，赞！

1740: 没有给5星人物，领的CDK也不能用 还来闪退

1741: 从来没玩过这么好玩的游戏！

1742: 好玩！大爱名柯！怒赞！希望游戏越办越好！

1743: 很喜欢柯南，难得有这么个游戏，里面内容丰富，画面好看，挺一个~

1744: 老闪退

1745: 这部游戏很不错都应该下载去玩玩

1746: 牛逼的游戏，钻石太缺了，五星是王道

1747: 为什么老闪退啊      还有时不时跑出个数据不行什么的     我网咯不知多好

1748: 啧，卡牌游戏玩那么多，正觉得没意思，看到这个，我笑了，玩了十分钟不到给我乐的前仰后合，跟再见佐助差不多无聊。。。别这么搞我柯南，拜托

1749: 闪退，闪退，再闪退……

1750: 太好玩了

1751: 为什么还是老是跳出网络有问题啊！！？

1752: 打着柯南的幌子其实是个垃圾卡牌对战游戏，画面几年前的水平，挂羊头卖狗肉的！

1753: Good

1754: 我非常喜欢名侦探柯南这款游戏之前一直没玩上今天终于玩到了！

1755: 别的都不错，只是有时爱闪退

1756: 怎么无法进入啊

1757: 灰原哀是连续登录7天得到的

1758: 礼包怎么兑换

1759: 说好的五星灰原哀呢？？？

1760: 手贱点开了激活码，没复制，之后就无法重新获取，进不了游戏。。。

1761: 失望，角色里没有Gin

1762: 还可以

1763: 为什么总是玩不了

1764: 激活码是什么，谁告诉一下

1765: 老闪退

1766: 啊啊啊啊啊啊为什么闪退

1767: 怎么进去啊?

1768: 礼包有激活码

1769: 玩到地图也就是15级就会闪退，没办法继续玩，请尽快改进

1770: 没意思

1771: 激活码怎么获得

1772: 是卡牌游戏，无语，，，，，我不喜欢玩卡牌，三星吧，总体不错

1773: 没有激活码，怎么进去，操

1774: 很喜欢看柯南，这游戏也挺好的，不错，温习剧情

1775: 灰常喜欢这个动漫！终于出了个像样点的游戏，激活码也终于抢到了，可是到底是网络问题还是游戏问题(O_O)？就是玩不起

1776: 看到moyo四个字母直接吓尿了，宋肥在此我还玩个蛋，赶紧删游戏

1777: 激活码是多少

1778: 五星好评

1779: 下载玩玩看

1780: 不怎么好玩

1781: 没有激活码怎么玩

1782: 激活码是什么

1783: 以前玩的都去哪了啊

1784: 激活码是多少

1785: 进不去

1786: 激活码是什么？

1787: 我要激活码

1788: 不玩的狗狗不要进来吠    不好的啊     不欢迎你们

1789: 【柯南我最爱】 苦情灰原哀，我最爱柯南，游戏非常不错！

1790: 永远大爱柯南，这个游戏太好了，当然，是对于爱好柯南迷的朋友们，期待2015的剧场版，！

1791: 激活码是多少

1792: 切，太不行了

1793: 拉鸡，只有傻逼才玩

1794: 对于柯南脑残粉的我来说，好玩的

1795: 礼包里面最后一个是领取激活码，自己在礼包里面领取。

1796: 为毛非要激活码才能进去阿？

1797: 为毛要内测啊，下载了但是不能玩，这是搞毛啊

1798: 激活码是什么啊？？？？？

1799: 卧槽什么烂游戏啊！我以为是推理游戏结果尼玛是卡牌游戏垃圾货！

1800: 为什么一直是数据错误 啊

1801: 右边相关那一栏的第一个就是打开时要的激活码。

1802: 挺好玩的，但不算完美。不過畢竟是新遊戲，有bug幾時修改就ok了。期待了很久，沒讓我失望。

1803: 严重给差评，开始玩的好好的，建筑开了之后就无限是TM几个意思啊，让不让人好好玩了啊啊啊啊啊啊啊

1804: 经常闪退  黑屏  还原度蛮高的  就是上面的问题搞得我狠心烦！

1805: 破游戏还要激活码根本没有！！

1806: 简直不知所谓……唉……太差啦…

1807: 无聊

1808: 这游戏恶心的吐！我怎么玩儿？一登陆就激活吗！激活是干嘛的？杀你家人的啊！lan（烂）

1809: 不咋的

1810: 下完一分钟后果断卸载

1811: 激活码拿到了。可是说不存在

1812: 你们知道你们是什么吗？超级超级超级超级烂的垃圾游戏

1813: 很不错。就喜欢玩这类型的了。灰原连续登陆7天就送啊。

1814: 之前玩的，都没有了???

1815: 右边相关里有激活码

1816: 激活码是多少啊？

1817: 激活码咋办

1818: 经常闪退

1819: 好无聊啊！

1820: 激活码贱

1821: 激活码为什么用不了？

1822: 超级无聊

1823: 数据异常怎么解释……明明联网了……

1824: 老是数据异常啊!

1825: 要激活码啊！！！！

1826: 玩一下就会出现网络异常

1827: 为什么打不开呀

1828: 送的五星灰原在哪里

1829: 为什麽老是网络异常？

1830: 送五星卡吗？

1831: 礼包有无

1832: 激活码？！！

1833: 正版柯南，太怀旧了！！！

1834: 快开了 哈哈哈哈哈哈

1835: 激活码是多少？

1836: 为什么老是说网络不行?

1837: 快开     呜呜呜呜

1838: 不错是不错，可是就是闪退

1839: 额额额额额

1840: 激活码是多少

1841: 激活码是什么

1842: 激活码啥

1843: 下完了发现还要验证码！奇葩的是验证码哪都没有！果断删，以后都不玩了

1844: 玩个游戏还要激活码，什么啊！！！给一星不错了。果断删了。

1845: 激活怎么激呀!::>_<::

1846: 怎么关游戏声音啊

1847: 还行吧，一般！

1848: 激活码在哪？

1849: 我的柯南战斗力有1600

1850: 柯南战斗力不是第一？这不科学！

1851: 艹好不弄一搞进去确实一个毁童年的卡牌游戏为了我的柯南我才勉强玩没想到还闪退本来一星都不想给这是为了柯南才给一心

1852: 为什么登不上

1853: 好好的名侦探柯南，弄成这样子。哎，失望

1854: 我的最爱。感觉好好玩～大家快下载来玩吧～感觉这个游戏棒棒哒～

1855: 卧槽，是靠打架的 我也是醉了

1856: 游戏超好玩的，我喜欢名侦探柯南，这款游戏我很喜欢。

1857: 游戏超好玩的，很喜欢柯南，特别喜欢里面的音乐，还有礼包喔！

1858: 怎么登陆啊？没激活码吗？

1859: 你妹的，卡牌游戏。欺骗我感情~

1860: 没激活码

1861: 卡牌对战。。。不会是经过一轮激烈的殴打以后，嫌疑人招供了吧？

1862: 为什么耍不起

1863: 不错。

1864: 为什么耍不了啊

1865: 告诉大家一个秘密
赶紧去18183论坛名侦探柯南OL礼包里面去淘激活码。动作要快。要有耐心。祝大家好运。

1866: 验证码还没有，给你装到不行了，卸了。耽误时间

1867: 好玩，最喜欢柯南了，希望多更新活动，有活动才有动力！

1868: 好玩，最喜欢柯南了！

1869: 你弄个应用一堆不知道怎么玩的 激活码就激活码吧 还送不送 怎么领 什么时候测试完 一堆问题你倒是说清楚啊 什么玩意儿

1870: 激活码哪里找

1871: 激活码在那领啊

1872: 激活码是

1873: 登录不了

1874: 这个是我玩过最无聊的卡牌游戏

1875: 激活码在相关里面，那里面有一个礼包，它会给你激活码

1876: 非常无聊的卡牌游戏，我还以为是自己破案呢，剧情讲一堆废话然后就是攻守，赢了，最后破案了，再接着下个剧情，这居然有人说好玩

1877: 好玩是好玩，可是闪退加关机就不爽了

1878: 激活码是？

1879: 还可以

1880: 激活码，虾米东西？

1881: 还不错哦，挺喜欢的，本来就很喜欢看名侦探柯南，现在有能玩，真的是美梦成真啊

