1: 为什么不出路飞老爸

5217: 游戏整体还是不错的毕竟是卡牌还有很多人物没有推出。一个缺点为什么在wifi条件下(实测4m)会卡在一个地方不停加载，浪费了不少时间。玩起来让人感觉不爽，希望改进一下。整体还是不错的，，，，

5218: 解决下网络和卡机问题，游戏会更赞

5219: 刚公测，就这么多差评，日后你的游戏怎么办？

5220: 真的很卡，点一下就要加载半天，有时还加载错误，任务根本打不开，希望赶紧修复，还等着玩呢。不过别的设定都不错，人物也给力。

5221: 游戏还不错    就是太卡    望解决

5222: 所以这个还不是正式版，还是公测？

5223: 为什么打不开。。。。

5224: 登不进去，系统叫我退了重登，重登了还是进不了

5225: 玩起来不顺畅  响应太慢。

5226: 为什么怎么卡。一点也不流畅

5227: 一直显示努力加载中，后台唱着歌，就是进不去！

5228: 为什么一直显示退出重新登陆啊喂

5229: 为什么进不去，就一直显示加载中。

5230: 费流量，每次点击都是加载，而且时间都不短。打着正版的旗号，这个水平的游戏制作，只能说毁了正版海贼王这个好名声了！太差

5231: 游戏可玩性还是有的。我要吐槽的是:打开什么都要努力加载，就连每日签到也要加载几秒。这游戏无论你要做什么都要加载几秒。

5232: 垃圾！

5233: 你们做完游戏自己不测试下么，卡的跟尼玛狗一样怎么玩儿啊，10分钟游戏，8分钟都在努力加载中……从来没玩过这么卡的游戏，完美卸载

5234: 根本开不了

5235: 连接不上服务器 什么情况？！

5236: 一直努力加载中，群也进不去。能处理？

5237: 我只能说真的很差的游戏。。。。

5238: 呵呵呵   真卡啊  进去都难

5239: 我就呵呵了,一直正在加载中？逗我！！

5240: 希望可以把动作做的流畅点！

5241: 只有我觉得挺好么(?? . ??)

5242: 太卡了  不是一般的卡啊   我可是用无线网络玩的啊   都不知道用数据流量玩不玩的了   能登上去也就不错了

5243: 360的预约兑换码哪里兑换？

5244: 不是说公测时送内测的活动人物，我是在罗格镇这服务器，怎么枚没有？？？

5245: 游戏上不去让我怎么玩

5246: 终极内测好不容易玩到四十多级   又要从玩   不想从新玩

5247: 一直在读取，进不去游戏啊

5248: 我没公测以前充钱了升到40级了，公测完什么都没了重玩？骗钱了？

5249: 垃圾游戏，果断卸了

5250: 这游戏也算垃圾了，都登陆成功了还没提示选区就提示请退出重新登陆，试过N次都还是这样，，难道会是我的网络有问题？果真是我的网络有问题我就下载不了这垃圾游戏啦，还150多M，下载了浪费内存

5251: 怎么进都进不去

5252: 为什么我玩不了。。。

5253: 垃圾游戏，一卡一卡就算了，还卡了我300砖石

5254: 官方！你快出来说话啊！！！

5255: 怎么登陆成功后进不去了，一直不断尝试都是提示请退出重新登陆，WiFi，移动网络都是这样的情况

5256: 游戏都进不去！不玩啦！暈

5257: 多不多啊！！！！1快告诉我！！！官方！官方！官方！！！！！

5258: 我咋上不去

5259: =.=这游戏花流量多吗！！！！！！！！！！

5260: 官方人呢，出来说一下内测冲的钱，反在什么区，冲的不多，就小几百，TM的，说了3次你们也不回答，闹哪样？

5261: =.=这游戏花流量多么？

5262: 你要拉人气，要海贼迷捧你充值，你首先要说到做到，这要求不高吧？欺骗敷衍，我们的登船伙伴门儿被你们扣住了，说好的给我们！！！不要让大家失望、

5263: 。。。。回合游戏。。。。玩不下去了！海贼王被玩坏了！

5264: 如果只是用wifi玩，那还怎么玩

5265: 内测充的反钻，在几区？说一下

5266: 卡的要死

5267: 太太太太太太太卡了还能不能愉快的玩耍了

5268: 服务器响应太慢了，打一场五分钟？

5269: 谁能告诉我，几区才能反测试充的钱

5270: 游戏挺好。怎么这么卡。希望速度处理

5271: 我以前的内测怎么没了，又要重新玩啊，重新玩都没有新鲜感了

5272: 这游戏卡就算了。这游戏还抄袭刀塔传奇。

5273: 这服务器就是小霸王啊，卡成屎了

5274: 打不开一直在加载

5275: 点一下就要加载一下，卡的要死，点10点的技能点，点了10多分钟，没法玩了

5276: 游戏太卡了，有WIFI和4G都一样！希望赶紧处理

5277: 别闹了好不，他妹的，根本打不开！！！我网络没问题好吧，你老给我显示网络问题，第一次碰到这种手游，要mt玩了3年都没这样过。

5278: 反应比老头子还慢，除非你很有耐心等，，，没劲

5279: 根本不能玩  卡的跟JB一样

5280: 游戏官方，你们是脑子问题不会转还是怎么，一直在反应登陆不上，点一步卡一步，你们不会用手机测试的？

5281: 进不去啊，一进游戏就显示航海王启航停止运行

5282: 闪退，无语

5283: 为什么我在内测时玩的角色没有了，是给删除了么，我应该在哪个区玩才能有内测时玩的角色

5284: 登不上去啊

5285: 还不错，和单机无差别。说好的不删档内测，号码那？钱也白冲了！

5286: 靠，我的评论居然看不到？还要不要脸啊？？

5287: 哎，wifi都有点卡，这游戏能不能行？

5288: 进不去 服务器问题？

5289: 登船奖励失踪，坑坑坑

5290: 玩了一分钟就卸了，

5291: 真的蛮卡的。不管是wifi还是4G。。希望快快快解决咯。。

5292: 卡死了，也不好玩，lj

5293: 都下载不了怎么玩？一直是暂停下载，点也点不动。

5294: 慢死了，也不好玩，lj

5295: 咔咔咔

5296: 卡的我什么都不想说,

5297: 鹰眼呢。。。还有其他伙伴。

5298: 是真的卡，老是让重新登陆，我用的wifi啊！点什么那个航海针都要转几圈才可以，有时候加载不出来就让重新登陆的。啥时候能解决啊

5299: 连着wifi都卡出翔。。简直点赞

5300: 无限加载中   什么意思

5301: 1?

5302: 这个游戏只是吃流量，根本不能愉快的玩耍，客服可不可以解决一下

5303: 怎么那么慢，而且总是重新登录

5304: 什么j8游戏。它们在哪里打着，我们就眼巴巴的在哪里看着，一点该有的游戏手感都没有

5305: 卡的不得了，给一颗星都嫌多

5306: 刀塔传奇的翻版，模式一模一样，网络不好，真的好无语

5307: 动不动就要加载中。。。很烦人啊

5308: 公司员工在干神马，在睡觉吗，老子等了都快半天了

5309: 無限‘努力加載中’....

5310: 能有点特色吗！一味的模仿抄袭

5311: 超级聚聚8看了

5312: 内测充值4倍反钻啥时候给啊

5313: 礼包领了，但是看看你们的评价没敢下了玩，不好意思！顺便说下，你的确不是一个人！（）(^o^)/~

5314: 下面3个拖？

5315: 没意思，不好玩。海贼王就是个噱头！玩了会真很无聊！

5316: 下面3个拖说你们要了多少钱。见者有份。

5317: 真的卡…

5318: 玩两下就叫重新登陆←_←

5319: 这游戏做起来！是让人玩的还是看的啊！点什么都是努力加载中！能不能愉快的玩了

5320: WiFi进不去

5321: 你不是一个人

5322: 我玩过的最卡的游戏，测试这游戏的人是在1000兆网速下单机测试的嘛？猪们

5323: 卡死了……游戏未做好就放出来，你都开过加速、谁一正天玩你这个游戏？？？

5324: “努力加载中..."！告诉我我不是一个人！！！

5325: 卡死了

5326: 服务器很不稳定这是我玩过的最卡的游戏！！！！

5327: 怎么卡 没法玩

5328: 整体游戏不错，只是为什么总提示让我重新登录？还有游戏命令总要读一下条才有反应，是不是服务器反应不过来呀？

5329: 真是卡，不让人玩别开服

5330: 日它妈！用流量还说没网！！！

5331: 路飞索隆最厉害

5332: 卡死，而且无线可以用，很卡，用自己流量就不能玩了，都连不上，搞什么都不懂

5333: 还没见过这么卡的游戏, 点什么都努力加载中

5334: 重新登录

5335: 连接不上

5336: 这卡的蛋疼，也不知道公司员工在看什么，游戏做的还行，就是卡的不想玩了

5337: 总是断线，要重新登陆！

5338: 终于不用删档了，开玩。

5339: 怎么一卡一卡的啊老是在连接，玩着蛋疼，游戏确实不错，感觉比刀塔传奇内容丰富，而且画质精美。

5340: 我只想说通缉榜上为什么有53级的

5341: 妈蛋～告诉我三档测试的名人登船，在哪领

5342: 今天是公测吗？服务器很不稳定，希望改进

5343: 能不能进了老子都等4个小时了

5344: 开服进不去，进入直接卡，新手指引出BUG，内测奖励是骗局。去年买了个表！

5345: 说好的礼包呢，哥哥还VIP啊，出来解释啊

5346: 妈  蛋  ，就因为有记录才下载回来，还我内测和充的钱

5347: 为什么突然进不去了！求解释！还有点一步卡一步。怎么回事！三星S4都不能玩了？

5348: 全没了，前面拼命刷的东西啥也没有了。重新开始玩瞬间觉得无趣了。

5349: 根本进不去

5350: 还我内测

5351: 这游戏能玩！！！草

5352: 表示华为荣耀6玩这游戏很卡，我只能呵呵了

5353: 哎！卡 一点三步卡能不能搞得完美些？……

5354: 服务器好卡

5355: 8个礼包都拿了 里面还有一个礼包，都1000几百多钻石了说进不去的是手机问题吧 我开数据网络都进的去 ，动作有点慢 以后应该会快 反正不是卡牌，好玩！

5356: 体验很差，画面没有打击感，服务器很卡，已卸载！

5357: 内测登入礼包呢，

5358: 卡到死机

5359: 好失望，今天公测，上了一个下午都进不去，果断卸了?

5360: 好伤啊，内测说好的返利了，登船礼包了，，

5361: 模式抄袭,画面良好。洗脑游戏,一个配音都是日语,是给我们玩的吗？

5362: 白等这么多天，，，这画质，我也是醉了。。。。

5363: 根本上不去啊

5364: 客服何在   上不去   没人出来解释吗！？

5365: 好！

5366: 礼包为什么都说错误？！！！！

5367: 说好的不删档内测呢  快给我呀

5368: 直接卸载了，以前玩的都被清空了，最坑的是登船的活动也是骗人的，草，卡的我屎都拉不出来，我用的wifi下个片4m的走起，玩个这这种卡，用流量直接登不上，各种任务各种浪费时间，每天用的时间太多了

5369: 打不开

5370: 客服全挂了吗？

5371: 一直没进去

5372: 撒子游戏，伤心

5373: 这游戏做的  感觉是在侮辱原作  没进去就不要玩了  真心没意思

5374: 进不去  艹

5375: 卡死

5376: 你们在内测的等级还在不在了？我的号都没了，

5377: 我终于进去了，不过真他妈卡啊，比内测卡10倍，都有了，坑人！

5378: 努力加载中，随便点下什么地方，就是努力加载中，加你MB

5379: 永远都在加载中，我头发都白了！！！

5380: 为毛进不去，一直在加载，毛情况

5381: 玩起好卡，我自认自己的网不差，玩起还可以

5382: 坑爹

5383: 进去玩了十分钟，果断卸载，卡的要命，刷图都跳帧，都是慢动作，是游戏问题，不是手机，运营商是水笔，鉴定完毕，看在op面子，给二星

5384: 怎么说呢，就是有钱就是大爷，没钱就是龟孙，而且这游戏到处坑钱啊

5385: 好！联想a690完美运行。从不闪退

5386: 靠内测说好的东西呢

5387: 内测说好的福利怎么没有，逗我啊

5388: 进不去什么情况？？？

5389: 说好的登船人物呢？

5390: 已无语

5391: 反应真慢，不过还行

5392: 我要吐了，随便进个什么要不要缓冲那么久，耐心已被磨光

5393: 11点到12点，还没进入。

5394: 战斗节奏超慢，还有，我有么有看错？没有首冲礼包，那还有谁会花钱玩？

5395: 不是说内测活动结束后公测送鹰眼，索隆，香吉，乌索普吗，一个都没送

5396: 登陆后就卡在检测画面，无法进入！

5397: 等了几天就是这效果？内测各种瞎都忍了，公测还这样，真是渣渣游戏，黑我海贼王。

5398: 什么意思，进去点名册就闪退！速度关服解决。。。。。。

5399: 内侧档删了？？？！！！

5400: 有进去的吗？？

5401: 妈蛋 半个多小时了  还进不去  这特么是在坑爹吗

5402: 给个解释啊。啥时候开。。。。

5403: 进不去啊

5404: 服务器都搞不好还开个屁的游戏来赚钱

5405: 一直进，现在还进不去，

5406: 公测的号呢，清了。

5407: 内测的会员还有礼包呢

5408: 网络错误、到现在还是

5409: 人物都建不了

5410: 进一个点了还进不去

5411: 既然准备把它做好，就要有事先应对人员爆满的准备才对，半小时挤进去起了名字就又被挤出来了

5412: 等这玩意等半天就开一个新区，大哥20兆网进不去，别的区也畸形，真特么干了

5413: 这游戏能玩？

5414: 根本进不去

5415: 媽蛋，進不了啊

5416: 真进不去，，我狂按半小时，就是掉。。。。。我还领了礼包。靠

5417: 内测过的游戏还这德行，游戏运营商是硬伤

5418: 进不去   ？？

5419: 什么破服务器   老是退出  跟她妈腾讯一个德性

5420: 游戏服务器做不好    咱能不丢人现眼？

5421: 半天没进去怎么玩

5422: 就是进不去，感谢你全家

5423: 什么时候能上去啊？

5424: 角色还没建完， 一直说网络异常，闪退，都半小时了，这是要搞哪样啊。

5425: 一句话，没有那金刚钻别揽那瓷器活，宣传做的不错，但服务器承担不了负荷，等于白扯

5426: 刚开服就这样 还怎么玩 游戏没有论坛？

5427: 不能进 这是怎么回事 我无线还说网络异常

5428: 二比服务器吗？公测玩家进不去游戏？！玩家都进不了游戏，测毛线测

5429: 果断连接服务器失败了，这是不让人玩的节奏啊

5430: 第一次见这么渣渣的   连个客服都不出来的

5431: 原来大家都是这个样子啊。我还以为就我网络有问题呢。

5432: 果断卸载～！

5433: 根本就进不去！各种闪退！怒卸！

5434: 进不去

5435: 就尼玛一直网络异常重登

5436: 老子在不停的换平台下载一遍一遍进～你妹的～

5437: 进不了

5438: 你确定能进的去吗？

5439: 进去了显示让我退出从新登陆我日

5440: 玩个蛋呀，进都不不去

5441: 进不了

5442: 呵呵    就这服务器    我只能去年买了个表

5443: 进不去

5444: 客服到底有没有人，出来说句话

5445: 我也是进不去！一直网络异常

5446: 无限加载中！！！搞什么啊………

5447: 进不去，我日

5448: 怎么搞的，不给别人玩

5449: 玩不了  进不去  进去后也会掉线 别玩了

5450: 进不去，还能不能一起做游戏了

5451: 果断没话说11开服不开没解释11～10开了进游戏角色没建完就闪退没解释～继续进游戏一直叫你退了从进要不就网络错误你们要弄那样

5452: 尼玛  进了半个小时还没进去

5453: 无限加载中啊！！  搞什么啊！

5454: 太多人了进不去   555555

5455: 进不去，不让人玩，玩毛线啊

5456: 进不去、、

5457: 进不去啊

5458: 罗格镇进不去啊，别的都能进………

5459: 什么玩意。。能不能让玩啦。网络不好，我用的是无线好吧。

5460: 进不去?

5461: 老是说网络异常，

5462: 进不去啊，角色那里就卡起。真不想给星啊

5463: 不行、卡的要死啊要不是海贼王我都不玩呢

5464: 好卡

5465: 这游戏你不能进怎么多人～你就不要搞这游戏～

5466: 刚开服，就进不去，有意思？

5467: 看到大家都在骂你我就放心了。什么服务区！！艹

5468: 半个小时了，连角色都没建好，我呵呵呵

5469: 尼玛，不用这么火爆吧。还是360平台有问题

5470: 根本进不去

5471: 能不能玩了

5472: 能不能多开几个服务器啊。

5473: 为什么进不去啊，搞毛啊

5474: 不发补偿礼包果断卸游戏

5475: 好啊。好啊。太好完了。就我进去了。爽啊。。。嗯>_<。咋掉了

5476: 进不去啊

5477: 连接服务器失败。。。。

5478: 还行不行了啊，着急

5479: 看来要等到人少或者服务器再完善一点才可以玩了了

5480: 我日什么情况，有多少人在玩啊，都N遍了还进不去

5481: 妈蛋不知道多开几个新区  不知道人多啊 草

5482: 压力测试没有通过啊

5483: 破雞巴遊戲

5484: 我想知道这游戏怎么做的啊，模仿刀塔传奇就算了，网络优化这么烂呢。海贼王还是挺期待的，不过进不去玩个毛线

5485: 尼玛，总是网络无法登入，坑我呢，登了20分钟了

5486: 能进吗？

5487: 内测时的vIP公测怎么沒了

5488: 不会是圈钱的狗服务器

5489: 进不去，建角色提示网络出错

5490: 卧槽  老子进了半个小时了  为毛还是进不去  草

5491: 进不去，人物建不了....

5492: 内测充值和活动奖励什么时候发啊？

5493: 为什么我的号角色没了，又要重新创一个吗?是不是公测删了?

5494: 刚开服人太多，拥挤进不去多正常

5495: 艹好不容易进去了 还没玩就闪退了 然后……进不去了…

5496: 进不去啊

5497: 完蛋啊  上不去

5498: 什么鬼东西啥，六区创建角色加载不进去，要不是海贼王一星都不想给。

5499: 为什么连接不上

5500: 为什么卡到角色名那里了，不是说11点开服的么，进不去这是要闹哪样啊

5501: 根本创建不了角色，卡在那，期待了几天，果断失望

5502: 为什么进入游戏创建船队之后一直加载不进去，求解决！！！

5503: 什么玩意 等了半天就这德行

5504: 哈哈，服务器挤烂了

5505: 为什么进不去

5506: 进不去啊啊啊

5507: 总显示登陆异常网络错误，我用的是我家wifi

5508: 神马玩意

5509: 真是的，说好的11点呢？不守信的商家

5510: 为什么一输入姓名就提示退出登陆呢

5511: 这尼玛有意思了，说了11点开服，现在上不去就不说了，还tmb服务器都连不上了

5512: 无线重启

5513: 能不能进，还能不能好好玩了

5514: 我认为只有我没进去

5515: 玩的人太多了，进都进不去，全是爆满

5516: 无限加载中！！

5517: 艹，明知道第一天。破服务器。

5518: 什么游戏嘛！十一点开，进不去，进去玩不起，重进说我网络有问题，连不上服务器！服务器不行还做毛的游戏啊！

5519: 为毛还是进不去啊

5520: 连接服务器失败

5521: 推迟到十二点

5522: 各种连接失败啊。

5523: 无线连接就是进不去进去就重新连接什么问题

5524: 让不让进！

5525: 都谁进来了

5526: 能上吗？上了你能进吗？

5527: 进不去几个节奏啊

5528: 我还是以后再玩吧～进不去

5529: 小米4完美卸载！你们呢？

5530: 进去的人太多，慢了卡出来

5531: 进不去为什么！！

5532: 进去吧

5533: 说好的十一点呢？欺骗消费者啊！

5534: 客服不在吗？这样忽悠？

5535: 为什么进不去？

5536: 闪退

5537: 最多等到11点 20      还不开的话就卸载

5538: 进不去！！！！给个十连抽的补偿吧

5539: 进不去，还11点准时启航

5540: 说好的11点呢

5541: 不靠谱牙

5542: 公测第一天开服没几分钟就崩溃了，你确定能继续玩下去？

5543: 不是说11点吗？

5544: 都11点了  怎么还不开

5545: 客服死哪去了

5546: 莫意思，进不去

5547: 11点了怎么不能玩

5548: MD11點了還不開服

5549: 其它版本的都可以玩了，艹现在就看别人玩好了，果断换了

5550: 他是逗比嘛

5551: 欺骗对海贼王的热情，

5552: 不是说11点吗？怎么进不啊！

5553: 11点了

5554: 进不去T^T

5555: 进不去！！！！！我幼小的心灵受到了伤害！！！

5556: 不会是明年的一月28号11点吧

5557: 为什么玩不了

5558: 尼玛，为什么进不去！

5559: 晕，我等的花儿都谢了

5560: 进不去啊。。

5561: 小霸王服务器吗

5562: 为什么又不准时啊

5563: 还不能玩你们那是啥时间

5564: 进不去啊

5565: 呵呵   你倒是开服啊     不开说个鳥

5566: 为毛进不去

5567: 登不上去

5568: 11点了进不去

5569: 11点了还进不去

5570: 怎么进不去啊  我擦

5571: 进不去啊，进不去

5572: 进不去

5573: 坑爹游戏

5574: 放屁  公测时间都不准

5575: 果然都进不去^ω^

5576: 进不去

5577: ？？？怎么还不能玩

5578: 进不去

5579: 进不去

5580: 说好的11点开呢

5581: 吭人吧！这血头造的不错！

5582: 1.28日11点怎么进不了

5583: 进不去啊！进不去！

5584: 为什么进不去啊

5585: 11点怎么还不开

5586: 还不开服

5587: 不会是半夜11点吧

5588: 进不去啊

5589: 怎么不开服啊

5590: 骗人啊，11点怎么没开？

5591: 11点4分

5592: 时间过了，你丫的开不开的啊！

5593: 说好的11点呢？

5594: 不是说十一点么，怎么还进不去

5595: 不是说十一点吗！这都几点了。

5596: 果断系统崩溃

5597: 11点了 为什么进不去

5598: 怎么进不去？

5599: 怎么还不管玩啊。。。

5600: 为啥连接不上服务器

5601: 草。11点多了怎么还不开服，么意思啊！

5602: 怎么还进不去？

5603: 已经11点了，咋回事，开不开服了。不开我就卸了

5604: 几时可以？？又说十一点

5605: 不是说11点么？怎么还不可以玩？

5606: 为毛进不了

5607: 登不进去

5608: 怎么还不能进，把

5609: 咋还没开。。

5610: 进不去！-_-||B

5611: 说好的11点呢?

5612: 不能要怎么回事解释下

5613: 怎么还不开啊

5614: 怎么进不了啊

5615: 啥时候能玩

5616: 不是十一点么，怎么进不去

5617: 大爱海贼王

5618: 啥时候能玩

5619: 360的客服呢

5620: 恳求能在公测前更新至最新版本！！！

5621: 图片上山治的“治”都写错了

5622: 哦买嘎，明天要比别人晚进一个小时啊。。

5623: 实打实的
地方地方

5624: 爱~

5625: 期待

5626: 期待中

5627: 我以为是今天呢，我去，明天十一点估计我还在考试

5628: 唉，来迟了一步，礼包全没了

5629: 明天11点公测，真期待

5630: 明天十一点开服。。期待中。。

5631: 11点开服

5632: 我想知道明天几点公测？

5633: 玩过内测，太赞了。

5634: 看到海贼王，秒下了。  明天公测?

5635: 打不开呀

5636: 哪里还管那么多，
海贼旗在召唤我！

5637: 版本不是最新

5638: 360 GM怎么不更新啊 昨晚最新版本都出来啦 大家记得加我(>_<)kisses

5639: 为啥木有一个礼包

5640: 已下好，静等28号公测，永远支持海贼。

5641: 期待  爱海贼

5642: 我很期待啊！

5643: 游戏稍有一点卡，三星s5，iPhone 6plus，你要说手机问题我没有脾气，游戏玩家之间互动几乎没有，建议后期多一点。还有就是土豪很有优势啊哈哈。

5644: 漫画狗还看出优越感了。高潮点那么低

5645: 我很期待啊！

5646: 我期待

5647: 力挺正版！！

5648: 我冲了一万任性啊

5649: 垃圾还要到1月28曰

5650: 那些说乱翻译的，我就问你看过海贼王没？动漫能跟漫画比？真海迷在这！

5651: 希望能把名字换成海贼王里的，要不没有亲切感

5652: 希望公测前游戏能进一步完善

5653: 坐等公测!

5654: 咋不行，非得1月28

5655: 瓜瓜

5656: 绝对支持

5657: 1月28日公测

5658: 都不能玩

5659: 这游戏一直不能玩！一点游戏就提示游戏关闭，根本进不去！

5660: 你特么不会看看公告么？玩游戏不带脑子，眼睛也不带么？

5661: 看起来很nice  支持正版

5662: yy157是傻逼？没看见内测吗？还往里充钱！你就是活该！没文化真可怕！连内测都不知道什么意思！

5663: 这游戏广告居然上cctv了

5664: 傻逼啊没看见内测吗？还充钱真傻逼！

5665: 介意不要下载  她妈一直更新  我46几级  战力26000多 充了200元又不可以玩了  操他妈  什么都要钱  人物没几个

5666: 听说  一月二十八可以玩

5667: 名字没有问题的，不了解海贼王就不要乱说，还有，俄玩起来一点都不卡的说

5668: good ，就是名字是漫画里的，希望改成动漫里的名字＝w＝

5669: 郁闷了，突然提示我更新，更新完了又没开服，坑死了

5670: 希望剧情能更新的快点

5671: 希望加一个，战斗加速。和把某些人物角色的名字改一下，不然，太伤感情

5672: 人物名字的中文翻译希望开发商用心改下，有的翻译错了太伤玩家感情。

5673: 战斗模式再加快点，一小节停顿时间过长，人物角色再多点，技能效果层次区分再明显点，总体还是不错的，希望一直跟着剧情走！早点公测吧，要不然真没什么游戏玩了！

5674: 不能早点公测吗？28号太晚了

5675: 哈哈，大笨蛋一群！

5676: 用话费吗亲们

5677: 不是说今天开服吗   为毛28了

5678: 还开么？什么时候开？没游戏玩了，无聊

5679: 考，看来今天不能签到了

5680: 大家别期待人物神马的更新了

5681: 居然有傻逼在内测充钱

5682: 楼下那些评论不好的，我只想说一句，你是猪吗

5683: 啥时候公测啊

5684: 今晚11点开服？忽悠人的吧！公告不是说28号公测吗

5685: 快点快点开服a。我等的不买饭了！

5686: 好像是今晚11点开服

5687: 又关了，不过力健，等吧

5688: 刚完了半个小时，服务器就关闭了，额····神马时候公测？？？

5689: 人物太少，人物等级层次不明显，极品人物区别不明显，战斗速度慢，要有加速就好了，总体来说很好，good

5690: 那个通缉榜全部都是等级比我高10+的怎么打得过，而且无法退出战斗，

5691: 扫荡卡太少，过关卡加载有点慢。总体还好

5692: 你妹阿、  我4点20下的  怎么这么巧就关服了~  T_T

5693: 挺好的，希望角色增加，快点公测吧

5694: 今天已经是第二次提示服务器关闭了。怎么回事

5695: 什么时候公测？能不能把奖励提高点，要不然没有充钱的冲动o(╯□╰)o

5696: 挺好玩的，希望游戏速度能加快 有点慢 扫荡卷能多一点。

5697: 1月28日公测

5698: 好卡，垃圾

5699: 不是说是官方正版吗？里面的人物名字都是瞎编的，还官方正版！！！娜美变成奈美了。。。还有个乌索普叫撒谎布~··最搞的是绿藻头叫左罗~~~~明显都是山寨的。

5700: 扫荡券太少，如果不用扫荡，打材料很费时间，战斗速度太慢，能加速就好了

5701: 关卡是和动漫同步的吗？那该有很多关吧，也会有很多角色吧，期待公测。

5702: 今天关服，啥时候公测啊，希望能快点公测，期待

5703: 靠 怎么关服了啊。

5704: 关了，期待公测

5705: 很不错的游戏，力挺。人物再多点就好了。什么时候正式开服？

5706: 怎么号没有了，我是vip

5707: 为什么不出个七龙珠题材的啊

5708: 我加这个游戏群了，我问了客服很多遍，他说肯定删档，只是vip什么的保留，不信的话自己加群，群号游戏的公告里有

5709: 游戏自己玩行，但是千万别上头充钱！30块钱抽一次！想象一下，很多大型RPG游戏，正版软件才100来块钱，十几人团队，五年以上的开发时间，这手机游戏能要几块钱成本，收费简直令人发指！我们的钱都是地上捡的吗？充了50块，才明白过来的，建议大家别上头，土豪请忽视

5710: 可以玩    可以进去的   其实很好玩   你们不懂

5711: 装备只能装上卸不下来？

5712: 你真是倒霉帝(๑• . •๑)

5713: 坑爹啊！好不容易攒到2700钻，十连抽必出A武将，谁知来个加载中，跳回来钻没了，其他什么都没给！

5714: 无数次的请退出重新登入，退了重开还是这样，差评。

5715: 一直初始化，一直进不去，客服在哪里？求解！！！！！

5716: 一直初始化，就是进不去，客服在哪里？求解！！！！！

5717: 怎么打起来有点卡卡的感觉

5718: 为啥还不能玩，听那歌好蛋疼

5719: 帅气

5720: 为什么还不能玩啊

5721: 垃圾航海王，都是前期的人物，没有最强世界的人物。浪费精力，

5722: 不要公测，也能完呀

5723: 请退出重新登陆++++++++++N次

5724: 请问什么时间公测，求解答，谢谢

5725: 想卸载了，那个歌都听了很多遍了，也不知道在加载什么鸟东西。

5726: 一直在加载什么？也没有个进度条！

删档？

5727: 么时候公测啊

5728: 红发是香克斯好不好

5729: 楼下傻比，看清楚点。。这是内测，不会册档、、自己手机不能钪。就来黑游戏。。一群狗逼的死全家得混子↓↓

5730: 还可以，就是会删档是真的吗？

5731: 草，这逼游戏，大家有心里准备，这是内测还点公测，还点删档，草！

5732: 我不喜欢

5733: 杰克斯就是红发好吧

5734: 谁能告诉我  怎么换装备=_=

5735: 大爱  海贼王    这游戏挺好玩的    玩不了的话是你手机不行

5736: 进不去，玩不了

5737: 请退出从新登录

5738: 为什么总闪退

5739: 模仿刀塔也就忍了，居然把红发翻译成杰克斯

5740: 什么破烂游戏进都进不去，卡那了。

5741: 充值比例是多少。。现在是不是不能注册了，新号起不了名字了

5742: 为什么玩的人那么少？不是说有百万海贼么？

5743: 重装N次了。这个办法谁都会想到的。还是不行啊

5744: 请尽快，刚充了值就不能玩了，要是好了怎么通知我啊？

5745: 手机系统版本是安卓4.04，三星手机。一点游戏图标就黑屏，过一会没反应就自动退出了，出现个系统提示，航海王启航未响应。赶快解决啊。

5746: 到现在还登陆不了，就是黑屏，怎么回事？

5747: 我很想知道，为什么钻石十抽就送了一个小丑巴基。。。十抽的几率好低

5748: 挺  挺  爽到爆

5749: 很赞！壮哉我大海贼！

5750: 跟刀塔传奇体质一样，但游戏做的还不成熟。人物模型不错，界面也不错。人物技能，进阶模式，人物之间搭配再多多学习！

5751: 你特么逗我呢。还不如玩卡牌

5752: 好玩到爆了！楼下一楼的，去你阿妈，啥屁股手机，别理他，我没充钱都玩的爽爽的⊙▽⊙

5753: 创角就断开～垃圾

5754: 很好玩

5755: 什么时候公测

5756: 很好的游戏，就是有点卡，不错，力荐

5757: 我去，2014年12月玩的记录，现在没有了。。。

5758: 为毛我进不去啊，谁可以给个理由啊，

5759: 根本进不去游戏

5760: 垃圾

5761: 抛开其他的不说，很用心啊，制作精良，支持

