1: 我发现这游戏有漏洞，可以刷车和钻石还有币，我都刷了不少，车全刷完了。

6531: 不充钱买车最好别下载，

6532: 这个需要流量？？

6533: 又一改编的垃圾游戏

6534: 給个差评

6535: 滿级的赛车时速820，滿级的超哥，还跑不过六元的三轮车，坑人

6536: 各种恶意扣费，

6537: 各种扣费不小心就给扣费了，金币宝石莫名消失，首尔赛还跑不过三轮车，目测时速过千

6538: 开局怎么冲刺啊    不会啊

6539: 太一般…没有意思…难道买完车就是刷金币升级？？

6540: 很好，我很喜欢要是有重力操作就更好了。

6541: 怎么领礼包

6542: 回归到该行的更换

6543: 要钱不

6544: 这游戏你们还说好，都怎么想的，这个游戏太烧钱了，我买个变形金刚600迈都跑不过400多迈的车，给客服打电话人家还说这是正常设定，这不是笑话吗？

6545: 为了跑男们顶起来！

6546: 赛车游戏太棒了！

6547: 奔跑吧兄弟们！！

6548: 跑男们开赛车

6549: 为了男神女神！！！

6550: 为了济州岛拼了

6551: 决战首尔玩法不错呀 还有济州岛呢

6552: 我要努力攒名牌换大奖

6553: 奔跑吧兄弟最后是赛车游戏 我喜欢

6554: 跑男版赛车游戏！不错哦！

6555: 画面感很强，让人身临其境

6556: 一玩就停不下来了

6557: 游戏画面风格统一，很舒服，很耐看

6558: 没想到好评这么多，我也给个好评

6559: 玩起来不会感觉单调无趣

6560: 游戏品质过硬，值得一玩

6561: 寻找一起玩的小伙伴啊，这么好的游戏有一起玩的么

6562: 现在有事没事都会打开游戏玩一玩，真是爱不释手

6563: 打不开是为什么呀？

6564: 随便选点。

6565: 画面唯美，操作简单

6566: 希望能拓展下和小伙伴们的互动，人和人之间还是交流的不够

6567: 有机会让我媳妇也试试，不知道适不适合女孩子玩

6568: 玩了这个可以把其他的忽略了，真心不错

6569: 老兄，你们这样的游戏玩的人太多了，不过还算是能玩

6570: 果断点赞了啊

6571: 其实算是良心游戏了，推荐大家试试

6572: 完爆同类游戏，弟兄们加油啊，看看谁才是第一

6573: 搞定了游戏，搞不定操作啊，我是手指档，希望能再简单点操作步骤

6574: 激情啊！现在这样的游戏很少见了

6575: 支持啊 希望以后的功能越来越强大

6576: 人家是妹纸，不过还算不错，里面帅哥多吗

6577: 被朋友推荐来的，还不错

6578: 界面还是很有亮点的，给你个98分

6579: 同类产品里面的经典之作

6580: 玩完感觉还是不错的

6581: 老少皆宜，建议把画面做的简单一点，咱硬件比较差

6582: 妹子再多点哈，感觉都是男人玩的游戏

6583: 很好的活动哦，希望能越来越好

6584: 刚看到这款游戏，这么多好评，应该不错！

6585: 喜欢这样的爽快感

6586: 不错！就是还是有点小瑕疵，不过还算是良心游戏

6587: 趣味十足啊，我和小伙伴们很满意！

6588: 刚看到这款游戏，这么多好评，应该不错！

6589: 风格不错，希望能做的再细化的，给你们打5分了

6590: 希望能优化下游戏，总体来说还是不错的

6591: 有点创意，希望还能继续保持，别坑我们玩家哈

6592: 最喜欢这样风格的游戏了，希望活动能给力点

6593: 很好玩的啊，点个赞。

6594: 精彩的游戏，稀饭这样的风格，希望能继续。

6595: 怎么游戏打不开乐这是什么原因啊

6596: 好办法给发个非官方的风格的恢复规划提供

6597: 我觉得很好玩啊。哪来这么黑子呢。。。真心不错的游戏啊

6598: 这游戏就特么是烧钱呢，而且闪退特厉害，买了个原地复活买成功了，然后游戏就掉了，等于白买了，比特么梦幻都烧钱。

6599: 除非你事先把数据备份好，再安装，恢复数据，这样就不用担心又重玩一次了

6600: 谁让你卸载了重装，你没看有提示说卸载，刷机会导致数据清零。。。真是个白痴，还怪游戏。。。。还不如怪你自己

6601: 坑爹老子花15元买的大黄蜂升级到8级卸载了一下，什么都没了，老子又花15元买了勤芒之王，还得从头开始，我想360是不是想钱想疯了

6602: 你说它骗钱。。。。那你还玩，你不玩它能骗你钱吗？真是。。。。荒唐又可笑

6603: 为什么连续两天都是闪退状态？

6604: 草你妈，刚玩了两天，是好玩，不过你妈逼怎么会突然打不开？卸载了重装，又你奶奶的清除数据，那老子的钱不是白花了？？？有你们这么坑爹的么？？？

6605: 骗钱高手，就是有几个亿美元的你，它也可以在瞬间用掉你的钱

6606: 千万别下

6607: 游戏非常好 ，那些自己手机太差的，要闪退的人，自己换手机，不要怪游戏不好，自己手机烂，还骂游戏有问题的，真是不要脸

6608: 给个赞吧，挺好上手的

6609: 我是女生，游戏很容易上手呢~

6610: 这款游戏太惊天地，泣鬼神了，我和我的小伙伴们都惊呆了。

6611: 同类游戏玩了这么多，还是觉得这个最好玩了

6612: 内容很丰满 系统很完善 推荐！

6613: 太酷了好好好好好好

6614: 还可以就是了，礼包多送点东西就好了

6615: 快点下，太棒了o(≧v≦)o~~好棒

6616: 鹏程。最好玩的游戏，大家欢乐一下

6617: 畅爽!好爽啊!

6618: LG-P698完美运行.手机好就是爽!!!哈哈哈

6619: 有点难，不过我喜欢，有挑战

6620: 太好玩啦！！！！！！！

6621: 我的手机配置还行，终于不秒退了

6622: 会玩的就好玩，就是有点难

6623: 好玩就是好玩

6624: 真好玩我喜欢这个游戏

6625: 太好玩了吧

6626: 怎么更新啊?新版本什么时候出来

6627: 这个游戏非常好，好得无法形容

6628: 不赞的全家死光光

6629: 游戏还不错，就是下载有点慢

6630: 可以啊，找了好久只有这个官方版的没有广告，玩起来也挺流畅。不错

6631: 游戏很不错。每天忙里偷闲来玩一把。

6632: 这个还不错

6633: 玩了这么多次画面确实还挺牛逼的~

6634: 这游戏牛逼！代言人牛逼！完美也牛逼

6635: 我觉得这游戏要火啊，我几个室友都被我带着一起玩了，玩起来比我还有瘾呢

6636: 说实话还行。不过这手游没想到，还真挺给力

6637: 画面实在实在是没说的了

6638: 我觉得还可以，比上次测试好多了，尤其是稳定性加强不少，闪退基本没有了，期待公测时会更给力

6639: 我擦，我老婆玩了一整天，总算不用防着她逛淘宝了

6640: 我的大刀已经饥渴难耐啦~

6641: 高品质画质

6642: 非常值得玩的游戏，这种水平的游戏至少才能代表国内的手游水准吧。

6643: 为什么要用这游戏如此诱惑我啊~我只想在角落安静的做个美男子啊~

6644: 给力给力给力

6645: 虽然整体游戏及画面都不错

6646: 我玩了大半天，我妈还问我在干吗呢，我说我在打大菠萝，她还问我菠萝怎么还能用手机打，哈哈

6647: 挺不错的游戏，就是一个字：好

6648: 上瘾了，这游戏真心不错

6649: 玩着玩着就天亮了，卧槽我还得上班呢。。

6650: 在公交上偷偷看的一个妹子玩的，玩了之后感觉不错，事先声明我真的是个正经人，我真的只看她玩的游戏了，没有看到她35D的胸部和沟沟

6651: 恩，我只看到了游戏

6652: 总算是又可以玩了

6653: 挺好玩的!!

6654: 这游戏很给力啊，远远超出的的想象啊

6655: 虽然有点儿小瑕疵，但是整体还算是一个精品大作，非常值得推荐

6656: 喜欢就玩，不喜欢就gun，别唧唧歪歪，说别人游戏不好前先想想自己开发了啥游戏，对了世上没有坑钱的游戏，只有不适合你的游戏，没有上进心就知道唧唧歪歪的就注定失败一辈子

6657: 不小心玩一点20块钱话费没了

6658: 闪退

6659: 我想知道这网游怎么出现在单机榜上了，呵呵

6660: 回复：李谨锋,catry0012,1分2分3分：你他妈的找骂是不，不懂玩就别怪游戏不好，还在那刷评论，你这种脑残不死难以平私愤

6661: 哪来那么多黑子啊。挺好的一个游戏你们都是疯了吗。

6662: very good

6663: 这帮家伙还真是一如既往的脑残。。。下什么不好，偏要下官方的。。。结果下载了，你就给差评，找骂的是不？

6664: 不懂超车。。。我只能说呵呵，，，不懂玩还给差评？滚回你老家去吧

6665: 评论。。。并不是假的

6666: 呵呵！这个游戏好耍；我都通关咯！

6667: 虽然通关了，还是想说，不要乱扣钱啊，花钱你又不给东西，客服又水，差评

6668: 买了三个人物，第一次掉线，扣钱，第二次又买，垃圾游戏

6669: 买车付款成功了，连车都没有，都是骗人的。

6670: 我买了车之后游戏就进不去了

6671: 不要被騙了這游戲你如果花錢三天就會黑屏讓你沒辦法玩等你再重下載東西都不見了這是讓你一直花錢的節奏客服不理的

6672: 不要被騙了這游戲我買了一堆東西不到三天直接黑頻不能玩東西直接消失客服不管的

6673: 好评都是假的。手一抖20多块钱话费不翼而飞了，点不充值，它也扣！恶意软件别上当！

6674: 买了最好的车，属性都加到了最高，买了邓超，宝宝，卑鄙，属性也加到了最高，决战首尔连个山轮车都跑不赢

6675: 评论好假

6676: 不冲钱连第一关都过不去

6677: 太难超车了

6678: 不充钱  根本玩不过去

6679: 我喜欢李晨！

6680: 陈赫有吗有吗！！

6681: 宝宝游戏里会说话吗？

6682: 游戏中能看到我偶像啦！

6683: baby是我女神！

6684: 我喜欢baby！

6685: 我喜欢邓超

6686: 兄弟们加油啊！

6687: 期待跑男们啊！

6688: 爱车神爱生活哈哈

6689: 我想要弄自己喜欢的样式的赛车

6690: 要是能装饰自己的赛车就好了

6691: 跑车360观看赞啊！

6692: 震动不错 但是默认能关掉吗

6693: 震动感觉不错

6694: 还能切换视角 大家试一试

6695: 嗯还不错，渣操作也能玩哈哈

6696: 这游戏道具设置的不错啊

6697: 我喜欢火凤凰

6698: 话说汽车人有擎天柱就更棒了

6699: 我爱大黄蜂！

6700: 变形金刚还能变身呢！太赞了！

6701: 还有变形金刚？爽

6702: 里面的赛车都好棒啊

6703: 能玩很久的好玩的赛车手游

6704: 玩法好有特色啊

6705: 赛车游戏的经典！

6706: １进游戏听到音乐我就ＨＩＧＨ了

6707: 新手上路多多指教啊

6708: 对这个游戏期待很高啊！

6709: 邓超的头像太帅了～

6710: 高端大气上档次，低调奢华玩车神

6711: 现在已经忽略了手机里的其他游戏

6712: 我想要豪车

6713: 因为车神还专门去看了一遍running man

6714: 居然有一次做梦也跑了好几轮

6715: 最近和哥们联系过密，多半因为车神啊

6716: 已经推荐给很多朋友下载

6717: 果然没有让我失望

6718: 身边的都人都在玩，我也下载一个试试

6719: 车和人太难拿   其他还可以

6720: 每晚奋战的后半夜，难以入眠啊

6721: 女朋友竟然比我还入迷

6722: 真的很好玩思密达

6723: 玩车神的我，经常忽略了偶地女盆友

6724: 现在已经爱不释手了

6725: 加速的效果真的是炫酷啊

6726: 无聊ing….玩车神就对了

6727: 画面简直非常炫酷啊

6728: 我为车神代言

6729: 不玩我是车神，你就out了。

6730: 赛车游戏哪家强？我是车神数最强。

6731: 上班开小差我也得跑一圈

6732: 奔跑吧大兄弟，游戏效果不错，操作简单

6733: 宝哥画的好帅 哈哈哈

6734: 我家超哥就是帅~

6735: 垃圾。。。

6736: 这个要钱或要流量吗？

6737: 坑爹 我是车神翻版 车和赛道以及道具都是一样的

6738: 里面的车我都有了  ，破解版

6739: 为什么24超车过不去啊

6740: 这个游戏很好玩儿，不错哦！点差评的去死吧！

6741: 格式化这是电话小虎还乡

6742: 好玩搓了.....

6743: 你们是逗逼请来的猴子，还是猴子请来的逗逼

6744: 艹  死垃圾 不冲钱 根本玩不敢去  他妈的  第一次骂游戏

6745: 赞一个。

6746: 别下 容易扣费

6747: 笑看奔跑脑残粉和黑子们撕逼大战

6748: 你们觉得这游戏不好  但是别骂别人   我非常鄙视你们这些人渣

6749: 大姨妈

6750: 太垃圾

6751: 坑我6块钱   ！！！！！！！！！！！！！！！！！

6752: 太卡了

6753: 都说了这游戏要钱的说，你们这帮人还不信。。。下载了，就骂这游戏垃圾，你们存心找骂是不？

6754: 给差评说这游戏的畜生，干脆给车撞死得了。省得看着你们都恶心

6755: 跪求360吧这个骗子游戏下架 ，我对360手机助手没信心了。

6756: 自己不懂玩就别怪游戏差，，怎么说呢，说你们素质低，没文化一点都不奇怪

6757: 呵呵。。。。。狗屎才玩，滚吧你，你不就是狗屎吗

6758: 充值话费没了，什么都没有到帐，坑死我了，360TMD

6759: 给差评的。。。。都是畜生

6760: 说这游戏垃圾的狗屎什么的。。。。。就是这一帮没事找事的畜生，好的说成不好，，你能再低点素质吗？没文化，赶紧滚回你老家去

6761: 太花钱了，还不如网上花几块钱买个破解的

6762: bb还凑合？来提点意见或者建议吧~

6763: 不好玩、又骗钱

6764: 给大家个忠告，别充钱，充了钱买了好车好的领航员也跑不到前十名

6765: 一千名以外不用道具次次第一，六百名以内道具全开第二，三百名以内道具全开最多第二，光芒之王满级，超哥满级的数据，你们能不能不骗钱了？我擦

6766: 移动不能充值，只能用联通卡

6767: 除了不好玩，人不帅，车不好。都还可以

6768: 嗯~~~~~~~~~~~~~~这游戏真好                                                          的反义词

6769: 谁能跑到第二到第十名？为毛我光芒之王满级都跑不过狗骑兔子，尼玛都是骗钱的吧

6770: 谁能告诉我光芒之王满级为毛跑不过狗骑兔子

6771: 我知道怎么刷钻石和火种还有金币，我一天就买了所有的变形金刚全部都要300颗钻石以上。和三位明星领航员。你只要在游戏礼包狂淘号几率在百分之九十以上，而且可以反复淘，只要有耐心定可以买到四辆可以变形的赛车的

6772: 太好了，没话费还可以买车！

6773: 真的不好玩     回复我的傻逼

6774: 狗屎才玩

6775: Angelababy!

6776: 《奔跑吧兄弟》手游终于上线啦！！！挺好玩的。就是缺少撕名牌缓解。望以后能够加以改进。如果能够撕掉金钟国的名牌的话，更好。

6777: 你麻痹垃圾游戏，下载进去花钱买车玩几天竟然给我闪退进不去，卸载了在装你妈逼到好给我从新来过，买的车都不见了，

6778: 艹你妈的，爹刚买了大黄蜂就给老子进不去了，骗钱也要有个度可以？够篮子

6779: 一百个赞

6780: 好玩  好玩

6781: 第五章第七关怎么过啊

6782: 嗯嗯嗯嗯呃恩

6783: 这不是我是车神的游戏吗?

6784: verry good

6785: 游戏是好！就是骗钱！礼包买了钱扣了！东西没看到！

6786: sssss

6787: 非常不错！周五下的 玩了两天了

6788: 你妹的我却黑那个工作证在这边至少，连买个车都哭泣

6789: 真TM的垃圾  花完钱就闪退  真垃圾  垃圾

6790: 傻 屄 狗 屎 狗 屎 狗 尿 狗 屎

6791: 烂游戏  狗屎

6792: 进不去,操    
闪退

6793: 跑起来~你能赢!

6794: 大黄蜂变身！

6795: 说好的李晨呢

6796: 超哥，超帅有木有！

6797: 警车开道！！统统都给我让开~

6798: 名牌我来了！！

6799: 济州岛！！I LIKE!

6800: 宝哥的声音依然那么有喜感！

6801: 暗夜路霸各种撞不犹豫！！

6802: 我的红色传奇就是牛逼！

6803: 居然还有农用三轮车！哈哈哈

6804: 我的天使！我的BABY!

6805: 漂移的感觉就是爽！就是这个FEEL!被儿爽

6806: 漂移的感觉就是爽！就是这个FEEL!被儿爽

6807: 销魂的布加迪！

6808: 跑起来根本停不下来！！

6809: 我的AE86！我的拓海！

6810: 超无聊，千万别下

6811: 操作还真比较简单啊

6812: 无压力各种第一~

6813: 飞弹走起！嗖~

6814: 决战首尔进去的时候，有时候需要等会

6815: 秋名山无压力啊！

6816: 我秋名山也无压力

6817: 各种赛车各种买，哥就是这么任性

6818: 不要走，决战到济州啊！

6819: 我跑了半天，各种赢也烦啊

6820: 我家BABY的声音啊，有点伤不起啊

6821: 哈哈哈，决战首尔，各种一片大树，一片小人

6822: 撕名牌，100个，这得撕多久啊

6823: 说好的陈赫呢，好男人就是我

6824: 非常好的的游戏

6825: 嘛呢  八百多时速，居然追不上三轮车，逆天了，没法玩了，又不能联机玩。无爱……

6826: 垃圾不行玩

6827: 所有车我都有还是满级的还有人物也是满级，到后面就觉得不好玩了。

6828: 垃圾，就是来骗钱的

6829: 不错哦，玩过别的赛车游戏，觉得这种玩法还挺有意思的。看下载量也一直飙升呢~~

6830: 一不小心误点，取消都不行。抢钱无耻！！！

6831: 道具系统会自动给你用，太垃圾了。跑几句不用道具，一看怎么没有了

6832: 操你妈的  老子花的钱都白花了   操 现在打不开了

6833: 要花钱？还不如玩破解版的

6834: 操他妈，不能玩

6835: 我不用花钱的，全是乱扣费的，把，短信信息号码，全去掉可以了。

6836: 不咋地

6837: 总是闪退，游戏商应该想想解决办法。

6838: 什么情况啊？玩着玩着就卡一下，要怎么玩啊？？？

6839: 不错啊

6840: 冲值15元，啥也不给。打客服电话让登网站反应，也不给处理，也不给回复。最烂的游戏。没真事。千万别下。

6841: 为什么我买了所有车就是不扣钱那？

6842: 垃圾游戏 这游戏还要充钱玩你吗啊

6843: 没意思！

6844: 垃圾  别下   下了你就会后悔的  一定要充钱没充不会玩的

6845: 婆游戏  修改器那么多  老子幻影满级领跑者随便用  道具无限甩 居然跑不过一个破三轮  开g都飞天了 没人管

6846: 千万别充钱一重装就没记录了

6847: 唉，当你们集齐车子并改装至满极之后就会发现这游戏没什么好玩的了

6848: 本来下载了都玩得好好的，现在打都打不开了，怎么回事儿啊

6849: 还行吧！就是感觉挺费钱的。不买车是真过不去啊，不生到满级也过不去！

6850: 麻痹骗人的游戏，早知道听你们的不充钱了，他奶奶个腿的，钱冲了不给车！！！

6851: 我是买不来车

6852: 好逗比的游戏啊，呵呵。。。。。。

6853: 垃圾游戏，无脑游戏！就是让你充钱！

6854: 坑爹，还说单机，还得打开数据连接。

6855: 冲了50快没给东西？

6856: 好好玩  葫芦侠里面有破解版的  我全部车都有  玩起来非常刺激 O(∩_∩)O哈哈哈~

6857: 充钱不给车

6858: 不错，15元买了辆车改装后达到了758的速度，爽，进了105名。不错，顶

6859: 真垃圾。花钱买了车，过两天就上不去了。只能重装，结果所有东西都没了。靠

6860: 扣钱

6861: 牛b的游戏，一起步别的车就没影了，火箭助推

6862: 看着他们的评论   我也不敢下了

6863: 怎么打不开了啊

6864: 不小心点了下就扣费了！这点真他妈啃爹！

6865: 全通关花了60多     期待下一部

6866: 土豪们就当我没说啊！不过广大屌丝们注意了！此游戏可能会让你摔手机！是的这是单机手游，也就是说你今天充了十块，明天可能就没了！很坑吧！还有就是玩此游戏手一定不能抖，因为下一秒可能你的话费就没了！这是一个差点打110的玩家的真心话！且玩且谨慎啊！亲！！！

6867: 火大哦！手一点错马上15块没有了。。呵呵。。电信马上发来短信

6868: 打不开

6869: 太好玩了，我喜欢！！！！！！！

6870: 东西都好贵啊，呜呜呜呜呜呜呜

6871: 还真是垃圾

6872: 分合格方可有一个将更加客观讲公开课分合格方可个房间看看韩国进口感觉快高考结果看见个会计估计快高考结果就会更加公开价格就会感觉很尴尬不计后果范德萨发生该事故发生

6873: 垃圾还怎么火烂坑还洗钱还过不去下了你就洒了

6874: 很好玩阿，现在已经5辆车了

6875: 真尼玛坑爹了老子你妈870速度老是被垃圾三轮车超，每次都跑第四名，你妈这什么道路

6876: 老子花了钱，车都没给。

6877: 坑爹，打开箱子，东西不错，结果再上就没有了

6878: 坑娘！买了辆车十五元只玩了两次今天游戏竟然打不开。。。。。

6879: 麻痹的那里可以投诉！！！老子真恼了

6880: 你一不小心就该扣你钱了

6881: 老子的评价去哪里了，怎么没有动静

6882: 我艹TMD花了15话费买了个车～比赛都跑不过甲壳虫～老子一次失误没有～居然跑第四名～现在更闹心～游戏根本进不去了

6883: 本来想下载这款软件游戏，爷爷看了后说：孩子还是别下载了，我说为什么？爷爷又说：上面都说【坑爹啊】，我不想我儿子受罪，你还是找个【坑妈】的游戏玩玩好了。我说:为什么？爷爷说：你妈逼你爸离的婚婚，还是找坑妈的吧！！！okokok!!!

6884: 哈，没花一分钱就有了全部赛车不错哦

6885: 麻痹，真他妈垃圾。坑爹的游戏，千万别上当

6886: 我用800速度的車，一直用子彈打和我對決的車，好不容易超過了一個車身，趕快用了超跑，这样都被反超了。总结了一下，跑不过去了就必须花钱买新车，不买绝对过不去。但比起原先的版本还是好很多了。

6887: 垃圾点了下就扣我话费，就是坑

6888: 没话说的坑人游戏，我用的最好的满级漂移车子，打挑战，最高速度800多，里面的性能低的车子轻轻松松超过去，我而且我全路段都用的是加速，别说能不能追上了，人都看不到了，我TMZ无语，这游戏是不是拿不出奖品啊，一种甲壳虫都能超过去，速度不少于几千吧。

6889: 可玩性还行，有的版子要充值买道具才能过，悲剧的是买了道具后玩了几次游戏就再也进不去了，闪退，无奈重装后全部数据都清掉了。电话客服说这是单机游戏，数据无法回复，充值白冲了!!!建议大家千万别冲钱，否则可能空忙一场。

6890: 太简单了吧，这个游戏我只花了一些
时间就把它给打通了？

6891: 地图太少不够玩的

6892: bucuo

6893: 所有赛车我统统在第一时间有了，比赛时没挑战性。

6894: 该更新了

6895: 我的手机为什么一支付游戏就崩溃了

6896: 我TM就说垃圾不好玩   你TM咋地   傻逼玩意

6897: 说不好玩的都是王八

6898: 没钱啥也干不了  坑比360

6899: 赞赞赞！

6900: 我有说过，等手机欠费了在买车能买到吗？我不会告诉你们我刚买了辆漂移，不过只能充一次，，

6901: 太好晚玩了

6902: 太菜了吧，我和我的小伙伴们都无语了

6903: 垃圾垃圾 坑老子钱

6904: 垃圾游戏！！！！！！！！

6905: 垃圾游戏   恶心

6906: 已通关，没事干了，无聊死了

6907: laji,大家一起踩！

6908: 除了充钱，别无选择，看见最好踩踩这垃圾游戏，关卡想要过就充钱，充钱还是过不了。下载就踩踩踩，垃圾垃圾垃圾垃圾垃圾

6909: 不知不觉就充了1000元，感觉还是好垃圾啊！

6910: 游戏还不错，就是太假了，746码被一辆小甲壳虫给秒超，我笑了

6911: 我用钥匙开的宝箱给的东西都没了，不显示测，玩呢

6912: 我草，想要过关必须花钱，花了15买了辆车玩了几关就玩不过了，坑逼

6913: 大家玩这个不要用手机卡

6914: 骗人，冲了50元不给车！！！

6915: 差差差，充了钱进不去了

6916: 明明是盗版，只换了个游戏名称而已

6917: 不是重力感应，

6918: 他妈的评论都评论不了

6919: 充了十五块得车 光扣费 不给车

6920: 通关+N=花钱+N……这是坑爹的节奏麽。。

6921: 人民币玩家的游戏。关卡都要钱来复活。不然都过不去。要的太明显了。而且玩起来很无聊。一下子就没了。

6922: 玩个p，见钱眼开的开发者，扣话费的

6923: 一星都太多，我充钱买了个十五块的车，他么的一更新什么都没了！！！垃圾！！！大家别玩了

6924: 很喜欢，买了两辆车了，抽到一辆，现在四辆了，yeah，very good

6925: 陷阱多，一步小心就充钱了，都没有怎么提示，还故意把是否位置调换，就是想让你失误点到，直接就充了

6926: 妈的，自动用道具啊！明明没有点到，就被用了

6927: 不能重力感应吗

6928: 不充钱过不去   充钱了 更过不去 大家不要上当

6929: 不要玩  太坑

6930: 垃圾游戏，花钱买了个车，重装了就没了，坑爹游戏，如果不改进这游戏大家就别下真恶心

6931: 坑爹的游戏！！！！！！！玩着玩着就不能玩了，卸载重装了N遍，还TMD不行，坑爹！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！

6932: 什么啊。。。玩着玩着眼看就要过关了 就闪退？

6933: 大家现在应该跑过那个4人比赛了吧，你们跑想下看看，尽量跑到50名左右，看看你名次还上的去吗，说有东西奖励，能拿到吗，都是骗人的，最好的车和领航，连第三都没有，玩的没什么

6934: 真坑，花钱买个车，然后就上不去了，再上去就重新完了，单机咋滴，单机就清除数据，钱全白话了，什么玩意啊

6935: 不错啊 我抽到个vip的极光

6936: 好玩赞

6937: 我们都是平民玩家  老板们  我们玩不起所以   拜拜咯

6938: 手机扣费了  怎么就没有看到钻石呢  移动扣费了  咋不给我钻  奶奶的

6939: 太卡，老是退出，三星i9082悲剧

6940: 赛车太烂，过不了关

6941: 怎么变形啊

6942: 艹，这游戏根本不花钱就通不了关啊！坑人的游戏啊！

6943: 进不去

6944: 完了几次挺好玩的，可是过了2天没玩   在上就上不去了

6945: 怎么找到兑换码

6946: 玩天天飞车啊呜，不错哦。

6947: 他妈的，玩着玩着变卡了，不充钱根本玩不了，大家别玩了

6948: 穷人 就是不应该玩游戏 唉 还是做白日梦比较现实   买不起车呐 车的最大速度不够 怎么也跑不过

6949: 垃圾，买了东西过几天就没了，玩毛啊！钱多就玩吧

6950: 不错，我已通关，全部车神金冠，车全买全部改转装满级，驾驶员全买全部满级，爽啊现在还剩1000多万金币1000多钻花了近一千。

6951: 垃圾

6952: 很咯去拉萨回济宁提提铭记

6953: 草泥马下了让你后悔，让你掏钱买一辆车过几关以后下一关不买其他车你没得玩

6954: 哪里最牛逼的车还是个820km/h的变形金刚，配上满级baby，爽到极致，but 没有100话费，就别玩了，还有，这不是网游，系统都告诉你了，卸载，恢复出厂设置，什么的都会数据清零，所以请各位别乱叫了

6955: 没有什么好玩的，玩玩这个也可以，不过千万记得，别买车，，，买了只能玩两天，就进不去了！！！

6956: 骗钱的东西，能再坑点吗？

6957: 那些闪退什么的，自己的烂手机不行，别在这瞎叨叨，这游戏真心不错，我冲了100，买了车，哪有进不去的现象

6958: 尼瑪，老子搞了五十大洋了，不給孩子錢，他不讓你過去啊！真操蛋。。。。

6959: 牛逼死了

6960: 艹你马勒隔壁，不充值根本没办法赢，速度时间他们早算好了。一充值才玩几天直接闪退，再登录金币还在，车没了。我艹劝大家别下。浪费我的钱我跑男都不看了，艹

6961: 还不错   !    我都充了快上千块了

6962: 虽然不好玩，但是很好看。

6963: 太他妈好玩啊!不会玩的滚一边去!

6964: 他妈了比的，花十五买了一辆车，然后游戏就打不开了，你还可以更坑一点不

6965: 垃圾游戏，各种弹出让买车的，果断卸载！

6966: 我买个勒芒之王短信提示付款成功。但NMBD车呢！车在哪里！

6967: 纯属骗钱，睡着谁知道，不玩还推荐你别下载了

6968: 骗钱的垃圾游戏，任务都循环的，一次比一次难 输了就让你2元钱复活 让你过

6969: 吗了个逼！骗钱的，老子不小心按了一下就扣了15元话费，艹他吗！随便玩一会就弹出来让你话费买东西，不小心就购买了，完全骗钱！

6970: 超差劲!!

6971: 我靠！！！为什么买了东西后就闪退了  在进去游戏以后买的东西居然没有了

6972: 蛮好玩的 不卡

6973: 总是卡掉出来，就一垃圾游戏

6974: 无聊，垃圾的游戏，极品飞车秒你几条街！！！

6975: 买 了车后，手机系统更新了，车子木有了！别的游戏道具还在啊，车子咋就木有了呢！

6976: 还不错啊

6977: 游戏和节目一样垃圾

6978: 完全的人民币游戏，谁玩谁吃亏，利用跑男宣传的脑残游戏。

6979: 操你妈的  除了骗钱就是骗钱  操

6980: 太垃圾了  第一天买了车  第二天就进不去了靠

6981: 垃圾游戏，买车充值玩了几天闪退，删除后再下载，充值都没了，骗钱游戏！

6982: 对战模式什么时候开啊？我都通关了！不过绝战首尔太坑爹了吧，顶级豪车加领航员都跑不过破三轮，排名3000！！我想说游戏开发者你是逗逼吗？变着法骗钱啊！！

6983: 尼玛，我买了车，居然没到，还扣了钱，我也是醉了，，，，，

6984: 自己变强了，对手也变强了，什么正在匹配对手，都是电脑人物，到底联网了没……

6985: 我擦。。。这都是瞎了吗。。。精品单机当然是单机啊。我觉得算单机里很不错的赛车游戏了啊

6986: 我现在车子全买了，领航员也全买了，车子全部15  领航员全部10，902的速度确只能排名182，还要怎么继续跑下去，400块话费就这样没了

6987: 垃圾。买了道具却不到账，千万别下

6988: 真他吗可以，花了100来块买车顶到满级，绝战首尔，一个错没有，出门就冲刺，也排不上名次，到1000左右就卡娜了，艹鄙视

6989: 玩了几天现在游戏根本就打不开了

6990: 支付钱玩了就闪退是什么意思

